,year reset,irtemp mean,anom modern anom,date,irish smoothed,global smoothed
30117,821799.1666666666,10.150000000000002,,48699.0,12.372441561928918,
30118,821799.1666666666,8.899999999999999,,48700.0,12.372447966263486,
30119,821799.1666666666,7.975,,48701.0,12.37245436794753,
30120,821799.1666666666,11.5,,48702.0,12.372460766982314,
30121,821799.1666666666,10.775,,48703.0,12.372467163368732,
30122,821799.1666666666,6.525,,48704.0,12.372473557107835,
30123,821799.1666666666,12.3,,48705.0,12.372479948201198,
30124,821799.1666666666,13.374999999999998,,48706.0,12.372486336649159,
30125,821799.1666666666,12.975,,48707.0,12.372492722452995,
30126,821799.1666666666,6.300000000000001,,48708.0,12.372499105614043,
30127,821799.1666666666,6.775,,48709.0,12.372505486133322,
30128,821799.1666666666,12.15,,48710.0,12.37251186401167,
30129,821799.1666666666,10.725,,48711.0,12.372518239250184,
30130,821799.1666666666,11.125,,48712.0,12.372524611850118,
30131,821799.1666666666,9.525,,48713.0,12.372530981812671,
30132,821799.1666666666,11.275,,48714.0,12.372537349138364,
30133,821799.1666666666,7.550000000000001,,48715.0,12.372543713828675,
30134,821799.1666666666,12.025,,48716.0,12.372550075884634,
30135,821799.1666666666,11.25,,48717.0,12.372556435307335,
30136,821799.25,6.125,,48718.0,12.372562792097533,
30137,821799.25,8.925,,48719.0,12.372569146256753,
30138,821799.25,14.0,,48720.0,12.37257549778583,
30139,821799.25,6.7250000000000005,,48721.0,12.372581846685726,
30140,821799.25,9.175,,48722.0,12.372588192957853,
30141,821799.25,15.05,,48723.0,12.372594536602932,
30142,821799.25,11.35,,48724.0,12.372600877622009,
30143,821799.25,17.55,,48725.0,12.372607216016597,
30144,821799.25,15.0,,48726.0,12.372613551787284,
30145,821799.25,10.8,,48727.0,12.372619884935368,
30146,821799.25,10.6,,48728.0,12.372626215461962,
30147,821799.25,7.8,,48729.0,12.372632543367976,
30148,821799.25,5.275,,48730.0,12.372638868654478,
30149,821799.25,5.275,,48731.0,12.372645191322617,
30150,821799.25,6.175,,48732.0,12.37265151137349,
30151,821799.25,4.75,,48733.0,12.372657828808286,
30152,821799.25,3.425,,48734.0,12.372664143627787,
30153,821799.25,6.875,,48735.0,12.372670455833125,
30154,821799.25,6.875,,48736.0,12.372676765425464,
30155,821799.25,7.775,,48737.0,12.37268307240582,
30156,821799.25,6.9,,48738.0,12.372689376775323,
30157,821799.25,9.525,,48739.0,12.372695678534802,
30158,821799.25,8.149999999999999,,48740.0,12.372701977685907,
30159,821799.25,7.125,,48741.0,12.372708274229085,
30160,821799.25,6.424999999999999,,48742.0,12.372714568165762,
30161,821799.25,5.675000000000001,,48743.0,12.372720859496813,
30162,821799.25,7.399999999999999,,48744.0,12.3727271482233,
30163,821799.25,7.525,,48745.0,12.372733434346506,
30164,821799.25,7.75,,48746.0,12.372739717867354,
30165,821799.25,8.875,,48747.0,12.372745998786936,
30166,821799.25,8.5,,48748.0,12.372752277106256,
30167,821799.29,,,48749.0,,
30168,821799.3333333334,6.425000000000001,,48750.0,12.372764825948686,
30169,821799.3333333334,8.0,,48751.0,12.372771096473912,
30170,821799.3333333334,7.625,,48752.0,12.372777364403252,
30171,821799.3333333334,3.7,,48753.0,12.37278362973782,
30172,821799.3333333334,8.1,,48754.0,12.372789892478647,
30173,821799.3333333334,13.95,,48755.0,12.372796152626487,
30174,821799.3333333334,16.549999999999997,,48756.0,12.372802410182974,
30175,821799.3333333334,14.975,,48757.0,12.372808665148943,
30176,821799.3333333334,15.475,,48758.0,12.37281491752536,
30177,821799.3333333334,9.925,,48759.0,12.372821167313342,
30178,821799.3333333334,10.025,,48760.0,12.372827414513916,
30179,821799.3333333334,6.9,,48761.0,12.372833659128368,
30180,821799.3333333334,11.05,,48762.0,12.372839901157638,
30181,821799.3333333334,12.925,,48763.0,12.372846140602686,
30182,821799.3333333334,11.425,,48764.0,12.372852377464769,
30183,821799.3333333334,14.575,,48765.0,12.3728586117449,
30184,821799.3333333334,12.5,,48766.0,12.372864843444061,
30185,821799.3333333334,12.75,,48767.0,12.372871072563216,
30186,821799.3333333334,13.125,,48768.0,12.372877299103843,
30187,821799.3333333334,10.7,,48769.0,12.37288352306687,
30188,821799.3333333334,15.975,,48770.0,12.372889744453046,
30189,821799.3333333334,17.925,,48771.0,12.372895963263487,
30190,821799.3333333334,15.099999999999998,,48772.0,12.372902179499727,
30191,821799.3333333334,14.35,,48773.0,12.372908393162472,
30192,821799.3333333334,16.625,,48774.0,12.372914604252765,
30193,821799.3333333334,12.475,,48775.0,12.372920812771921,
30194,821799.3333333334,14.15,,48776.0,12.372927018720706,
30195,821799.3333333334,12.875,,48777.0,12.372933222100375,
30196,821799.3333333334,12.225,,48778.0,12.372939422911955,
30197,821799.3333333334,12.75,,48779.0,12.37294562115652,
30198,821799.4166666666,8.25,,48780.0,12.372951816835021,
30199,821799.4166666666,8.325,,48781.0,12.372958009948823,
30200,821799.4166666666,7.824999999999999,,48782.0,12.372964200498672,
30201,821799.4166666666,7.225,,48783.0,12.372970388485784,
30202,821799.4166666666,12.225,,48784.0,12.37297657391124,
30203,821799.4166666666,19.35,,48785.0,12.37298275677581,
30204,821799.4166666666,19.675,,48786.0,12.372988937081153,
30205,821799.4166666666,18.475,,48787.0,12.372995114827637,
30206,821799.4166666666,19.55,,48788.0,12.373001290016767,
30207,821799.4166666666,13.75,,48789.0,12.37300746264971,
30208,821799.4166666666,14.575,,48790.0,12.373013632727258,
30209,821799.4166666666,11.525,,48791.0,12.373019800250468,
30210,821799.4166666666,16.225,,48792.0,12.373025965220547,
30211,821799.4166666666,14.225,,48793.0,12.373032127638451,
30212,821799.4166666666,13.05,,48794.0,12.373038287505375,
30213,821799.4166666666,13.625,,48795.0,12.373044444822225,
30214,821799.4166666666,13.625,,48796.0,12.373050599590044,
30215,821799.4166666666,17.25,,48797.0,12.373056751809978,
30216,821799.4166666666,13.825,,48798.0,12.373062901483118,
30217,821799.4166666666,12.175,,48799.0,12.373069048610317,
30218,821799.4166666666,13.375,,48800.0,12.373075193193113,
30219,821799.4166666666,16.925,,48801.0,12.373081335232039,
30220,821799.4166666666,18.725,,48802.0,12.373087474728454,
30221,821799.4166666666,21.75,,48803.0,12.373093611683204,
30222,821799.4166666666,19.275,,48804.0,12.3730997460976,
30223,821799.4166666666,18.450000000000003,,48805.0,12.373105877972552,
30224,821799.4166666666,17.125,,48806.0,12.373112007309004,
30225,821799.4166666666,15.224999999999998,,48807.0,12.37311813410823,
30226,821799.4166666666,17.9,,48808.0,12.373124258371082,
30227,821799.4166666666,19.1,,48809.0,12.373130380098898,
30228,821799.4166666666,19.8,,48810.0,12.373136499292416,
30229,821799.5,12.025,,48811.0,12.373142615952991,
30230,821799.5,10.35,,48812.0,12.373148730081402,
30231,821799.5,11.95,,48813.0,12.373154841678735,
30232,821799.5,10.7,,48814.0,12.373160950746076,
30233,821799.5,17.85,,48815.0,12.373167057284597,
30234,821799.5,19.175,,48816.0,12.373173161295254,
30235,821799.5,21.55,,48817.0,12.373179262779091,
30236,821799.5,19.95,,48818.0,12.373185361737187,
30237,821799.5,19.85,,48819.0,12.373191458170442,
30238,821799.5,14.275,,48820.0,12.373197552080287,
30239,821799.5,11.9,,48821.0,12.37320364346724,
30240,821799.5,9.65,,48822.0,12.37320973233274,
30241,821799.5,14.825,,48823.0,12.373215818677798,
30242,821799.5,12.175,,48824.0,12.373221902503278,
30243,821799.5,12.475,,48825.0,12.373227983810413,
30244,821799.5,15.6,,48826.0,12.373234062599902,
30245,821799.5,21.375,,48827.0,12.373240138873447,
30246,821799.5,19.5,,48828.0,12.373246212631322,
30247,821799.5,19.125,,48829.0,12.373252283875313,
30248,821799.5,18.4,,48830.0,12.373258352605756,
30249,821799.5,19.025,,48831.0,12.373264418824114,
30250,821799.5,18.575,,48832.0,12.373270482531469,
30251,821799.5,16.65,,48833.0,12.373276543728645,
30252,821799.5,15.25,,48834.0,12.373282602416822,
30253,821799.5,15.225,,48835.0,12.373288658596923,
30254,821799.5,16.0,,48836.0,12.37329471227014,
30255,821799.5,18.075,,48837.0,12.373300763437442,
30256,821799.5,20.1,,48838.0,12.373306812099786,
30257,821799.5,18.675,,48839.0,12.373312858258144,
30258,821799.5,17.625,,48840.0,12.373318901913816,
30259,821799.5833333334,11.65,,48841.0,12.373324943067573,
30260,821799.5833333334,8.35,,48842.0,12.373330981720807,
30261,821799.5833333334,10.35,,48843.0,12.373337017874405,
30262,821799.5833333334,13.075,,48844.0,12.37334305152907,
30263,821799.5833333334,18.175,,48845.0,12.373349082686287,
30264,821799.5833333334,20.825000000000003,,48846.0,12.373355111346788,
30265,821799.5833333334,24.4,,48847.0,12.37336113751169,
30266,821799.5833333334,23.9,,48848.0,12.373367161182076,
30267,821799.5833333334,21.950000000000003,,48849.0,12.373373182358867,
30268,821799.5833333334,16.200000000000003,,48850.0,12.373379201043331,
30269,821799.5833333334,14.15,,48851.0,12.373385217236445,
30270,821799.5833333334,12.175,,48852.0,12.373391230938894,
30271,821799.5833333334,25.9,,48853.0,12.373397242152047,
30272,821799.5833333334,23.8,,48854.0,12.373403250876915,
30273,821799.5833333334,21.825,,48855.0,12.373409257114286,
30274,821799.5833333334,20.475,,48856.0,12.373415260865556,
30275,821799.5833333334,23.95,,48857.0,12.373421262131382,
30276,821799.5833333334,22.2,,48858.0,12.373427260913099,
30277,821799.5833333334,21.8,,48859.0,12.37343325721173,
30278,821799.5833333334,23.65,,48860.0,12.373439251027905,
30279,821799.5833333334,26.9,,48861.0,12.373445242363037,
30280,821799.5833333334,23.05,,48862.0,12.373451231217995,
30281,821799.5833333334,20.275,,48863.0,12.373457217593696,
30282,821799.5833333334,20.95,,48864.0,12.373463201491399,
30283,821799.5833333334,23.125,,48865.0,12.37346918291201,
30284,821799.5833333334,21.9,,48866.0,12.373475161856554,
30285,821799.5833333334,23.25,,48867.0,12.373481138326076,
30286,821799.5833333334,25.375,,48868.0,12.373487112321756,
30287,821799.5833333334,23.575,,48869.0,12.373493083844048,
30288,821799.5833333334,24.225,,48870.0,12.373499052894529,
30289,821799.5833333334,24.925,,48871.0,12.37350501947402,
30290,821799.6666666666,16.875,,48872.0,12.373510983583568,
30291,821799.6666666666,10.825,,48873.0,12.373516945224171,
30292,821799.6666666666,15.05,,48874.0,12.373522904396891,
30293,821799.6666666666,10.5,,48875.0,12.373528861102717,
30294,821799.6666666666,16.1,,48876.0,12.373534815342467,
30295,821799.6666666666,20.55,,48877.0,12.373540767117419,
30296,821799.6666666666,24.6,,48878.0,12.373546716428596,
30297,821799.6666666666,24.875,,48879.0,12.373552663276845,
30298,821799.6666666666,20.85,,48880.0,12.373558607663183,
30299,821799.6666666666,16.85,,48881.0,12.373564549588423,
30300,821799.6666666666,10.375,,48882.0,12.373570489054188,
30301,821799.6666666666,11.45,,48883.0,12.373576426061021,
30302,821799.6666666666,25.1,,48884.0,12.373582360610062,
30303,821799.6666666666,24.625,,48885.0,12.373588292702314,
30304,821799.6666666666,21.55,,48886.0,12.373594222338571,
30305,821799.6666666666,20.525,,48887.0,12.373600149520081,
30306,821799.6666666666,24.450000000000003,,48888.0,12.373606074247919,
30307,821799.6666666666,22.725,,48889.0,12.373611996522827,
30308,821799.6666666666,19.825,,48890.0,12.373617916346202,
30309,821799.6666666666,22.275,,48891.0,12.37362383371846,
30310,821799.6666666666,20.2,,48892.0,12.373629748640994,
30311,821799.6666666666,20.075,,48893.0,12.373635661114983,
30312,821799.6666666666,19.225,,48894.0,12.373641571140983,
30313,821799.6666666666,21.675,,48895.0,12.37364747872032,
30314,821799.6666666666,20.975,,48896.0,12.37365338385398,
30315,821799.6666666666,21.7,,48897.0,12.37365928654272,
30316,821799.6666666666,18.45,,48898.0,12.373665186787623,
30317,821799.6666666666,22.075,,48899.0,12.373671084589837,
30318,821799.6666666666,20.425,,48900.0,12.373676979950163,
30319,821799.6666666666,19.475,,48901.0,12.373682872869855,
30320,821799.6666666666,17.65,,48902.0,12.373688763349556,
30321,821799.75,13.075,,48903.0,12.373694651390508,
30322,821799.75,11.025,,48904.0,12.373700536993754,
30323,821799.75,11.9,,48905.0,12.37370642016019,
30324,821799.75,13.25,,48906.0,12.37371230089064,
30325,821799.75,18.0,,48907.0,12.37371817918634,
30326,821799.75,19.75,,48908.0,12.373724055048372,
30327,821799.75,20.825,,48909.0,12.37372992847737,
30328,821799.75,21.975,,48910.0,12.373735799474408,
30329,821799.75,17.325,,48911.0,12.37374166804067,
30330,821799.75,16.125,,48912.0,12.37374753417708,
30331,821799.75,11.775,,48913.0,12.373753397884695,
30332,821799.75,9.85,,48914.0,12.37375925916429,
30333,821799.75,14.275,,48915.0,12.373765118017085,
30334,821799.75,14.125,,48916.0,12.373770974443854,
30335,821799.75,13.2,,48917.0,12.373776828445834,
30336,821799.75,10.8,,48918.0,12.373782680023522,
30337,821799.75,14.625,,48919.0,12.373788529178684,
30338,821799.75,17.75,,48920.0,12.373794375911537,
30339,821799.75,16.925,,48921.0,12.37380022022346,
30340,821799.75,14.75,,48922.0,12.373806062115259,
30341,821799.75,12.15,,48923.0,12.373811901588345,
30342,821799.75,11.225,,48924.0,12.373817738643243,
30343,821799.75,19.15,,48925.0,12.373823573280937,
30344,821799.75,17.0,,48926.0,12.37382940550286,
30345,821799.75,11.775,,48927.0,12.373835235309421,
30346,821799.75,16.65,,48928.0,12.373841062702004,
30347,821799.75,15.7,,48929.0,12.373846887681424,
30348,821799.75,13.35,,48930.0,12.37385271024893,
30349,821799.75,11.725,,48931.0,12.373858530404906,
30350,821799.75,13.2,,48932.0,12.373864348150919,
30351,821799.8333333334,7.425000000000001,,48933.0,12.373870163487704,
30352,821799.8333333334,8.4,,48934.0,12.37387597641616,
30353,821799.8333333334,10.025,,48935.0,12.373881786937337,
30354,821799.8333333334,8.95,,48936.0,12.373887595052455,
30355,821799.8333333334,14.675,,48937.0,12.373893400762315,
30356,821799.8333333334,15.95,,48938.0,12.373899204067765,
30357,821799.8333333334,17.125,,48939.0,12.373905004970037,
30358,821799.8333333334,17.725,,48940.0,12.373910803469878,
30359,821799.8333333334,18.0,,48941.0,12.37391659956821,
30360,821799.8333333334,10.7,,48942.0,12.373922393266264,
30361,821799.8333333334,6.775,,48943.0,12.373928184564903,
30362,821799.8333333334,8.674999999999999,,48944.0,12.373933973465117,
30363,821799.8333333334,15.025,,48945.0,12.37393975996811,
30364,821799.8333333334,15.025,,48946.0,12.373945544074227,
30365,821799.8333333334,15.85,,48947.0,12.373951325785033,
30366,821799.8333333334,15.974999999999998,,48948.0,12.373957105101516,
30367,821799.8333333334,16.6,,48949.0,12.373962882024275,
30368,821799.8333333334,18.15,,48950.0,12.373968656554396,
30369,821799.8333333334,17.375,,48951.0,12.373974428692993,
30370,821799.8333333334,18.85,,48952.0,12.373980198441043,
30371,821799.8333333334,17.05,,48953.0,12.37398596579926,
30372,821799.8333333334,14.525,,48954.0,12.373991730768854,
30373,821799.8333333334,13.925,,48955.0,12.373997493350895,
30374,821799.8333333334,12.4,,48956.0,12.374003253545975,
30375,821799.8333333334,9.15,,48957.0,12.3740090113554,
30376,821799.8333333334,7.8,,48958.0,12.374014766780277,
30377,821799.8333333334,6.375,,48959.0,12.374020519821054,
30378,821799.8333333334,5.35,,48960.0,12.374026270479149,
30379,821799.8333333334,9.425,,48961.0,12.3740320187552,
30380,821799.8333333334,13.425,,48962.0,12.37403776465037,
30381,821799.8333333334,10.5,,48963.0,12.3740435081656,
30382,821799.9166666666,9.65,,48964.0,12.374049249301962,
30383,821799.9166666666,7.625000000000001,,48965.0,12.37405498806045,
30384,821799.9166666666,9.325,,48966.0,12.3740607244417,
30385,821799.9166666666,9.375,,48967.0,12.374066458446942,
30386,821799.9166666666,15.1,,48968.0,12.374072190077186,
30387,821799.9166666666,14.0,,48969.0,12.374077919333272,
30388,821799.9166666666,16.950000000000003,,48970.0,12.374083646216116,
30389,821799.9166666666,14.125,,48971.0,12.374089370726923,
30390,821799.9166666666,16.65,,48972.0,12.374095092866602,
30391,821799.9166666666,8.675,,48973.0,12.374100812635863,
30392,821799.9166666666,4.725,,48974.0,12.374106530035993,
30393,821799.9166666666,7.8,,48975.0,12.374112245067773,
30394,821799.9166666666,9.55,,48976.0,12.374117957732341,
30395,821799.9166666666,13.675,,48977.0,12.3741236680303,
30396,821799.9166666666,14.325,,48978.0,12.374129375963067,
30397,821799.9166666666,11.525,,48979.0,12.37413508153135,
30398,821799.9166666666,8.8,,48980.0,12.374140784736214,
30399,821799.9166666666,7.050000000000001,,48981.0,12.374146485578683,
30400,821799.9166666666,6.949999999999999,,48982.0,12.37415218405936,
30401,821799.9166666666,7.0,,48983.0,12.374157880179629,
30402,821799.9166666666,3.2750000000000004,,48984.0,12.374163573940448,
30403,821799.9166666666,3.3,,48985.0,12.37416926534263,
30404,821799.9166666666,8.024999999999999,,48986.0,12.374174954386934,
30405,821799.9166666666,7.6,,48987.0,12.374180641074782,
30406,821799.9166666666,6.9750000000000005,,48988.0,12.374186325406939,
30407,821799.9166666666,6.074999999999999,,48989.0,12.374192007384185,
30408,821799.9166666666,5.95,,48990.0,12.374197687007754,
30409,821799.9166666666,6.425000000000001,,48991.0,12.374203364278632,
30410,821799.9166666666,6.949999999999999,,48992.0,12.374209039197542,
30411,821799.9166666666,13.1,,48993.0,12.374214711765728,
30412,821800.0,5.775,0.32,48994.0,12.374220381983879,-0.1862825772611328
30413,821800.0,5.775,0.32,48995.0,12.374226049853215,-0.18627528017444767
30414,821800.0,5.775,0.32,48996.0,12.374231715374384,-0.18626798178867612
30415,821800.0,6.55,0.32,48997.0,12.374237378548653,-0.18625565671933095
30416,821800.0,6.55,0.32,48998.0,12.374243039377065,-0.18624333118814934
30417,821800.0,6.55,0.32,48999.0,12.374248697860233,-0.18623100519533933
30418,821800.0,6.425000000000001,0.32,49000.0,12.374254353999474,-0.1862186787411052
30419,821800.0,6.425000000000001,0.32,49001.0,12.374260007795469,-0.18620635182565243
30420,821800.0,6.425000000000001,0.32,49002.0,12.37426565924948,-0.18619402444919195
30421,821800.0,8.350000000000001,0.32,49003.0,12.374271308362287,-0.18618169661193412
30422,821800.0,8.350000000000001,0.32,49004.0,12.374276955134611,-0.1861693683140874
30423,821800.0,8.350000000000001,0.32,49005.0,12.374282599567975,-0.1861620608950744
30424,821800.0,14.175,0.32,49006.0,12.374288241663198,-0.18615475217703842
30425,821800.0,14.175,0.32,49007.0,12.374293881420982,-0.1861424214869806
30426,821800.0,14.175,0.32,49008.0,12.374299518842426,-0.18613009033710848
30427,821800.0,12.4,0.32,49009.0,12.374305153928724,-0.18611775872765238
30428,821800.0,12.4,0.32,49010.0,12.374310786680475,-0.18610542665881982
30429,821800.0,12.4,0.32,49011.0,12.374316417098798,-0.18609309413083436
30430,821800.0,17.65,0.32,49012.0,12.374322045184808,-0.18608076114391903
30431,821800.0,17.65,0.32,49013.0,12.374327670939238,-0.18607344533444273
30432,821800.0,17.65,0.32,49014.0,12.374333294363206,-0.18606612822591437
30433,821800.0,16.375,0.32,49015.0,12.374338915457654,-0.18605880981808395
30434,821800.0,16.375,0.32,49016.0,12.374344534223555,-0.18605149011070482
30435,821800.0,16.375,0.32,49017.0,12.374350150661824,-0.1860441691035293
30436,821800.0,11.675,0.32,49018.0,12.374355764773393,-0.18603183083510552
30437,821800.0,11.675,0.32,49019.0,12.374361376559365,-0.18601949210913907
30438,821800.0,11.675,0.32,49020.0,12.37436698602072,-0.18600715292586728
30439,821800.0,10.8,0.32,49021.0,12.374372593158142,-0.18599481328553333
30440,821800.0,10.8,0.32,49022.0,12.374378197973021,-0.18598247318837555
30441,821800.0,10.8,0.32,49023.0,12.374383800465907,-0.18597013263464368
30442,821800.0,8.5,0.32,49024.0,12.374389400637856,-0.1859628045445331
30443,821800.0,8.5,0.32,49025.0,12.374394998490063,-0.18595547515469396
30444,821800.0,8.5,0.32,49026.0,12.374400594023422,-0.18594313221845823
30445,821800.0,9.8,0.32,49027.0,12.374406187238726,-0.18593078882654168
30446,821800.0,9.8,0.32,49028.0,12.374411778137096,-0.18591844497919804
30447,821800.0,9.8,0.32,49029.0,12.37441736671922,-0.1859061006766901
30448,821800.0,10.175,0.32,49030.0,12.374422952986427,-0.18589375591926913
30449,821800.0,10.175,0.32,49031.0,12.37442853693964,-0.18588141070718997
30450,821800.0,10.175,0.32,49032.0,12.374434118579524,-0.18586906504072756
30451,821800.0,8.65,0.32,49033.0,12.374439697907254,-0.18586172761457462
30452,821800.0,8.65,0.32,49034.0,12.374445274923819,-0.1858493805324639
30453,821800.0,8.65,0.32,49035.0,12.37445084963016,-0.18583703299669563
30454,821800.0,8.4,0.32,49036.0,12.374456422027285,-0.1858246850075474
30455,821800.0,8.4,0.32,49037.0,12.374461992115897,-0.1858123365652794
30456,821800.0,8.4,0.32,49038.0,12.374467559897184,-0.18579998767017236
30457,821800.0,10.875,0.32,49039.0,12.374473125371958,-0.1857876383224904
30458,821800.0,10.875,0.32,49040.0,12.374478688541544,-0.1857802938315303
30459,821800.0,10.875,0.32,49041.0,12.374484249406386,-0.18577294804146063
30460,821800.0,13.55,0.32,49042.0,12.374489807967947,-0.18576059632132266
