year reset dt,year reset,year,temp c,anom c,modern anom c,modern temp c,temp c resample 1000Y
784548,784548,-35340,,-6.84,,,
784556,784556,-35332,-63.44999999999999,,,,
784594,784594,-35294,,-7.79,,,
784604,784604,-35284,-62.74999999999997,,,,
784640,784640,-35248,,-6.62,,,
784652,784652,-35236,-62.84999999999997,,,,
784689,784689,-35199,,-7.89,,,
784700,784700,-35188,-63.24999999999997,,,,
784738,784738,-35150,,-7.88,,,
784748,784748,-35140,-62.54999999999998,,,,
784787,784787,-35101,,-7.91,,,
784796,784796,-35092,-62.84999999999997,,,,
784831,784831,-35057,,-6.63,,,
784844,784844,-35044,-63.04999999999998,,,,
784877,784877,-35011,,-7.0,,,
784893,784893,-34995,-62.84999999999997,,,,
784927,784927,-34961,,-8.17,,,
784941,784941,-34947,-62.64999999999998,,,,
784979,784979,-34909,,-8.54,,,
784991,784991,-34897,-62.64999999999998,,,,
785031,785031,-34857,,-8.84,,,
785041,785041,-34847,-63.14999999999998,,,,
785083,785083,-34805,,-8.66,,,
785091,785091,-34797,-63.34999999999997,,,,
785133,785133,-34755,,-7.95,,,
785142,785142,-34746,-63.44999999999999,,,,
785183,785183,-34705,,-8.08,,,
785194,785194,-34694,-63.84999999999997,,,,
785234,785234,-34654,,-8.44,,,
785246,785246,-34642,-62.84999999999997,,,,
785283,785283,-34605,,-7.77,,,
785295,785295,-34593,-62.84999999999997,,,,
785332,785332,-34556,,-8.05,,,
785344,785344,-34544,-62.84999999999997,,,,
785382,785382,-34506,,-8.2,,,
785393,785393,-34495,-62.74999999999997,,,,
785432,785432,-34456,,-8.09,,,
785445,785445,-34443,-64.04999999999998,,,,
785481,785481,-34407,,-7.84,,,
785497,785497,-34391,-62.94999999999999,,,,
785530,785530,-34358,,-7.84,,,
785549,785549,-34339,-63.44999999999999,,,,
785580,785580,-34308,,-8.32,,,
785597,785597,-34291,-62.64999999999998,,,,
785632,785632,-34256,,-8.54,,,
785645,785645,-34243,-62.44999999999999,,,,
785684,785684,-34204,,-8.69,,,
785693,785693,-34195,-62.64999999999998,,,,
785737,785737,-34151,,-9.07,,,
785742,785742,-34146,-63.44999999999999,,,,
785787,785787,-34101,,-8.05,,,
785791,785791,-34097,-63.34999999999997,,,,
785837,785837,-34051,,-8.08,,,
785840,785840,-34048,-61.64999999999998,,,,
785886,785886,-34002,,-8.02,,,
785889,785889,-33999,-62.84999999999997,,,,
785935,785935,-33953,,-7.97,,,
785938,785938,-33950,-63.04999999999998,,,,
785987,785987,-33901,-62.94999999999999,,,,
785990,785990,-33898,,-9.24,,,
786034,786034,-33854,-62.34999999999997,,,,
786040,786040,-33848,,-8.18,,,
786081,786081,-33807,-61.84999999999997,,,,
786092,786092,-33796,,-8.68,,,
786128,786128,-33760,-62.54999999999998,,,,
786140,786140,-33748,,-7.89,,,
786176,786176,-33712,-63.24999999999997,,,,
786188,786188,-33700,,-7.61,,,
786224,786224,-33664,-62.44999999999999,,,,
786236,786236,-33652,,-7.81,,,
786272,786272,-33616,-61.84999999999997,,,,
786287,786287,-33601,,-8.67,,,
786321,786321,-33567,-62.44999999999999,,,,
786337,786337,-33551,,-8.52,,,
786371,786371,-33517,-62.84999999999997,,,,
786384,786384,-33504,,-6.81,,,
786420,786420,-33468,-63.14999999999998,,,,
786432,786432,-33456,,-8.06,,,
786469,786469,-33419,-62.14999999999998,,,,
786482,786482,-33406,,-8.24,,,
786518,786518,-33370,-62.14999999999998,,,,
786531,786531,-33357,,-8.18,,,
786567,786567,-33321,-63.24999999999997,,,,
786578,786578,-33310,,-7.52,,,
786617,786617,-33271,-62.44999999999999,,,,
786624,786624,-33264,,-7.09,,,
786667,786667,-33221,-62.54999999999998,,,,
786671,786671,-33217,,-7.72,,,
786717,786717,-33171,-63.14999999999998,,,,
786721,786721,-33167,,-8.41,,,
786768,786768,-33120,-62.14999999999998,,,,
786769,786769,-33119,,-7.69,,,
786814,786814,-33074,,-7.03,,,
786819,786819,-33069,-63.34999999999997,,,,
786861,786861,-33027,,-7.69,,,
786869,786869,-33019,-62.84999999999997,,,,
786910,786910,-32978,,-8.04,,,
786924,786924,-32964,-62.94999999999999,,,,
786959,786959,-32929,,-8.37,,,
786979,786979,-32909,-63.84999999999997,,,,
787006,787006,-32882,,-7.4,,,
787035,787035,-32853,-64.34999999999997,,,,
787053,787053,-32835,,-7.35,,,
787089,787089,-32799,-63.74999999999997,,,,
787102,787102,-32786,,-8.48,,,
787143,787143,-32745,-63.94999999999999,,,,
787150,787150,-32738,,-7.68,,,
787198,787198,-32690,-63.34999999999997,-7.75,,,
787247,787247,-32641,,-8.34,,,
787255,787255,-32633,-63.94999999999999,,,,
787293,787293,-32595,,-7.39,,,
787311,787311,-32577,-64.34999999999997,,,,
787344,787344,-32544,,-8.55,,,
787368,787368,-32520,-64.34999999999997,,,,
787393,787393,-32495,,-8.03,,,
787425,787425,-32463,-64.34999999999997,,,,
787443,787443,-32445,,-8.19,,,
787482,787482,-32406,-64.34999999999997,,,,
787496,787496,-32392,,-9.08,,,
787539,787539,-32349,-64.34999999999997,,,,
787551,787551,-32337,,-9.58,,,
787591,787591,-32297,-63.54999999999998,,,,
787604,787604,-32284,,-8.97,,,
787644,787644,-32244,-62.84999999999997,,,,
787657,787657,-32231,,-9.12,,,
787697,787697,-32191,-64.04999999999998,,,,
787708,787708,-32180,,-8.53,,,
787747,787747,-32141,-62.54999999999998,,,,
787761,787761,-32127,,-9.16,,,
787796,787796,-32092,-62.84999999999997,,,,
787817,787817,-32071,,-9.52,,,
787846,787846,-32042,-62.94999999999999,,,,
787872,787872,-32016,,-9.52,,,
787896,787896,-31992,-63.24999999999997,,,,
787927,787927,-31961,,-9.53,,,
787947,787947,-31941,-62.84999999999997,,,,
787982,787982,-31906,,-9.53,,,
787997,787997,-31891,-63.04999999999998,,,,
788037,788037,-31851,,-9.53,,,
788044,788044,-31844,-62.24999999999997,,,,
788088,788088,-31800,,-8.77,,,
788092,788092,-31796,-62.54999999999998,,,,
788139,788139,-31749,,-8.1,,,
788140,788140,-31748,-62.84999999999997,,,,
788188,788188,-31700,-62.34999999999997,,,,
788190,788190,-31698,,-9.32,,,
788236,788236,-31652,-62.74999999999997,,,,
788239,788239,-31649,,-7.72,,,
788284,788284,-31604,-62.84999999999997,,,,
788287,788287,-31601,,-8.12,,,
788336,788336,-31552,-62.94999999999999,-8.14,,,
788385,788385,-31503,,-8.47,,,
788388,788388,-31500,-63.54999999999998,,,,
788434,788434,-31454,,-8.06,,,
788440,788440,-31448,-64.04999999999998,,,,
788483,788483,-31405,,-8.3,,,
788495,788495,-31393,-63.34999999999997,,,,
788529,788529,-31359,,-7.48,,,
788549,788549,-31339,-64.04999999999998,,,,
788576,788576,-31312,,-7.76,,,
788604,788604,-31284,-64.64999999999998,,,,
788623,788623,-31265,,-8.06,,,
788661,788661,-31227,-64.04999999999998,,,,
788670,788670,-31218,,-7.53,,,
788717,788717,-31171,-64.24999999999997,-7.93,,,
788765,788765,-31123,,-8.03,,,
788774,788774,-31114,-64.54999999999998,,,,
788814,788814,-31074,,-8.18,,,
788825,788825,-31063,-63.94999999999999,,,,
788865,788865,-31023,,-8.74,,,
788876,788876,-31012,-62.84999999999997,,,,
788917,788917,-30971,,-9.25,,,
788927,788927,-30961,-62.74999999999997,,,,
788969,788969,-30919,,-8.59,,,
788977,788977,-30911,-63.74999999999997,,,,
789022,789022,-30866,,-9.24,,,
789026,789026,-30862,-62.54999999999998,,,,
789076,789076,-30812,-63.14999999999998,,,,
789077,789077,-30811,,-9.88,,,
789126,789126,-30762,-62.94999999999999,,,,
789131,789131,-30757,,-9.31,,,
789177,789177,-30711,-63.54999999999998,,,,
789186,789186,-30702,,-9.46,,,
789227,789227,-30661,-63.04999999999998,,,,
789240,789240,-30648,,-9.77,,,
789275,789275,-30613,-63.44999999999999,,,,
789293,789293,-30595,,-9.16,,,
789324,789324,-30564,-63.14999999999998,,,,
789342,789342,-30546,,-8.09,,,
789372,789372,-30516,-61.64999999999998,,,,
789390,789390,-30498,,-7.95,,,
789419,789419,-30469,-62.84999999999997,,,,
789439,789439,-30449,,-9.02,,,
789467,789467,-30421,-61.84999999999997,,,,
789488,789488,-30400,,-7.78,,,
789515,789515,-30373,-63.24999999999997,,,,
789536,789536,-30352,,-8.38,,,
789564,789564,-30324,-63.64999999999998,,,,
789585,789585,-30303,,-8.2,,,
789613,789613,-30275,-63.04999999999998,,,,
789635,789635,-30253,,-8.81,,,
789662,789662,-30226,-62.24999999999997,,,,
789684,789684,-30204,,-8.31,,,
789716,789716,-30172,-63.94999999999999,,,,
789734,789734,-30154,,-8.64,,,
789770,789770,-30118,-65.14999999999998,,,,
789783,789783,-30105,,-8.4,,,
789824,789824,-30064,-63.64999999999998,,,,
789826,789826,-30062,,-6.9,,,
789873,789873,-30015,,-8.12,,,
789875,789875,-30013,-64.64999999999998,,,,
789919,789919,-29969,,-7.07,,,
789927,789927,-29961,-63.64999999999998,,,,
789967,789967,-29921,,-8.5,,,
789979,789979,-29909,-63.84999999999997,,,,
790017,790017,-29871,,-8.88,,,
790032,790032,-29856,-63.64999999999998,,,,
790065,790065,-29823,,-8.3,,,
790084,790084,-29804,-64.14999999999998,,,,
790113,790113,-29775,,-7.5,,,
790137,790137,-29751,-64.74999999999997,,,,
790165,790165,-29723,,-9.19,,,
790191,790191,-29697,-64.24999999999997,,,,
790220,790220,-29668,,-10.36,,,
790244,790244,-29644,-64.04999999999998,,,,
790274,790274,-29614,,-8.92,,,
790298,790298,-29590,-64.64999999999998,,,,
790327,790327,-29561,,-9.87,,,
790348,790348,-29540,-64.24999999999997,,,,
790379,790379,-29509,,-8.9,,,
790399,790399,-29489,-63.24999999999997,,,,
790430,790430,-29458,,-9.07,,,
790450,790450,-29438,-63.54999999999998,,,,
790482,790482,-29406,,-8.91,,,
790498,790498,-29390,-63.44999999999999,,,,
790535,790535,-29353,,-9.42,,,
790546,790546,-29342,-62.34999999999997,,,,
790591,790591,-29297,,-10.04,,,
790595,790595,-29293,-63.64999999999998,,,,
790644,790644,-29244,,-9.47,,,
790645,790645,-29243,-63.64999999999998,,,,
790695,790695,-29193,-63.64999999999998,,,,
790697,790697,-29191,,-9.29,,,
790746,790746,-29142,-63.64999999999998,,,,
790753,790753,-29135,,-9.93,,,
790797,790797,-29091,-63.64999999999998,,,,
790806,790806,-29082,,-9.51,,,
790848,790848,-29040,-64.04999999999998,,,,
790855,790855,-29033,,-8.52,,,
790899,790899,-28989,-63.94999999999999,,,,
790905,790905,-28983,,-8.77,,,
790949,790949,-28939,-63.94999999999999,,,,
790954,790954,-28934,,-8.69,,,
791000,791000,-28888,-63.74999999999997,,,,
791001,791001,-28887,,-7.57,,,
791050,791050,-28838,-63.34999999999997,-8.87,,,
791100,791100,-28788,-64.64999999999998,-8.87,,,
791150,791150,-28738,-63.04999999999998,,,,
791151,791151,-28737,,-8.87,,,
791200,791200,-28688,-63.94999999999999,,,,
791201,791201,-28687,,-8.88,,,
791251,791251,-28637,-63.94999999999999,,,,
791252,791252,-28636,,-8.88,,,
791302,791302,-28586,-64.74999999999997,,,,
791304,791304,-28584,,-9.29,,,
791354,791354,-28534,-63.14999999999998,,,,
791355,791355,-28533,,-9.19,,,
791405,791405,-28483,-64.54999999999998,,,,
791407,791407,-28481,,-9.19,,,
791457,791457,-28431,-64.14999999999998,,,,
791458,791458,-28430,,-9.06,,,
791508,791508,-28380,,-8.61,,,
791509,791509,-28379,-64.14999999999998,,,,
791558,791558,-28330,-64.54999999999998,,,,
791561,791561,-28327,,-9.94,,,
791607,791607,-28281,-63.64999999999998,,,,
791611,791611,-28277,,-8.31,,,
791657,791657,-28231,-63.04999999999998,,,,
791661,791661,-28227,,-9.19,,,
791702,791702,-28186,-62.54999999999998,,,,
791714,791714,-28174,,-9.25,,,
791747,791747,-28141,-63.04999999999998,,,,
791767,791767,-28121,,-10.03,,,
791793,791793,-28095,-63.14999999999998,,,,
791818,791818,-28070,,-8.4,,,
791840,791840,-28048,-63.04999999999998,,,,
791871,791871,-28017,,-9.85,,,
791886,791886,-28002,-63.14999999999998,,,,
791923,791923,-27965,,-9.38,,,
791933,791933,-27955,-63.64999999999998,,,,
791976,791976,-27912,,-9.44,,,
791979,791979,-27909,-64.14999999999998,,,,
792025,792025,-27863,-62.64999999999998,,,,
792030,792030,-27858,,-9.82,,,
792071,792071,-27817,-62.24999999999997,,,,
792080,792080,-27808,,-8.9,,,
792116,792116,-27772,-63.34999999999997,,,,
792127,792127,-27761,,-8.36,,,
792160,792160,-27728,-62.14999999999998,,,,
792173,792173,-27715,,-7.82,,,
792205,792205,-27683,-62.94999999999999,,,,
792220,792220,-27668,,-8.33,,,
792251,792251,-27637,-62.84999999999997,,,,
792268,792268,-27620,,-8.42,,,
792297,792297,-27591,-62.94999999999999,,,,
792315,792315,-27573,,-8.35,,,
792343,792343,-27545,-63.44999999999999,,,,
792364,792364,-27524,,-8.42,,,
792391,792391,-27497,-63.04999999999998,,,,
792413,792413,-27475,,-8.88,,,
792438,792438,-27450,-63.54999999999998,,,,
792463,792463,-27425,,-9.42,,,
792486,792486,-27402,-63.04999999999998,,,,
792510,792510,-27378,,-7.93,,,
792535,792535,-27353,-63.94999999999999,,,,
792555,792555,-27333,,-7.55,,,
792585,792585,-27303,-63.64999999999998,,,,
792602,792602,-27286,,-8.6,,,
792634,792634,-27254,-63.84999999999997,,,,
792646,792646,-27242,,-7.39,,,
792684,792684,-27204,-64.14999999999998,,,,
792693,792693,-27195,,-8.23,,,
792733,792733,-27155,-63.54999999999998,,,,
792739,792739,-27149,,-8.1,,,
792782,792782,-27106,-63.34999999999997,,,,
792786,792786,-27102,,-8.26,,,
792829,792829,-27059,-63.34999999999997,,,,
792834,792834,-27054,,-8.72,,,
792876,792876,-27012,-63.44999999999999,,,,
792882,792882,-27006,,-8.28,,,
792923,792923,-26965,-62.54999999999998,,,,
792930,792930,-26958,,-8.88,,,
792971,792971,-26917,-62.94999999999999,,,,
792979,792979,-26909,,-8.35,,,
793019,793019,-26869,-63.64999999999998,,,,
793029,793029,-26859,,-9.27,,,
793067,793067,-26821,-63.44999999999999,,,,
793079,793079,-26809,,-8.91,,,
793120,793120,-26768,-64.14999999999998,,,,
793129,793129,-26759,,-9.14,,,
793172,793172,-26716,-64.64999999999998,,,,
793180,793180,-26708,,-9.46,,,
793225,793225,-26663,-64.14999999999998,,,,
793230,793230,-26658,,-8.87,,,
793278,793278,-26610,,-8.59,,,
793279,793279,-26609,-63.84999999999997,,,,
793326,793326,-26562,,-8.61,,,
793332,793332,-26556,-64.94999999999999,,,,
793373,793373,-26515,,-8.69,,,
793386,793386,-26502,-64.54999999999998,,,,
793419,793419,-26469,,-7.84,,,
793436,793436,-26452,-63.54999999999998,,,,
793465,793465,-26423,,-8.2,,,
793486,793486,-26402,-63.04999999999998,,,,
793514,793514,-26374,,-8.89,,,
793536,793536,-26352,-64.14999999999998,,,,
793563,793563,-26325,,-8.71,,,
793584,793584,-26304,-63.64999999999998,,,,
793614,793614,-26274,,-9.42,,,
793633,793633,-26255,-63.34999999999997,,,,
793668,793668,-26220,,-9.93,,,
793681,793681,-26207,-62.44999999999999,,,,
793719,793719,-26169,,-9.42,,,
793733,793733,-26155,-62.54999999999998,,,,
793770,793770,-26118,,-9.15,,,
793785,793785,-26103,-63.84999999999997,,,,
793824,793824,-26064,,-10.22,,,
793837,793837,-26051,-65.24999999999997,,,,
793877,793877,-26011,,-9.87,,,
793889,793889,-25999,-63.34999999999997,,,,
793926,793926,-25962,,-8.81,,,
793940,793940,-25948,-63.74999999999997,,,,
793974,793974,-25914,,-8.38,,,
793992,793992,-25896,-63.94999999999999,,,,
794024,794024,-25864,,-9.4,,,
794041,794041,-25847,-61.64999999999998,,,,
794073,794073,-25815,,-8.94,,,
794089,794089,-25799,-63.54999999999998,,,,
794121,794121,-25767,,-8.61,,,
794138,794138,-25750,-62.94999999999999,,,,
794165,794165,-25723,,-7.71,,,
794192,794192,-25696,-63.44999999999999,,,,
794210,794210,-25678,,-7.86,,,
794245,794245,-25643,-63.94999999999999,,,,
794260,794260,-25628,,-9.14,,,
794299,794299,-25589,-64.64999999999998,,,,
794315,794315,-25573,,-10.51,,,
794355,794355,-25533,-64.34999999999997,,,,
794363,794363,-25525,,-8.69,,,
794411,794411,-25477,-64.44999999999999,,,,
794413,794413,-25475,,-9.03,,,
794461,794461,-25427,,-9.25,,,
794467,794467,-25421,-64.24999999999997,,,,
794505,794505,-25383,,-6.91,,,
794523,794523,-25365,-64.84999999999997,,,,
794551,794551,-25337,,-8.84,,,
794579,794579,-25309,-64.44999999999999,,,,
794598,794598,-25290,,-8.28,,,
794635,794635,-25253,-64.14999999999998,,,,
794646,794646,-25242,,-8.79,,,
794691,794691,-25197,-63.74999999999997,,,,
794696,794696,-25192,,-9.22,,,
794747,794747,-25141,-64.84999999999997,,,,
794748,794748,-25140,,-9.93,,,
794801,794801,-25087,,-9.7,,,
794803,794803,-25085,-64.84999999999997,,,,
794853,794853,-25035,,-9.75,,,
794859,794859,-25029,-64.64999999999998,,,,
794905,794905,-24983,,-9.59,,,
794914,794914,-24974,-64.24999999999997,,,,
794958,794958,-24930,,-10.13,,,
794970,794970,-24918,-64.04999999999998,,,,
795010,795010,-24878,,-9.72,,,
795025,795025,-24863,-64.64999999999998,,,,
795061,795061,-24827,,-9.48,,,
795081,795081,-24807,-63.74999999999997,,,,
795111,795111,-24777,,-9.05,,,
795136,795136,-24752,-64.64999999999998,,,,
795164,795164,-24724,,-10.11,,,
795193,795193,-24695,-65.04999999999998,,,,
795218,795218,-24670,,-10.19,,,
795249,795249,-24639,-63.84999999999997,,,,
795271,795271,-24617,,-9.96,,,
795306,795306,-24582,-64.64999999999998,,,,
795322,795322,-24566,,-9.59,,,
795361,795361,-24527,-64.54999999999998,,,,
795373,795373,-24515,,-9.34,,,
795416,795416,-24472,-63.64999999999998,,,,
795425,795425,-24463,,-9.94,,,
795472,795472,-24416,-64.84999999999997,,,,
795474,795474,-24414,,-9.02,,,
795526,795526,-24362,-64.24999999999997,,,,
795527,795527,-24361,,-9.96,,,
795581,795581,-24307,-63.64999999999998,-10.4,,,
795631,795631,-24257,,-9.17,,,
795636,795636,-24252,-65.14999999999998,,,,
795684,795684,-24204,,-9.96,,,
795692,795692,-24196,-64.24999999999997,,,,
795735,795735,-24153,,-9.85,,,
795748,795748,-24140,-64.74999999999997,,,,
795785,795785,-24103,,-8.98,,,
795804,795804,-24084,-64.84999999999997,,,,
795838,795838,-24050,,-10.2,,,
795860,795860,-24028,-63.94999999999999,,,,
795888,795888,-24000,,-9.61,,,
795915,795915,-23973,-64.24999999999997,,,,
795938,795938,-23950,,-8.93,,,
795971,795971,-23917,-64.34999999999997,,,,
795991,795991,-23897,,-10.47,,,
796028,796028,-23860,-64.54999999999998,,,,
796043,796043,-23845,,-9.53,,,
796085,796085,-23803,-64.54999999999998,,,,
796095,796095,-23793,,-10.02,,,
796142,796142,-23746,-64.24999999999997,,,,
796148,796148,-23740,,-10.19,,,
796198,796198,-23690,,-9.3,,,
796201,796201,-23687,-64.94999999999999,,,,
796249,796249,-23639,,-9.54,,,
796260,796260,-23628,-65.14999999999998,,,,
796300,796300,-23588,,-9.67,,,
796319,796319,-23569,-64.84999999999997,,,,
796351,796351,-23537,,-9.84,,,
796374,796374,-23514,-64.04999999999998,,,,
796403,796403,-23485,,-9.87,,,
796429,796429,-23459,-64.04999999999998,,,,
796454,796454,-23434,,-9.54,,,
796484,796484,-23404,-64.44999999999999,,,,
796508,796508,-23380,,-10.32,,,
796540,796540,-23348,-64.64999999999998,,,,
796562,796562,-23326,,-10.48,,,
796596,796596,-23292,-64.54999999999998,,,,
796615,796615,-23273,,-10.21,,,
796651,796651,-23237,-64.04999999999998,,,,
796665,796665,-23223,,-9.35,,,
796707,796707,-23181,-64.54999999999998,,,,
796715,796715,-23173,,-9.35,,,
796762,796762,-23126,-64.24999999999997,,,,
796766,796766,-23122,,-9.83,,,
796817,796817,-23071,-64.54999999999998,,,,
796818,796818,-23070,,-9.95,,,
796869,796869,-23019,,-9.83,,,
796874,796874,-23014,-64.64999999999998,,,,
796919,796919,-22969,,-9.39,,,
796930,796930,-22958,-64.74999999999997,,,,
796970,796970,-22918,,-9.84,,,
796987,796987,-22901,-64.84999999999997,,,,
797020,797020,-22868,,-9.54,,,
797037,797037,-22851,-64.54999999999998,,,,
797072,797072,-22816,,-9.89,,,
797088,797088,-22800,-63.64999999999998,,,,
797124,797124,-22764,,-9.96,,,
797138,797138,-22750,-62.64999999999998,,,,
797176,797176,-22712,,-10.06,,,
797192,797192,-22696,-64.74999999999997,,,,
797229,797229,-22659,,-10.21,,,
797246,797246,-22642,-64.74999999999997,,,,
797280,797280,-22608,,-9.9,,,
797300,797300,-22588,-63.94999999999999,,,,
797327,797327,-22561,,-8.99,,,
797351,797351,-22537,-64.44999999999999,,,,
797371,797371,-22517,,-7.98,,,
797401,797401,-22487,-63.64999999999998,,,,
797423,797423,-22465,,-10.1,,,
797452,797452,-22436,-63.74999999999997,,,,
797475,797475,-22413,,-10.07,,,
797505,797505,-22383,-64.04999999999998,,,,
797524,797524,-22364,,-9.33,,,
797558,797558,-22330,-64.34999999999997,,,,
797575,797575,-22313,,-9.76,,,
797611,797611,-22277,-65.24999999999997,,,,
797622,797622,-22266,,-9.0,,,
797663,797663,-22225,-64.14999999999998,,,,
797670,797670,-22218,,-9.05,,,
797715,797715,-22173,-64.24999999999997,,,,
797719,797719,-22169,,-9.4,,,
797767,797767,-22121,-64.54999999999998,,,,
797769,797769,-22119,,-9.68,,,
797818,797818,-22070,-65.04999999999998,,,,
797823,797823,-22065,,-10.58,,,
797868,797868,-22020,-64.04999999999998,,,,
797873,797873,-22015,,-9.52,,,
797919,797919,-21969,-63.94999999999999,,,,
797922,797922,-21966,,-9.62,,,
797966,797966,-21922,-63.54999999999998,,,,
797974,797974,-21914,,-9.95,,,
798012,798012,-21876,-63.24999999999997,,,,
798026,798026,-21862,,-10.39,,,
798059,798059,-21829,-63.64999999999998,,,,
798075,798075,-21813,,-9.36,,,
798105,798105,-21783,-63.54999999999998,,,,
798123,798123,-21765,,-9.29,,,
798152,798152,-21736,-63.34999999999997,,,,
798170,798170,-21718,,-8.95,,,
798198,798198,-21690,-63.94999999999999,,,,
798216,798216,-21672,,-8.64,,,
798247,798247,-21641,-63.64999999999998,,,,
798263,798263,-21625,,-9.05,,,
798295,798295,-21593,-64.04999999999998,,,,
798309,798309,-21579,,-8.88,,,
798344,798344,-21544,-64.94999999999999,,,,
798355,798355,-21533,,-8.69,,,
798389,798389,-21499,-63.44999999999999,,,,
798403,798403,-21485,,-9.28,,,
798435,798435,-21453,-63.84999999999997,,,,
798450,798450,-21438,,-8.95,,,
798481,798481,-21407,-63.64999999999998,,,,
798498,798498,-21390,,-9.36,,,
798525,798525,-21363,-62.84999999999997,,,,
798549,798549,-21339,,-10.25,,,
798568,798568,-21320,-63.44999999999999,,,,
798596,798596,-21292,,-8.79,,,
798612,798612,-21276,-63.04999999999998,,,,
798643,798643,-21245,,-9.19,,,
798659,798659,-21229,-63.74999999999997,,,,
798689,798689,-21199,,-8.99,,,
798705,798705,-21183,-64.14999999999998,,,,
798734,798734,-21154,,-8.23,,,
798752,798752,-21136,-64.34999999999997,,,,
798779,798779,-21109,,-8.84,,,
798799,798799,-21089,-64.04999999999998,,,,
798824,798824,-21064,,-8.43,,,
798845,798845,-21043,-64.24999999999997,,,,
798871,798871,-21017,,-9.11,,,
798892,798892,-20996,-64.04999999999998,,,,
798920,798920,-20968,,-9.55,,,
798938,798938,-20950,-64.64999999999998,,,,
798969,798969,-20919,,-9.73,,,
798985,798985,-20903,-63.64999999999998,,,,
799017,799017,-20871,,-9.39,,,
799031,799031,-20857,-64.54999999999998,,,,
799066,799066,-20822,,-9.62,,,
799076,799076,-20812,-63.84999999999997,,,,
799115,799115,-20773,,-9.36,,,
799120,799120,-20768,-63.34999999999997,,,,
799164,799164,-20724,-64.04999999999998,-9.98,,,
799209,799209,-20679,-63.74999999999997,,,,
799212,799212,-20676,,-9.0,,,
799253,799253,-20635,-63.04999999999998,,,,
799261,799261,-20627,,-9.92,,,
799297,799297,-20591,-64.54999999999998,,,,
799309,799309,-20579,,-9.22,,,
799343,799343,-20545,-64.64999999999998,,,,
799355,799355,-20533,,-8.74,,,
799389,799389,-20499,-63.44999999999999,,,,
799402,799402,-20486,,-9.41,,,
799435,799435,-20453,-64.34999999999997,,,,
799449,799449,-20439,,-9.14,,,
799482,799482,-20406,-64.64999999999998,,,,
799493,799493,-20395,,-8.36,,,
799529,799529,-20359,-64.44999999999999,,,,
799543,799543,-20345,,-9.91,,,
799576,799576,-20312,-64.04999999999998,,,,
799594,799594,-20294,,-10.04,,,
799621,799621,-20267,-64.24999999999997,,,,
799639,799639,-20249,,-8.81,,,
799666,799666,-20222,-63.74999999999997,,,,
799688,799688,-20200,,-9.67,,,
799711,799711,-20177,-64.04999999999998,,,,
799739,799739,-20149,,-9.98,,,
799753,799753,-20135,-63.14999999999998,,,,
799788,799788,-20100,,-9.82,,,
799796,799796,-20092,-63.34999999999997,,,,
799836,799836,-20052,,-9.45,,,
799838,799838,-20050,-63.64999999999998,,,,
799884,799884,-20004,-64.24999999999997,,,,
799885,799885,-20003,,-9.6,,,
799929,799929,-19959,-64.74999999999997,,,,
799931,799931,-19957,,-9.14,,,
799974,799974,-19914,-64.24999999999997,,,,
799979,799979,-19909,,-9.42,,,
800018,800018,-19870,-63.54999999999998,,,,
800023,800023,-19865,,-8.47,,,
800062,800062,-19826,-64.34999999999997,,,,
800068,800068,-19820,,-8.72,,,
800105,800105,-19783,-64.74999999999997,,,,
800114,800114,-19774,,-8.96,,,
800146,800146,-19742,-62.54999999999998,,,,
800162,800162,-19726,,-9.57,,,
800187,800187,-19701,-63.24999999999997,,,,
800212,800212,-19676,,-10.12,,,
800228,800228,-19660,-63.84999999999997,,,,
800260,800260,-19628,,-9.64,,,
800271,800271,-19617,-64.64999999999998,,,,
800307,800307,-19581,,-8.9,,,
800315,800315,-19573,-64.64999999999998,,,,
800356,800356,-19532,,-9.71,,,
800358,800358,-19530,-63.64999999999998,,,,
800400,800400,-19488,-63.34999999999997,,,,
800403,800403,-19485,,-10.1,,,
800442,800442,-19446,-64.14999999999998,,,,
800448,800448,-19440,,-7.92,,,
800483,800483,-19405,-63.84999999999997,,,,
800492,800492,-19396,,-8.59,,,
800526,800526,-19362,-64.74999999999997,,,,
800538,800538,-19350,,-9.2,,,
800569,800569,-19319,-64.04999999999998,,,,
800588,800588,-19300,,-10.04,,,
800612,800612,-19276,-64.14999999999998,,,,
800637,800637,-19251,,-10.02,,,
800653,800653,-19235,-64.04999999999998,,,,
800683,800683,-19205,,-9.06,,,
800694,800694,-19194,-63.94999999999999,,,,
800729,800729,-19159,,-8.74,,,
800735,800735,-19153,-63.64999999999998,,,,
800776,800776,-19112,,-9.52,,,
800777,800777,-19111,-64.24999999999997,,,,
800820,800820,-19068,-64.24999999999997,,,,
800823,800823,-19065,,-9.25,,,
800862,800862,-19026,-64.14999999999998,,,,
800873,800873,-19015,,-10.14,,,
800902,800902,-18986,-63.94999999999999,,,,
800920,800920,-18968,,-9.39,,,
800943,800943,-18945,-63.44999999999999,,,,
800968,800968,-18920,,-9.47,,,
800983,800983,-18905,-63.54999999999998,,,,
801015,801015,-18873,,-9.41,,,
801026,801026,-18862,-64.84999999999997,,,,
801062,801062,-18826,,-9.36,,,
801070,801070,-18818,-64.34999999999997,,,,
801107,801107,-18781,,-9.03,,,
801113,801113,-18775,-64.34999999999997,,,,
801155,801155,-18733,-64.14999999999998,-9.64,,,
