year reset dt,year reset,year,temp c,anom c,modern anom c,modern temp c,temp c resample 1000Y
706888,706888,-113000,-58.54999999999998,,,,
706939,706939,-112949,,-2.85,,,
706943,706943,-112945,-58.24999999999997,,,,
706994,706994,-112894,,-2.49,,,
706999,706999,-112889,-57.54999999999998,,,,
707046,707046,-112842,,-1.84,,,
707054,707054,-112834,-57.84999999999997,,,,
707098,707098,-112790,,-1.63,,,
707111,707111,-112777,-58.14999999999998,,,,
707154,707154,-112734,,-2.42,,,
707167,707167,-112721,-58.24999999999997,,,,
707211,707211,-112677,,-2.69,,,
707224,707224,-112664,-58.04999999999998,,,,
707269,707269,-112619,,-3.27,,,
707279,707279,-112609,-58.54999999999998,,,,
707329,707329,-112559,,-3.31,,,
707335,707335,-112553,-57.14999999999998,,,,
707386,707386,-112502,,-3.09,,,
707390,707390,-112498,-58.04999999999998,,,,
707440,707440,-112448,,-2.02,,,
707445,707445,-112443,-57.84999999999997,,,,
707496,707496,-112392,,-2.55,,,
707501,707501,-112387,-58.54999999999998,,,,
707554,707554,-112334,,-3.08,,,
707556,707556,-112332,-56.84999999999997,,,,
707611,707611,-112277,,-2.96,,,
707614,707614,-112274,-58.34999999999997,,,,
707668,707668,-112220,,-3.14,,,
707671,707671,-112217,-58.04999999999998,,,,
707722,707722,-112166,,-2.01,,,
707729,707729,-112159,-58.74999999999997,,,,
707778,707778,-112110,,-2.87,,,
707785,707785,-112103,-58.34999999999997,,,,
707834,707834,-112054,,-2.83,,,
707841,707841,-112047,-57.74999999999997,,,,
707891,707891,-111997,,-3.03,,,
707897,707897,-111991,-57.44999999999999,,,,
707949,707949,-111939,,-3.18,,,
707958,707958,-111930,-58.64999999999998,,,,
708005,708005,-111883,,-2.82,,,
708020,708020,-111868,-58.54999999999998,,,,
708062,708062,-111826,,-3.06,,,
708081,708081,-111807,-59.14999999999998,,,,
708122,708122,-111766,,-3.26,,,
708142,708142,-111746,-59.14999999999998,,,,
708186,708186,-111702,,-4.69,,,
708203,708203,-111685,-58.94999999999999,,,,
708246,708246,-111642,,-3.42,,,
708264,708264,-111624,-57.84999999999997,,,,
708307,708307,-111581,,-3.73,,,
708326,708326,-111562,-58.74999999999997,,,,
708372,708372,-111516,,-4.62,,,
708388,708388,-111500,-58.94999999999999,,,,
708435,708435,-111453,,-4.35,,,
708450,708450,-111438,-58.74999999999997,,,,
708496,708496,-111392,,-3.53,,,
708510,708510,-111378,-58.94999999999999,,,,
708557,708557,-111331,,-3.98,,,
708571,708571,-111317,-57.84999999999997,,,,
708616,708616,-111272,,-3.64,,,
708631,708631,-111257,-58.64999999999998,,,,
708676,708676,-111212,,-3.21,,,
708693,708693,-111195,-58.64999999999998,,,,
708741,708741,-111147,,-5.08,,,
708756,708756,-111132,-58.84999999999997,,,,
708804,708804,-111084,,-4.1,,,
708818,708818,-111070,-58.94999999999999,,,,
708867,708867,-111021,,-4.09,,,
708882,708882,-111006,-58.64999999999998,,,,
708931,708931,-110957,,-4.49,,,
708945,708945,-110943,-58.84999999999997,,,,
708995,708995,-110893,,-4.64,,,
709009,709009,-110879,-59.04999999999998,,,,
709061,709061,-110827,,-4.77,,,
709077,709077,-110811,-60.44999999999999,,,,
709124,709124,-110764,,-4.36,,,
709145,709145,-110743,-59.14999999999998,,,,
709184,709184,-110704,,-3.82,,,
709213,709213,-110675,-59.44999999999999,,,,
709246,709246,-110642,,-4.02,,,
709282,709282,-110606,-60.34999999999997,,,,
709311,709311,-110577,,-5.07,,,
709352,709352,-110536,-60.04999999999998,,,,
709374,709374,-110514,,-4.15,,,
709421,709421,-110467,-59.24999999999997,,,,
709438,709438,-110450,,-4.6,,,
709487,709487,-110401,-59.64999999999998,,,,
709508,709508,-110380,,-5.63,,,
709554,709554,-110334,-59.34999999999997,,,,
709575,709575,-110313,,-5.14,,,
709620,709620,-110268,-58.94999999999999,,,,
709639,709639,-110249,,-4.6,,,
709690,709690,-110198,-60.74999999999997,,,,
709703,709703,-110185,,-4.48,,,
709760,709760,-110128,-59.74999999999997,,,,
709772,709772,-110116,,-5.62,,,
709830,709830,-110058,-59.74999999999997,,,,
709841,709841,-110047,,-5.38,,,
709901,709901,-109987,-60.14999999999998,,,,
709906,709906,-109982,,-4.83,,,
709972,709972,-109916,-60.34999999999997,,,,
709973,709973,-109915,,-5.18,,,
710041,710041,-109847,,-5.25,,,
710043,710043,-109845,-60.44999999999999,,,,
710109,710109,-109779,,-5.47,,,
710110,710110,-109778,-60.04999999999998,,,,
710176,710176,-109712,,-5.43,,,
710177,710177,-109711,-59.44999999999999,,,,
710240,710240,-109648,,-4.44,,,
710244,710244,-109644,-59.64999999999998,,,,
710306,710306,-109582,,-5.19,,,
710313,710313,-109575,-60.54999999999998,,,,
710373,710373,-109515,,-5.41,,,
710383,710383,-109505,-59.74999999999997,,,,
710438,710438,-109450,,-4.69,,,
710452,710452,-109436,-60.24999999999997,,,,
710508,710508,-109380,,-5.77,,,
710524,710524,-109364,-61.24999999999997,,,,
710575,710575,-109313,,-5.73,,,
710596,710596,-109292,-60.74999999999997,,,,
710638,710638,-109250,,-4.12,,,
710668,710668,-109220,-60.24999999999997,,,,
710702,710702,-109186,,-4.96,,,
710740,710740,-109148,-60.04999999999998,,,,
710767,710767,-109121,,-5.0,,,
710811,710811,-109077,-61.24999999999997,,,,
710833,710833,-109055,,-5.45,,,
710883,710883,-109005,-60.94999999999999,,,,
710898,710898,-108990,,-4.93,,,
710954,710954,-108934,-60.34999999999997,,,,
710962,710962,-108926,,-4.8,,,
711024,711024,-108864,-60.74999999999997,,,,
711027,711027,-108861,,-5.29,,,
711091,711091,-108797,,-4.78,,,
711095,711095,-108793,-60.84999999999997,,,,
711157,711157,-108731,,-5.41,,,
711165,711165,-108723,-61.04999999999998,,,,
711224,711224,-108664,,-5.57,,,
711234,711234,-108654,-60.94999999999999,,,,
711290,711290,-108598,,-5.26,,,
711304,711304,-108584,-59.94999999999999,,,,
711356,711356,-108532,,-5.27,,,
711373,711373,-108515,-60.74999999999997,,,,
711419,711419,-108469,,-5.12,,,
711442,711442,-108446,-60.94999999999999,,,,
711482,711482,-108406,,-4.47,,,
711511,711511,-108377,-60.24999999999997,,,,
711548,711548,-108340,,-5.58,,,
711580,711580,-108308,-61.24999999999997,,,,
711616,711616,-108272,,-5.62,,,
711648,711648,-108240,-61.24999999999997,,,,
711687,711687,-108201,,-6.42,,,
711717,711717,-108171,-59.64999999999998,,,,
711753,711753,-108135,,-5.35,,,
711784,711784,-108104,-60.44999999999999,,,,
711813,711813,-108075,,-4.25,,,
711851,711851,-108037,-60.44999999999999,,,,
711881,711881,-108007,,-5.67,,,
711918,711918,-107970,-60.94999999999999,,,,
711953,711953,-107935,,-6.62,,,
711984,711984,-107904,-60.34999999999997,,,,
712016,712016,-107872,,-5.01,,,
712049,712049,-107839,-60.24999999999997,,,,
712082,712082,-107806,,-5.41,,,
712115,712115,-107773,-60.74999999999997,,,,
712148,712148,-107740,,-5.61,,,
712182,712182,-107706,-60.24999999999997,,,,
712214,712214,-107674,,-5.58,,,
712248,712248,-107640,-60.84999999999997,,,,
712281,712281,-107607,,-5.62,,,
712315,712315,-107573,-61.04999999999998,,,,
712348,712348,-107540,,-5.81,,,
712380,712380,-107508,-60.64999999999998,,,,
712422,712422,-107466,,-7.04,,,
712445,712445,-107443,-60.64999999999998,,,,
712489,712489,-107399,,-5.39,,,
712510,712510,-107378,-60.54999999999998,,,,
712558,712558,-107330,,-6.08,,,
712575,712575,-107313,-59.84999999999997,,,,
712627,712627,-107261,,-6.25,,,
712640,712640,-107248,-60.94999999999999,,,,
712695,712695,-107193,,-5.81,,,
712705,712705,-107183,-61.04999999999998,,,,
712766,712766,-107122,,-6.31,,,
712769,712769,-107119,-61.84999999999997,,,,
712834,712834,-107054,-60.74999999999997,,,,
712844,712844,-107044,,-7.74,,,
712898,712898,-106990,-59.64999999999998,,,,
712916,712916,-106972,,-6.46,,,
712964,712964,-106924,-61.04999999999998,,,,
712987,712987,-106901,,-6.43,,,
713030,713030,-106858,-61.94999999999999,,,,
713062,713062,-106826,,-7.19,,,
713096,713096,-106792,-60.34999999999997,,,,
713133,713133,-106755,,-6.36,,,
713160,713160,-106728,-60.74999999999997,,,,
713206,713206,-106682,,-6.88,,,
713223,713223,-106665,-60.94999999999999,,,,
713277,713277,-106611,,-6.53,,,
713287,713287,-106601,-60.94999999999999,,,,
713351,713351,-106537,,-6.97,,,
713353,713353,-106535,-60.94999999999999,,,,
713420,713420,-106468,-61.14999999999998,,,,
713422,713422,-106466,,-6.36,,,
713486,713486,-106402,-62.34999999999997,,,,
713498,713498,-106390,,-7.51,,,
713551,713551,-106337,-60.74999999999997,,,,
713571,713571,-106317,,-6.89,,,
713616,713616,-106272,-61.34999999999997,,,,
713643,713643,-106245,,-6.81,,,
713681,713681,-106207,-61.54999999999998,,,,
713713,713713,-106175,,-6.52,,,
713749,713749,-106139,-61.14999999999998,,,,
713782,713782,-106106,,-6.38,,,
713818,713818,-106070,-61.54999999999998,,,,
713852,713852,-106036,,-6.46,,,
713886,713886,-106002,-63.04999999999998,,,,
713921,713921,-105967,,-6.39,,,
713954,713954,-105934,-61.74999999999997,,,,
713989,713989,-105899,,-6.23,,,
714021,714021,-105867,-61.64999999999998,,,,
714057,714057,-105831,,-6.25,,,
714089,714089,-105799,-62.44999999999999,,,,
714121,714121,-105767,,-5.54,,,
714156,714156,-105732,-61.64999999999998,,,,
714185,714185,-105703,,-5.63,,,
714223,714223,-105665,-62.14999999999998,,,,
714248,714248,-105640,,-5.58,,,
714290,714290,-105598,-61.74999999999997,,,,
714308,714308,-105580,,-4.91,,,
714357,714357,-105531,-62.14999999999998,,,,
714370,714370,-105518,,-5.52,,,
714425,714425,-105463,-61.54999999999998,,,,
714432,714432,-105456,,-5.03,,,
714492,714492,-105396,-62.74999999999997,,,,
714495,714495,-105393,,-5.83,,,
714555,714555,-105333,,-4.87,,,
714558,714558,-105330,-62.04999999999998,,,,
714615,714615,-105273,,-5.06,,,
714623,714623,-105265,-62.04999999999998,,,,
714676,714676,-105212,,-5.32,,,
714689,714689,-105199,-61.74999999999997,,,,
714735,714735,-105153,,-5.0,,,
714752,714752,-105136,-61.54999999999998,,,,
714792,714792,-105096,,-4.29,,,
714815,714815,-105073,-61.64999999999998,,,,
714850,714850,-105038,,-4.82,,,
714878,714878,-105010,-61.54999999999998,,,,
714905,714905,-104983,,-4.03,,,
714939,714939,-104949,-61.34999999999997,,,,
714962,714962,-104926,,-4.63,,,
714999,714999,-104889,-61.44999999999999,,,,
715020,715020,-104868,,-4.83,,,
715060,715060,-104828,-60.74999999999997,,,,
715079,715079,-104809,,-5.17,,,
715117,715117,-104771,-60.74999999999997,,,,
715134,715134,-104754,,-4.15,,,
715173,715173,-104715,-60.74999999999997,,,,
715187,715187,-104701,,-3.72,,,
715230,715230,-104658,-60.04999999999998,,,,
715237,715237,-104651,,-3.01,,,
715287,715287,-104601,-60.64999999999998,,,,
715288,715288,-104600,,-3.59,,,
715339,715339,-104549,,-3.33,,,
715344,715344,-104544,-60.14999999999998,,,,
715391,715391,-104497,,-3.94,,,
715401,715401,-104487,-60.94999999999999,,,,
715444,715444,-104444,,-3.68,,,
715456,715456,-104432,-60.04999999999998,,,,
715498,715498,-104390,,-4.16,,,
715512,715512,-104376,-60.14999999999998,,,,
715551,715551,-104337,,-3.94,,,
715567,715567,-104321,-60.44999999999999,,,,
715604,715604,-104284,,-3.94,,,
715621,715621,-104267,-60.14999999999998,,,,
715660,715660,-104228,,-4.6,,,
715674,715674,-104214,-59.44999999999999,,,,
715716,715716,-104172,,-4.51,,,
715728,715728,-104160,-59.94999999999999,,,,
715771,715771,-104117,,-4.11,,,
715780,715780,-104108,-59.14999999999998,,,,
715827,715827,-104061,,-4.82,,,
715833,715833,-104055,-59.74999999999997,,,,
715882,715882,-104006,,-4.48,,,
715885,715885,-104003,-59.94999999999999,,,,
715936,715936,-103952,-60.24999999999997,-3.54,,,
715988,715988,-103900,-59.24999999999997,,,,
715994,715994,-103894,,-5.27,,,
716039,716039,-103849,-58.84999999999997,,,,
716053,716053,-103835,,-5.13,,,
716086,716086,-103802,-58.14999999999998,,,,
716113,716113,-103775,,-5.26,,,
716134,716134,-103754,-58.64999999999998,,,,
716172,716172,-103716,,-5.16,,,
716181,716181,-103707,-58.44999999999999,,,,
716230,716230,-103658,-59.04999999999998,-4.9,,,
716280,716280,-103608,-58.74999999999997,,,,
716286,716286,-103602,,-4.75,,,
716329,716329,-103559,-59.24999999999997,,,,
716343,716343,-103545,,-4.64,,,
716379,716379,-103509,-59.04999999999998,,,,
716400,716400,-103488,,-4.89,,,
716429,716429,-103459,-59.04999999999998,,,,
716459,716459,-103429,,-5.18,,,
716479,716479,-103409,-59.64999999999998,,,,
716516,716516,-103372,,-4.79,,,
716530,716530,-103358,-59.54999999999998,,,,
716574,716574,-103314,,-4.87,,,
716582,716582,-103306,-59.24999999999997,,,,
716633,716633,-103255,-59.94999999999999,,,,
716634,716634,-103254,,-5.6,,,
716684,716684,-103204,-59.54999999999998,,,,
716695,716695,-103193,,-5.49,,,
716735,716735,-103153,-58.64999999999998,,,,
716752,716752,-103136,,-4.85,,,
716786,716786,-103102,-60.34999999999997,,,,
716805,716805,-103083,,-4.02,,,
716840,716840,-103048,-60.24999999999997,,,,
716863,716863,-103025,,-4.98,,,
716893,716893,-102995,-60.34999999999997,,,,
716920,716920,-102968,,-5.15,,,
716947,716947,-102941,-60.24999999999997,,,,
716977,716977,-102911,,-4.64,,,
716999,716999,-102889,-59.94999999999999,,,,
717034,717034,-102854,,-4.88,,,
717050,717050,-102838,-59.84999999999997,,,,
717090,717090,-102798,,-4.9,,,
717102,717102,-102786,-59.74999999999997,,,,
717146,717146,-102742,,-4.59,,,
717154,717154,-102734,-59.94999999999999,,,,
717205,717205,-102683,,-5.25,,,
717206,717206,-102682,-60.24999999999997,,,,
717258,717258,-102630,-59.84999999999997,,,,
717266,717266,-102622,,-5.75,,,
717312,717312,-102576,-59.94999999999999,,,,
717326,717326,-102562,,-5.29,,,
717365,717365,-102523,-60.64999999999998,,,,
717385,717385,-102503,,-5.47,,,
717419,717419,-102469,-60.54999999999998,,,,
717446,717446,-102442,,-5.48,,,
717469,717469,-102419,-59.94999999999999,,,,
717508,717508,-102380,,-5.94,,,
717519,717519,-102369,-59.04999999999998,,,,
717568,717568,-102320,,-5.64,,,
717569,717569,-102319,-60.04999999999998,,,,
717620,717620,-102268,-60.14999999999998,,,,
717626,717626,-102262,,-4.57,,,
717670,717670,-102218,-59.64999999999998,,,,
717688,717688,-102200,,-6.16,,,
717721,717721,-102167,-59.94999999999999,,,,
717755,717755,-102133,,-6.78,,,
717772,717772,-102116,-59.94999999999999,,,,
717816,717816,-102072,,-5.67,,,
717822,717822,-102066,-59.64999999999998,,,,
717873,717873,-102015,-60.24999999999997,,,,
717877,717877,-102011,,-5.72,,,
717926,717926,-101962,-60.74999999999997,,,,
717940,717940,-101948,,-6.25,,,
717979,717979,-101909,-60.34999999999997,,,,
718002,718002,-101886,,-5.69,,,
718032,718032,-101856,-60.54999999999998,,,,
718068,718068,-101820,,-6.89,,,
718085,718085,-101803,-60.54999999999998,,,,
718133,718133,-101755,,-5.83,,,
718138,718138,-101750,-60.94999999999999,,,,
718191,718191,-101697,-60.64999999999998,,,,
718201,718201,-101687,,-7.29,,,
718245,718245,-101643,-59.64999999999998,,,,
718267,718267,-101621,,-6.45,,,
718298,718298,-101590,-61.14999999999998,,,,
718335,718335,-101553,,-6.98,,,
718352,718352,-101536,-61.74999999999997,,,,
718405,718405,-101483,-60.64999999999998,-7.35,,,
718458,718458,-101430,-60.74999999999997,,,,
718470,718470,-101418,,-6.26,,,
718511,718511,-101377,-61.24999999999997,,,,
718536,718536,-101352,,-6.74,,,
718565,718565,-101323,-60.74999999999997,,,,
718604,718604,-101284,,-6.97,,,
718620,718620,-101268,-61.84999999999997,,,,
718663,718663,-101225,,-5.29,,,
718674,718674,-101214,-60.84999999999997,,,,
718725,718725,-101163,,-6.22,,,
718730,718730,-101158,-62.24999999999997,,,,
718786,718786,-101102,,-5.74,,,
718787,718787,-101101,-61.44999999999999,,,,
718843,718843,-101045,-61.94999999999999,,,,
718847,718847,-101041,,-5.95,,,
718899,718899,-100989,-62.34999999999997,,,,
718903,718903,-100985,,-4.8,,,
718954,718954,-100934,-61.24999999999997,,,,
718960,718960,-100928,,-5.24,,,
719010,719010,-100878,-61.74999999999997,,,,
719019,719019,-100869,,-5.54,,,
719062,719062,-100826,-61.94999999999999,,,,
719078,719078,-100810,,-5.58,,,
719114,719114,-100774,-60.24999999999997,,,,
719136,719136,-100752,,-5.51,,,
719166,719166,-100722,-61.14999999999998,,,,
719191,719191,-100697,,-4.32,,,
719215,719215,-100673,-60.74999999999997,,,,
719248,719248,-100640,,-5.45,,,
719263,719263,-100625,-60.94999999999999,,,,
719303,719303,-100585,,-4.77,,,
719312,719312,-100576,-59.74999999999997,,,,
719359,719359,-100529,,-4.87,,,
719361,719361,-100527,-60.24999999999997,,,,
719409,719409,-100479,-60.54999999999998,,,,
719415,719415,-100473,,-5.13,,,
719458,719458,-100430,-60.54999999999998,,,,
719470,719470,-100418,,-4.84,,,
719505,719505,-100383,-60.44999999999999,,,,
719526,719526,-100362,,-4.74,,,
719551,719551,-100337,-59.24999999999997,,,,
719586,719586,-100302,,-6.18,,,
719598,719598,-100290,-60.44999999999999,,,,
719642,719642,-100246,,-4.9,,,
719644,719644,-100244,-59.74999999999997,,,,
719690,719690,-100198,-59.84999999999997,,,,
719694,719694,-100194,,-4.24,,,
719736,719736,-100152,-60.14999999999998,,,,
719747,719747,-100141,,-4.41,,,
719783,719783,-100105,-59.84999999999997,,,,
719800,719800,-100088,,-4.59,,,
719830,719830,-100058,-59.74999999999997,,,,
719856,719856,-100032,,-5.02,,,
719877,719877,-100011,-61.14999999999998,,,,
719908,719908,-99980,,-4.26,,,
719921,719921,-99967,-59.84999999999997,,,,
719960,719960,-99928,,-4.34,,,
719966,719966,-99922,-59.24999999999997,,,,
720010,720010,-99878,-59.34999999999997,,,,
720013,720013,-99875,,-4.34,,,
720055,720055,-99833,-59.54999999999998,,,,
720066,720066,-99822,,-4.64,,,
720099,720099,-99789,-59.94999999999999,,,,
720118,720118,-99770,,-4.09,,,
720144,720144,-99744,-59.24999999999997,,,,
720171,720171,-99717,,-4.69,,,
720187,720187,-99701,-59.34999999999997,,,,
720224,720224,-99664,,-4.47,,,
720231,720231,-99657,-59.34999999999997,,,,
720274,720274,-99614,-59.64999999999998,,,,
720277,720277,-99611,,-4.84,,,
720318,720318,-99570,-59.04999999999998,,,,
720329,720329,-99559,,-3.88,,,
720362,720362,-99526,-59.64999999999998,,,,
720380,720380,-99508,,-4.51,,,
720406,720406,-99482,-59.44999999999999,,,,
720428,720428,-99460,,-3.45,,,
720449,720449,-99439,-59.84999999999997,,,,
720475,720475,-99413,,-2.79,,,
720493,720493,-99395,-58.84999999999997,,,,
720523,720523,-99365,,-4.04,,,
720536,720536,-99352,-59.44999999999999,,,,
720572,720572,-99316,,-3.54,,,
720576,720576,-99312,-58.44999999999999,,,,
720615,720615,-99273,-57.74999999999997,,,,
720622,720622,-99266,,-3.79,,,
720655,720655,-99233,-59.04999999999998,,,,
720673,720673,-99215,,-4.37,,,
720696,720696,-99192,-58.54999999999998,,,,
720725,720725,-99163,,-4.24,,,
720738,720738,-99150,-58.74999999999997,,,,
720779,720779,-99109,-59.34999999999997,,,,
720780,720780,-99108,,-4.9,,,
720824,720824,-99064,-59.24999999999997,,,,
720835,720835,-99053,,-5.16,,,
720868,720868,-99020,-59.84999999999997,,,,
720890,720890,-98998,,-4.92,,,
720913,720913,-98975,-60.14999999999998,,,,
720945,720945,-98943,,-5.13,,,
720957,720957,-98931,-59.84999999999997,,,,
720996,720996,-98892,,-3.92,,,
721001,721001,-98887,-60.14999999999998,,,,
721045,721045,-98843,-58.84999999999997,,,,
721047,721047,-98841,,-4.29,,,
721088,721088,-98800,-59.24999999999997,,,,
721099,721099,-98789,,-4.3,,,
721131,721131,-98757,-59.24999999999997,,,,
721151,721151,-98737,,-4.45,,,
721174,721174,-98714,-59.44999999999999,,,,
721204,721204,-98684,,-4.57,,,
721218,721218,-98670,-59.54999999999998,,,,
721258,721258,-98630,,-5.0,,,
721261,721261,-98627,-59.94999999999999,,,,
721305,721305,-98583,-58.94999999999999,,,,
721309,721309,-98579,,-4.02,,,
721348,721348,-98540,-59.64999999999998,,,,
721361,721361,-98527,,-4.67,,,
721392,721392,-98496,-58.74999999999997,,,,
721412,721412,-98476,,-3.79,,,
721435,721435,-98453,-59.74999999999997,,,,
721464,721464,-98424,,-4.76,,,
721479,721479,-98409,-59.44999999999999,,,,
721517,721517,-98371,,-4.48,,,
721522,721522,-98366,-59.74999999999997,,,,
721566,721566,-98322,-58.84999999999997,,,,
721569,721569,-98319,,-4.75,,,
721610,721610,-98278,-59.34999999999997,,,,
721620,721620,-98268,,-3.89,,,
721654,721654,-98234,-59.84999999999997,,,,
721672,721672,-98216,,-4.33,,,
721698,721698,-98190,-59.04999999999998,,,,
721724,721724,-98164,,-4.88,,,
721743,721743,-98145,-59.24999999999997,,,,
721776,721776,-98112,,-4.07,,,
721788,721788,-98100,-60.04999999999998,,,,
721828,721828,-98060,,-4.32,,,
721833,721833,-98055,-59.24999999999997,,,,
721879,721879,-98009,-60.54999999999998,,,,
721881,721881,-98007,,-5.03,,,
721925,721925,-97963,-59.54999999999998,,,,
721934,721934,-97954,,-4.3,,,
721971,721971,-97917,-59.54999999999998,,,,
721990,721990,-97898,,-5.61,,,
722016,722016,-97872,-59.14999999999998,,,,
722043,722043,-97845,,-4.53,,,
722061,722061,-97827,-59.14999999999998,,,,
722095,722095,-97793,,-4.58,,,
722107,722107,-97781,-60.14999999999998,,,,
722146,722146,-97742,,-4.17,,,
722153,722153,-97735,-59.14999999999998,,,,
722197,722197,-97691,,-4.2,,,
722199,722199,-97689,-59.64999999999998,,,,
722245,722245,-97643,-60.04999999999998,,,,
722252,722252,-97636,,-5.21,,,
722294,722294,-97594,-60.24999999999997,,,,
722303,722303,-97585,,-4.2,,,
722342,722342,-97546,-59.64999999999998,,,,
722356,722356,-97532,,-4.7,,,
722390,722390,-97498,-60.14999999999998,,,,
722411,722411,-97477,,-5.06,,,
722440,722440,-97448,-60.54999999999998,,,,
722466,722466,-97422,,-5.28,,,
722491,722491,-97397,-60.84999999999997,,,,
722520,722520,-97368,,-4.71,,,
722541,722541,-97347,-59.64999999999998,,,,
722575,722575,-97313,,-5.16,,,
722589,722589,-97299,-59.64999999999998,,,,
722633,722633,-97255,,-5.59,,,
722638,722638,-97250,-59.34999999999997,,,,
722686,722686,-97202,-60.64999999999998,,,,
722691,722691,-97197,,-5.87,,,
722735,722735,-97153,-59.44999999999999,,,,
722744,722744,-97144,,-4.67,,,
722784,722784,-97104,-60.24999999999997,,,,
722797,722797,-97091,,-4.7,,,
722833,722833,-97055,-59.54999999999998,,,,
722848,722848,-97040,,-4.32,,,
722883,722883,-97005,-60.14999999999998,,,,
722905,722905,-96983,,-5.66,,,
722934,722934,-96954,-60.34999999999997,,,,
722958,722958,-96930,,-4.47,,,
722984,722984,-96904,-59.84999999999997,,,,
723013,723013,-96875,,-5.3,,,
723031,723031,-96857,-58.64999999999998,,,,
723066,723066,-96822,,-4.54,,,
723078,723078,-96810,-59.64999999999998,,,,
723121,723121,-96767,,-5.15,,,
723125,723125,-96763,-58.74999999999997,,,,
723175,723175,-96713,-59.54999999999998,,,,
723176,723176,-96712,,-5.33,,,
723226,723226,-96662,-59.64999999999998,,,,
723228,723228,-96660,,-4.82,,,
723276,723276,-96612,-60.34999999999997,,,,
723278,723278,-96610,,-3.68,,,
723326,723326,-96562,-58.64999999999998,,,,
723329,723329,-96559,,-4.64,,,
723376,723376,-96512,-60.44999999999999,,,,
723379,723379,-96509,,-3.73,,,
723426,723426,-96462,-59.14999999999998,,,,
723430,723430,-96458,,-4.59,,,
723475,723475,-96413,-59.44999999999999,,,,
723483,723483,-96405,,-4.63,,,
723525,723525,-96363,-58.84999999999997,,,,
723536,723536,-96352,,-5.35,,,
723574,723574,-96314,-59.74999999999997,,,,
723587,723587,-96301,,-3.68,,,
723627,723627,-96261,-60.04999999999998,,,,
723641,723641,-96247,,-5.44,,,
723681,723681,-96207,-60.14999999999998,,,,
723692,723692,-96196,,-4.16,,,
723734,723734,-96154,-59.74999999999997,,,,
723743,723743,-96145,,-4.46,,,
723783,723783,-96105,-59.14999999999998,,,,
723792,723792,-96096,,-3.82,,,
723833,723833,-96055,-58.44999999999999,,,,
723844,723844,-96044,,-4.78,,,
723883,723883,-96005,-59.84999999999997,,,,
723898,723898,-95990,,-5.03,,,
723936,723936,-95952,-59.74999999999997,,,,
723953,723953,-95935,,-5.13,,,
723989,723989,-95899,-60.44999999999999,,,,
724006,724006,-95882,,-4.8,,,
724042,724042,-95846,-58.84999999999997,,,,
724055,724055,-95833,,-4.2,,,
724095,724095,-95793,-59.84999999999997,,,,
724103,724103,-95785,,-3.41,,,
724148,724148,-95740,-60.04999999999998,,,,
724156,724156,-95732,,-4.86,,,
724201,724201,-95687,-59.14999999999998,,,,
724209,724209,-95679,,-4.73,,,
724252,724252,-95636,-59.34999999999997,,,,
724263,724263,-95625,,-5.46,,,
724304,724304,-95584,-59.24999999999997,,,,
724313,724313,-95575,,-3.84,,,
724355,724355,-95533,-59.34999999999997,,,,
724366,724366,-95522,,-4.83,,,
724408,724408,-95480,-59.24999999999997,,,,
724418,724418,-95470,,-5.05,,,
724461,724461,-95427,-60.14999999999998,,,,
724469,724469,-95419,,-4.17,,,
724514,724514,-95374,-58.54999999999998,,,,
724519,724519,-95369,,-4.37,,,
724568,724568,-95320,-60.74999999999997,,,,
724570,724570,-95318,,-4.22,,,
724620,724620,-95268,,-4.32,,,
724623,724623,-95265,-59.64999999999998,,,,
724671,724671,-95217,,-4.22,,,
724678,724678,-95210,-59.74999999999997,,,,
724722,724722,-95166,,-5.11,,,
724731,724731,-95157,-59.24999999999997,,,,
724773,724773,-95115,,-3.56,,,
724785,724785,-95103,-59.74999999999997,,,,
724827,724827,-95061,,-5.71,,,
724838,724838,-95050,-59.24999999999997,,,,
724880,724880,-95008,,-4.7,,,
724892,724892,-94996,-60.44999999999999,,,,
724932,724932,-94956,,-4.72,,,
724946,724946,-94942,-58.84999999999997,,,,
724983,724983,-94905,,-4.24,,,
724999,724999,-94889,-59.74999999999997,,,,
725034,725034,-94854,,-4.8,,,
725054,725054,-94834,-60.14999999999998,,,,
725086,725086,-94802,,-4.29,,,
725109,725109,-94779,-60.84999999999997,,,,
725139,725139,-94749,,-5.46,,,
725164,725164,-94724,-58.64999999999998,,,,
725189,725189,-94699,,-3.82,,,
725219,725219,-94669,-59.84999999999997,,,,
725241,725241,-94647,,-4.73,,,
725273,725273,-94615,-60.24999999999997,,,,
725295,725295,-94593,,-5.15,,,
725328,725328,-94560,-59.64999999999998,,,,
725352,725352,-94536,,-5.84,,,
725380,725380,-94508,-58.74999999999997,,,,
725400,725400,-94488,,-3.69,,,
725431,725431,-94457,-59.34999999999997,,,,
725453,725453,-94435,,-4.87,,,
725483,725483,-94405,-59.84999999999997,,,,
725507,725507,-94381,,-5.23,,,
725537,725537,-94351,-59.14999999999998,,,,
725558,725558,-94330,,-4.6,,,
725591,725591,-94297,-60.84999999999997,,,,
725606,725606,-94282,,-3.73,,,
725645,725645,-94243,-59.74999999999997,,,,
725656,725656,-94232,,-4.32,,,
725697,725697,-94191,-58.24999999999997,,,,
725708,725708,-94180,,-4.8,,,
725749,725749,-94139,-60.34999999999997,,,,
