year reset,temp cffill mod,anom c mod,co2 mean,ch4 mean,irtemp mean,irrain mean
738826.0,-58.94999999999999,,,,,
738849.74,,,246.32,,,
738864.0,-58.94999999999999,-3.95,,,,
738869.0,-59.849999999999966,,,,,
738906.0,-59.849999999999966,-3.14,,,,
738913.0,-58.849999999999966,,,,,
738949.0,-58.849999999999966,-3.73,,,,
738956.0,-59.64999999999998,,,,,
738972.0,,,,629.0,,
738992.0,-59.64999999999998,-3.74,,,,
738999.0,-59.349999999999966,,,,,
739034.0,-59.349999999999966,-3.48,,,,
739043.0,-60.14999999999998,,,,,
739075.0,-60.14999999999998,-2.77,,,,
739086.0,-59.04999999999998,,,,,
739117.0,-59.04999999999998,-3.58,,,,
739127.0,-59.14999999999998,,,,,
739158.0,-59.14999999999998,-3.79,,,,
739169.0,-59.349999999999966,,,,,
739196.0,-59.349999999999966,-2.01,,,,
739198.0,,,,622.0,,
739210.0,-58.44999999999999,,,,,
739239.0,-58.44999999999999,-3.59,,,,
739251.0,-59.24999999999997,,,,,
739284.0,-59.24999999999997,-4.4,,,,
739291.0,-57.74999999999997,,,,,
739311.28,,,240.87,,,
739326.0,-57.74999999999997,-3.04,,,,
739331.0,-59.849999999999966,,,,,
739369.0,-59.849999999999966,-3.87,,,,
739374.0,-59.44999999999999,,,,,
739411.0,-59.44999999999999,-3.59,,,,
739417.0,-59.44999999999999,,,,,
739420.0,,,,616.0,,
739421.0,,,241.1,,,
739452.0,-59.44999999999999,-2.96,,,,
739459.0,-59.44999999999999,,,,,
739495.0,-59.44999999999999,-3.63,,,,
739504.0,-60.349999999999966,,,,,
739535.0,-60.349999999999966,-3.12,,,,
739548.0,-60.349999999999966,,,,,
739577.0,-60.349999999999966,-2.97,,,,
739592.0,-59.44999999999999,,,,,
739620.0,-59.44999999999999,-3.91,,,,
739626.0,,,,617.0,,
739635.0,-59.04999999999998,,,,,
739664.0,-59.04999999999998,-3.85,,,,
739678.0,-59.74999999999997,,,,,
739710.0,-59.74999999999997,-4.74,,,,
739721.0,-60.14999999999998,,,,,
739754.0,-60.14999999999998,-3.71,,,,
739766.0,-60.74999999999997,,,,,
739769.21,,,238.89,,,
739801.0,-60.74999999999997,-4.59,,,,
739811.0,-60.54999999999998,,,,,
739846.0,-60.54999999999998,-4.26,,,,
739855.0,,,,606.0,,
739857.0,-59.849999999999966,,,,,
739895.0,-59.849999999999966,-5.03,,,,
739901.0,-60.349999999999966,,,,,
739939.0,-60.349999999999966,-3.93,,,,
739946.0,-60.54999999999998,,,,,
739983.0,-60.54999999999998,-4.07,,,,
739991.0,-59.849999999999966,,,,,
739999.0,-59.849999999999966,,,,,
740028.0,-59.849999999999966,-4.21,,,,
740034.0,-60.64999999999998,,,,,
740071.0,-60.64999999999998,-3.38,,,,
740077.0,-59.74999999999997,,,,,
740097.0,,,,571.0,,
740113.0,-59.74999999999997,-4.14,,,,
740120.0,-59.54999999999998,,,,,
740126.57,,,234.13,,,
740155.0,-59.54999999999998,-2.65,,,,
740163.0,-60.24999999999997,,,,,
740201.0,-60.24999999999997,-4.8,,,,
740205.0,-59.74999999999997,,,,,
740247.0,-59.44999999999999,-4.37,,,,
740290.0,-59.94999999999999,,,,,
740293.0,-59.94999999999999,-4.37,,,,
740314.0,,,,595.0,,
740333.0,-60.14999999999998,,,,,
740339.0,-60.14999999999998,-4.37,,,,
740376.0,-60.14999999999998,,,,,
740388.0,-60.14999999999998,-5.21,,,,
740419.0,-60.349999999999966,,,,,
740437.0,-60.349999999999966,-5.26,,,,
740462.0,-60.04999999999998,,,,,
740483.0,-60.04999999999998,-4.35,,,,
740504.0,-59.44999999999999,,,,,
740528.0,-59.44999999999999,-3.91,,,,
740548.0,-60.44999999999999,,,,,
740554.0,,,,576.0,,
740574.0,-60.44999999999999,-4.65,,,,
740592.0,-59.74999999999997,,,,,
740623.0,-59.74999999999997,-5.05,,,,
740631.0599999999,,,230.33,,,
740635.0,-61.04999999999998,,,,,
740674.0,-61.04999999999998,-5.63,,,,
740677.0,-58.94999999999999,,,,,
740718.0,-60.04999999999998,,,,,
740724.0,-60.04999999999998,-5.49,,,,
740759.0,-60.04999999999998,,,,,
740762.0,,,,584.0,,
740773.0,-60.04999999999998,-4.72,,,,
740803.0,-59.94999999999999,,,,,
740822.0,-59.94999999999999,-5.28,,,,
740847.0,-60.54999999999998,,,,,
740872.0,-60.54999999999998,-5.5,,,,
740891.0,-60.849999999999966,,,,,
740920.0,-60.849999999999966,-4.74,,,,
740935.0,-60.54999999999998,,,,,
740969.0,-60.54999999999998,-5.52,,,,
740978.0,-60.24999999999997,,,,,
740999.0,-60.24999999999997,,,,,
741017.0,-60.24999999999997,-4.69,,,,
741022.0,-60.64999999999998,,,,,
741036.0,,,,548.0,,
741063.0,-59.14999999999998,,,,,
741064.0,-59.14999999999998,-4.49,,,,
741105.0,-59.349999999999966,,,,,
741112.0,-59.349999999999966,-5.14,,,,
741116.21,,,233.92,,,
741146.0,-61.04999999999998,,,,,
741159.0,-61.04999999999998,-4.66,,,,
741191.0,-59.849999999999966,,,,,
741205.0,-59.849999999999966,-4.38,,,,
741224.0,,,230.9,,,
741235.0,-61.349999999999966,,,,,
741252.0,-61.349999999999966,-4.86,,,,
741268.0,,,,549.0,,
741279.0,-60.04999999999998,,,,,
741301.0,-60.04999999999998,-5.04,,,,
741321.0,-60.64999999999998,,,,,
741349.0,-60.64999999999998,-5.01,,,,
741363.0,-59.849999999999966,,,,,
741398.0,-59.849999999999966,-5.26,,,,
741405.0,-59.94999999999999,,,,,
741446.0,-59.94999999999999,-4.91,,,,
741449.0,-59.54999999999998,,,,,
741492.0,-59.54999999999998,-4.37,,,,
741493.0,-61.349999999999966,,,,,
741507.64,,,230.6,,,
741516.0,,,,550.0,,
741536.0,-60.24999999999997,,,,,
741541.0,-60.24999999999997,-5.39,,,,
741582.0,-61.14999999999998,,,,,
741589.0,-61.14999999999998,-4.62,,,,
741628.0,-60.14999999999998,,,,,
741640.0,-60.14999999999998,-5.96,,,,
741674.0,-62.24999999999997,,,,,
741685.0,-62.24999999999997,-3.8,,,,
741720.0,-60.74999999999997,,,,,
741731.0,-60.74999999999997,-4.9,,,,
741734.0,,,,535.0,,
741765.0,-60.74999999999997,,,,,
741779.0,-60.74999999999997,-4.92,,,,
741810.0,-60.54999999999998,,,,,
741827.0,-60.54999999999998,-4.86,,,,
741855.0,-61.44999999999999,,,,,
741877.0,-61.44999999999999,-5.45,,,,
741899.0,-60.14999999999998,,,,,
741928.0,-60.14999999999998,-5.77,,,,
741943.0,-60.04999999999998,,,,,
741960.24,,,234.74,,,
741964.0,,,,563.0,,
741978.0,-60.04999999999998,-5.44,,,,
741987.0,-60.54999999999998,,,,,
741999.0,-60.54999999999998,,,,,
742028.0,-60.54999999999998,-5.13,,,,
742032.0,-60.74999999999997,,,,,
742076.0,-60.74999999999997,-5.57,,,,
742077.0,-60.44999999999999,,,,,
742122.0,-60.44999999999999,-4.06,,,,
742123.0,-61.24999999999997,,,,,
742168.0,-61.24999999999997,-4.26,,,,
742169.0,-61.24999999999997,,,,,
742212.0,,,,536.0,,
742216.0,-60.64999999999998,,,,,
742217.0,-60.64999999999998,-5.99,,,,
742265.0,-60.349999999999966,,,,,
742267.0,-60.349999999999966,-4.71,,,,
742313.0,-61.74999999999997,,,,,
742318.0,-61.74999999999997,-6.29,,,,
742362.0,-62.44999999999999,,,,,
742368.0,-62.44999999999999,-4.96,,,,
742410.0,-60.849999999999966,,,,,
742417.0,-60.849999999999966,-5.59,,,,
742427.64,,,229.26,,,
742440.0,,,,515.0,,
742458.0,-60.74999999999997,,,,,
742464.0,-60.74999999999997,-4.76,,,,
742506.0,-61.74999999999997,,,,,
742511.0,-61.74999999999997,-4.88,,,,
742555.0,-61.24999999999997,,,,,
742558.0,-61.24999999999997,-4.44,,,,
742604.0,-61.04999999999998,,,,,
742610.0,-61.04999999999998,-6.27,,,,
742653.0,-61.64999999999998,,,,,
742660.0,-61.64999999999998,-5.13,,,,
742691.0,,,,515.0,,
742704.0,-61.54999999999998,,,,,
742711.0,-61.54999999999998,-6.06,,,,
742755.0,-61.74999999999997,,,,,
742762.0,-61.74999999999997,-5.02,,,,
742806.0,-61.44999999999999,,,,,
742816.0,-61.44999999999999,-7.15,,,,
742859.0,-61.849999999999966,,,,,
742868.46,,,227.3,,,
742869.0,-61.849999999999966,-5.67,,,,
742912.0,-62.14999999999998,,,,,
742919.0,-62.14999999999998,-5.64,,,,
742927.0,,,,512.0,,
742966.0,-62.14999999999998,,,,,
742970.0,-62.14999999999998,-5.41,,,,
742999.0,-62.14999999999998,,,,,
743018.0,-61.54999999999998,,,,,
743021.0,-61.54999999999998,-6.32,,,,
743070.0,-61.54999999999998,,,,,
743071.0,-61.54999999999998,-5.1,,,,
743119.0,-61.54999999999998,-4.92,,,,
743123.0,-62.14999999999998,,,,,
743168.0,-62.14999999999998,-5.45,,,,
743173.0,-61.349999999999966,,,,,
743192.0,,,,497.0,,
743218.0,-61.349999999999966,-5.67,,,,
743222.0,-60.74999999999997,,,,,
743268.0,-60.74999999999997,-5.34,,,,
743272.0,-60.849999999999966,,,,,
743320.0,-60.849999999999966,-6.13,,,,
743322.0,-61.44999999999999,,,,,
743330.05,,,224.14,,,
743373.0,-60.24999999999997,-6.12,,,,
743423.0,-60.24999999999997,-5.61,,,,
743424.0,-61.849999999999966,,,,,
743472.0,,,,487.0,,
743474.0,-61.849999999999966,-5.25,,,,
743475.0,-61.14999999999998,,,,,
743526.0,-61.04999999999998,,,,,
743528.0,-61.04999999999998,-6.64,,,,
743578.0,-61.14999999999998,,,,,
743586.0,-61.14999999999998,-7.4,,,,
743632.0,-61.24999999999997,,,,,
743638.0,-61.24999999999997,-5.75,,,,
743655.0,,,221.7,,,
743686.0,-61.94999999999999,,,,,
743688.0,,,,477.0,,
743689.0,-61.94999999999999,-5.69,,,,
743740.0,-61.74999999999997,,,,,
743744.0,-61.74999999999997,-6.63,,,,
743757.25,,,226.65,,,
743796.0,-62.04999999999998,,,,,
743797.0,-62.04999999999998,-6.2,,,,
743849.0,-62.04999999999998,-5.94,,,,
743852.0,-62.24999999999997,,,,,
743903.0,-62.24999999999997,-6.6,,,,
743907.0,-61.44999999999999,,,,,
743953.0,,,,463.0,,
743958.0,-61.44999999999999,-6.44,,,,
743961.0,-61.14999999999998,,,,,
743999.0,-61.14999999999998,,,,,
744013.0,-61.14999999999998,-6.69,,,,
744015.0,-62.04999999999998,,,,,
744068.0,-62.04999999999998,-6.38,,,,
744070.0,-61.04999999999998,,,,,
744123.0,-61.04999999999998,-6.81,,,,
744125.0,-63.14999999999998,,,,,
744180.0,-63.14999999999998,-7.05,,,,
744181.0,-61.349999999999966,,,,,
744222.08,,,224.92,,,
744237.0,-61.14999999999998,-7.04,,,,
744244.0,,,,450.0,,
744292.0,-61.14999999999998,-6.46,,,,
744294.0,-61.74999999999997,,,,,
744346.0,-61.74999999999997,-6.43,,,,
744351.0,-61.94999999999999,,,,,
744403.0,-61.94999999999999,-7.08,,,,
744408.0,-62.54999999999998,,,,,
744456.0,-62.54999999999998,-6.31,,,,
744463.0,-61.349999999999966,,,,,
744506.0,-61.349999999999966,-5.66,,,,
744518.0,-61.44999999999999,,,,,
744521.0,,,,475.0,,
744557.0,-61.44999999999999,-5.77,,,,
744574.0,-62.04999999999998,,,,,
744609.0,-62.04999999999998,-6.38,,,,
744633.0,-61.74999999999997,,,,,
744659.0,-61.74999999999997,-5.16,,,,
744688.0,,,217.1,,,
744692.0,-62.44999999999999,,,,,
744713.0,-62.44999999999999,-6.78,,,,
744752.0,-62.94999999999999,,,,,
744765.0,-62.94999999999999,-6.12,,,,
744781.52,,,231.68,,,
744782.0,,,,472.0,,
744811.0,-62.64999999999998,,,,,
744817.0,-62.64999999999998,-6.03,,,,
744869.0,-62.64999999999998,-6.06,,,,
744870.0,-61.849999999999966,,,,,
744922.0,-61.849999999999966,-6.21,,,,
744928.0,-62.44999999999999,,,,,
744977.0,-62.44999999999999,-6.89,,,,
744984.0,-61.54999999999998,,,,,
744999.0,-61.54999999999998,,,,,
745032.0,-61.54999999999998,-6.65,,,,
745039.0,-61.94999999999999,,,,,
745042.0,,,,442.0,,
745089.0,-61.94999999999999,-6.95,,,,
745094.0,-61.24999999999997,,,,,
745141.26,,,238.01,,,
745146.0,-61.24999999999997,-7.18,,,,
745148.0,-61.64999999999998,,,,,
745199.0,-61.64999999999998,-6.38,,,,
745202.0,-61.64999999999998,,,,,
745251.0,-61.64999999999998,-6.1,,,,
745256.0,-61.04999999999998,,,,,
745307.0,-61.04999999999998,-6.98,,,,
745308.0,-61.14999999999998,,,,,
745309.0,,,,442.0,,
745359.0,-60.94999999999999,,,,,
745360.0,-60.94999999999999,-5.99,,,,
745411.0,-60.849999999999966,,,,,
745419.0,-60.849999999999966,-8.09,,,,
745463.0,-60.849999999999966,,,,,
745473.0,-60.849999999999966,-6.28,,,,
745515.0,-61.24999999999997,,,,,
745526.0,-61.24999999999997,-6.1,,,,
745567.0,-61.64999999999998,,,,,
745580.0,-61.64999999999998,-6.75,,,,
745590.53,,,239.34,,,
745597.0,,,,466.0,,
745617.0,-60.14999999999998,,,,,
745636.0,-60.14999999999998,-6.91,,,,
745667.0,-61.14999999999998,,,,,
745694.0,-61.14999999999998,-7.51,,,,
745717.0,-60.349999999999966,,,,,
745747.0,-60.349999999999966,-6.31,,,,
745766.0,-60.74999999999997,,,,,
745800.0,-60.74999999999997,-6.38,,,,
745814.0,-60.24999999999997,,,,,
745856.0,-60.24999999999997,-6.99,,,,
745863.0,-60.349999999999966,,,,,
745866.0,,,,422.0,,
745908.0,-60.54999999999998,,,,,
745912.0,-60.54999999999998,-6.77,,,,
745953.0,-59.44999999999999,,,,,
745970.0,-59.44999999999999,-7.43,,,,
745987.35,,,249.94,,,
745998.0,-59.04999999999998,,,,,
745999.0,-59.04999999999998,,,,,
746030.0,-59.04999999999998,-7.94,,,,
746042.0,-59.64999999999998,,,,,
746085.0,-58.54999999999998,,,,,
746089.0,-58.54999999999998,-7.6,,,,
746126.0,,,,438.0,,
746128.0,-59.44999999999999,,,,,
746145.0,-59.44999999999999,-6.78,,,,
746175.0,-59.94999999999999,,,,,
746202.0,-59.94999999999999,-7.41,,,,
746222.0,-60.14999999999998,,,,,
746256.0,-60.14999999999998,-6.52,,,,
746268.0,-59.94999999999999,,,,,
746292.87,,,249.52,,,
746311.0,-59.94999999999999,-6.96,,,,
746315.0,-60.849999999999966,,,,,
746362.0,-60.04999999999998,,,,,
746364.0,-60.04999999999998,-6.22,,,,
746409.0,-59.54999999999998,,,,,
746413.0,,,,424.0,,
746417.0,-59.54999999999998,-6.67,,,,
746457.0,-60.74999999999997,,,,,
746470.0,-60.74999999999997,-6.62,,,,
746505.0,-59.849999999999966,,,,,
746522.0,-59.849999999999966,-5.99,,,,
746553.0,-60.54999999999998,,,,,
746573.0,-60.54999999999998,-6.1,,,,
746600.0,-60.54999999999998,,,,,
746623.0,-60.54999999999998,-5.98,,,,
746647.0,-60.44999999999999,,,,,
746673.0,-60.44999999999999,-5.82,,,,
746694.0,-59.24999999999997,,,,,
746699.0,,,,415.0,,
746724.0,-59.24999999999997,-5.86,,,,
746745.0,-60.94999999999999,,,,,
746770.05,,,243.27,,,
746775.0,-60.94999999999999,-6.22,,,,
746796.0,-61.04999999999998,,,,,
746827.0,-61.04999999999998,-6.67,,,,
746848.0,-61.64999999999998,,,,,
746876.0,-61.64999999999998,-5.19,,,,
746899.0,-61.14999999999998,,,,,
746925.0,-61.14999999999998,-6.11,,,,
746951.0,-61.24999999999997,,,,,
746953.0,,,,416.0,,
746974.0,-61.24999999999997,-5.34,,,,
746999.0,-61.24999999999997,,,,,
747003.0,-61.24999999999997,,,,,
747022.0,-61.24999999999997,-5.72,,,,
747056.0,-61.94999999999999,,,,,
747070.0,-61.94999999999999,-5.26,,,,
747109.0,-60.54999999999998,,,,,
747117.0,-60.54999999999998,-5.29,,,,
747163.0,-62.349999999999966,,,,,
747164.0,-62.349999999999966,-5.59,,,,
747207.0,,,,461.0,,
747208.0,-62.349999999999966,-4.44,,,,
747216.0,-61.44999999999999,,,,,
747251.0,-61.44999999999999,-4.08,,,,
747269.0,-62.04999999999998,,,,,
747295.0,-62.04999999999998,-4.64,,,,
747312.35,,,241.24,,,
747322.0,-61.14999999999998,,,,,
747335.0,-61.14999999999998,-3.52,,,,
747375.0,-62.54999999999998,,,,,
747379.0,-62.54999999999998,-4.47,,,,
747424.0,-62.54999999999998,-4.97,,,,
747428.0,-61.44999999999999,,,,,
747447.0,,,,477.0,,
747470.0,-61.44999999999999,-5.15,,,,
747481.0,-61.54999999999998,,,,,
747516.0,-61.54999999999998,-4.92,,,,
747534.0,-61.849999999999966,,,,,
747564.0,-61.849999999999966,-5.86,,,,
747588.0,-61.54999999999998,,,,,
747610.0,-61.54999999999998,-5.06,,,,
747616.52,,,231.33,,,
747642.0,-62.64999999999998,,,,,
747655.0,-62.64999999999998,-4.51,,,,
747681.0,,,,467.0,,
747697.0,-62.14999999999998,,,,,
747703.0,-62.14999999999998,-5.7,,,,
747748.0,-62.14999999999998,-4.83,,,,
747753.0,-62.44999999999999,,,,,
747796.0,-62.44999999999999,-5.56,,,,
747808.0,-62.64999999999998,,,,,
747844.0,-62.64999999999998,-5.52,,,,
747866.0,-62.54999999999998,,,,,
747891.0,-62.54999999999998,-5.39,,,,
747922.0,,,,469.0,,
747923.0,-62.64999999999998,,,,,
747935.0,-62.64999999999998,-4.21,,,,
747980.0,-63.14999999999998,,,,,
747984.0,-63.14999999999998,-5.97,,,,
747999.0,-63.14999999999998,,,,,
748034.0,-63.14999999999998,-6.04,,,,
748039.0,-63.24999999999997,,,,,
748086.0,-63.24999999999997,-6.62,,,,
748087.04,,,232.74,,,
748099.0,-63.14999999999998,,,,,
748137.0,-63.14999999999998,-6.11,,,,
748153.0,,,,461.0,,
748158.0,-62.849999999999966,,,,,
748188.0,-62.849999999999966,-6.23,,,,
748217.0,-63.849999999999966,,,,,
748240.0,-63.849999999999966,-6.23,,,,
748275.0,-63.24999999999997,,,,,
748293.0,-63.24999999999997,-6.91,,,,
748334.0,-62.24999999999997,,,,,
748343.0,-62.24999999999997,-5.53,,,,
748390.0,-62.54999999999998,,,,,
748398.0,-62.54999999999998,-7.39,,,,
748405.0,,,,451.0,,
748446.0,-62.04999999999998,,,,,
748451.0,-62.04999999999998,-6.45,,,,
748501.0,-63.04999999999998,,,,,
748505.0,-63.04999999999998,-7.1,,,,
748555.0,-61.849999999999966,,,,,
748557.0,-61.849999999999966,-6.16,,,,
748609.0,-62.24999999999997,,,,,
748611.0,,,229.1,,,
748613.0,-62.24999999999997,-7.55,,,,
748618.6799999999,,,230.89,,,
748663.0,-62.04999999999998,,,,,
748666.0,-62.04999999999998,-6.45,,,,
748713.0,,,,452.0,,
748716.0,-61.54999999999998,,,,,
748719.0,-61.54999999999998,-6.51,,,,
748769.0,-61.849999999999966,,,,,
748772.0,-61.849999999999966,-6.89,,,,
748821.0,-61.94999999999999,,,,,
748826.0,-61.94999999999999,-6.58,,,,
748874.0,-61.64999999999998,,,,,
748882.0,-61.64999999999998,-7.66,,,,
748926.0,-61.74999999999997,,,,,
748939.0,-61.74999999999997,-7.17,,,,
748971.96,,,232.33,,,
748978.0,-61.64999999999998,,,,,
748984.0,,,,448.0,,
748995.0,-61.64999999999998,-7.42,,,,
748999.0,-61.64999999999998,,,,,
749030.0,-60.849999999999966,,,,,
749053.0,-60.849999999999966,-7.63,,,,
749081.0,-61.849999999999966,,,,,
749111.0,-61.849999999999966,-7.6,,,,
749132.0,-61.74999999999997,,,,,
749169.0,-61.74999999999997,-7.66,,,,
749185.0,-62.14999999999998,,,,,
749230.0,-62.14999999999998,-8.19,,,,
749237.0,-61.94999999999999,,,,,
749290.0,-60.94999999999999,,,,,
749291.0,-60.94999999999999,-8.32,,,,
749309.0,,,,453.0,,
749340.0,-60.94999999999999,,,,,
749347.85,,,232.79,,,
749352.0,-60.94999999999999,-8.14,,,,
749390.0,-61.14999999999998,,,,,
749412.0,-61.14999999999998,-7.9,,,,
749440.0,-61.349999999999966,,,,,
749475.0,-61.349999999999966,-8.89,,,,
749492.0,-62.04999999999998,,,,,
749537.0,-62.04999999999998,-8.24,,,,
749543.0,-60.14999999999998,,,,,
749594.0,-60.14999999999998,-7.3,,,,
749595.0,-62.24999999999997,,,,,
749629.0,,,,457.0,,
749645.0,-62.64999999999998,,,,,
749651.0,-62.64999999999998,-7.59,,,,
749695.0,-60.349999999999966,,,,,
749706.0,-60.349999999999966,-7.05,,,,
749745.19,,,239.46,,,
749746.0,-60.94999999999999,,,,,
749764.0,-60.94999999999999,-8.05,,,,
749792.0,-60.44999999999999,,,,,
749819.0,-60.44999999999999,-6.94,,,,
749838.0,-60.44999999999999,,,,,
749874.0,-60.44999999999999,-7.28,,,,
749884.0,-59.94999999999999,,,,,
749928.0,-59.94999999999999,-7.09,,,,
749931.0,-60.54999999999998,,,,,
749947.0,,,,432.0,,
749979.0,-60.54999999999998,,,,,
749981.0,-60.54999999999998,-6.6,,,,
749999.0,-60.54999999999998,,,,,
750026.0,-60.94999999999999,,,,,
750034.0,-60.94999999999999,-6.9,,,,
750075.0,-60.14999999999998,,,,,
750088.0,-60.14999999999998,-7.0,,,,
750124.0,-61.349999999999966,,,,,
750141.0,-61.349999999999966,-6.65,,,,
750144.35,,,237.56,,,
750173.0,-61.54999999999998,,,,,
750193.0,-61.54999999999998,-6.84,,,,
750225.0,-61.64999999999998,,,,,
750227.0,,,,432.0,,
750246.0,-61.64999999999998,-6.71,,,,
750277.0,-61.24999999999997,,,,,
750294.0,-61.24999999999997,-5.85,,,,
750329.0,-62.44999999999999,,,,,
750347.0,-62.44999999999999,-6.88,,,,
750381.0,-61.54999999999998,,,,,
750400.0,-61.54999999999998,-6.78,,,,
750434.0,-61.74999999999997,,,,,
750455.0,-61.74999999999997,-7.19,,,,
750485.0,,,,431.0,,
750487.0,-62.64999999999998,,,,,
750508.0,-62.64999999999998,-7.05,,,,
750542.0,-62.24999999999997,,,,,
750558.0,-62.24999999999997,-6.04,,,,
750558.83,,,235.02,,,
750597.0,-62.64999999999998,,,,,
750607.0,-62.64999999999998,-6.01,,,,
750652.0,-62.44999999999999,,,,,
750656.0,-62.44999999999999,-6.21,,,,
750708.0,-63.14999999999998,-6.41,,,,
750740.0,,,,449.0,,
750760.0,-63.14999999999998,-7.09,,,,
750764.0,-62.849999999999966,,,,,
750789.0,,,227.3,,,
750808.0,-62.849999999999966,-5.25,,,,
750820.0,-62.14999999999998,,,,,
750862.0,-62.14999999999998,-7.27,,,,
750875.0,-62.44999999999999,,,,,
750909.13,,,225.17,,,
750916.0,-62.44999999999999,-7.72,,,,
750930.0,-61.849999999999966,,,,,
750965.0,-61.849999999999966,-5.41,,,,
750972.0,,,,482.0,,
750985.0,-63.24999999999997,,,,,
750999.0,-63.24999999999997,,,,,
751012.0,-63.24999999999997,-5.98,,,,
751043.0,-63.74999999999997,,,,,
751059.0,-63.74999999999997,-5.53,,,,
751101.0,-63.44999999999999,,,,,
751105.0,-63.44999999999999,-5.5,,,,
751150.0,-63.44999999999999,-5.05,,,,
751159.0,-62.14999999999998,,,,,
751197.0,-62.14999999999998,-5.63,,,,
751205.0,,,,475.0,,
751221.0,-63.74999999999997,,,,,
751244.0,-63.74999999999997,-5.61,,,,
751284.0,-63.849999999999966,,,,,
751292.0,-63.849999999999966,-6.04,,,,
751338.0,-63.849999999999966,-5.2,,,,
751346.0,-64.14999999999998,,,,,
751388.0,-64.14999999999998,-6.41,,,,
751393.0,,,,470.0,,
751410.0,-63.64999999999998,,,,,
751410.74,,,220.33,,,
751439.0,-63.64999999999998,-6.61,,,,
751474.0,-64.54999999999998,,,,,
751491.0,-64.54999999999998,-6.69,,,,
751538.0,-63.74999999999997,,,,,
751542.0,-63.74999999999997,-6.28,,,,
751597.0,-63.74999999999997,-7.55,,,,
751602.0,-64.64999999999998,,,,,
751648.0,-64.64999999999998,-6.66,,,,
751666.0,-63.849999999999966,,,,,
751667.0,,,,473.0,,
751701.0,-63.849999999999966,-6.79,,,,
751730.0,-63.849999999999966,,,,,
751757.0,-63.849999999999966,-7.72,,,,
751785.84,,,215.55,,,
751791.0,-64.34999999999997,,,,,
751813.0,-64.34999999999997,-7.34,,,,
751852.0,-63.04999999999998,,,,,
751869.0,-63.04999999999998,-7.69,,,,
751905.0,,,,490.0,,
751913.0,-63.44999999999999,,,,,
751925.0,-63.44999999999999,-7.49,,,,
751970.0,-62.64999999999998,,,,,
751984.0,-62.64999999999998,-8.07,,,,
751999.0,-62.64999999999998,,,,,
752027.0,-63.04999999999998,,,,,
752042.0,-63.04999999999998,-7.94,,,,
752084.0,-62.44999999999999,,,,,
752097.0,-62.44999999999999,-7.27,,,,
752141.0,-62.74999999999997,,,,,
752152.0,-62.74999999999997,-7.58,,,,
752198.0,-62.94999999999999,,,,,
752206.0,-62.94999999999999,-6.91,,,,
752245.98,,,211.26,,,
752252.0,,,,450.0,,
752255.0,-62.64999999999998,,,,,
752265.0,-62.64999999999998,-8.34,,,,
752322.0,-64.14999999999998,,,,,
752327.0,-64.14999999999998,-8.8,,,,
752388.0,-64.34999999999997,-8.49,,,,
752444.0,-64.34999999999997,-7.26,,,,
752454.0,-64.44999999999999,,,,,
752478.0,,,,462.0,,
752506.0,-64.44999999999999,-8.89,,,,
752516.0,-63.94999999999999,,,,,
752570.0,-63.94999999999999,-8.99,,,,
752577.0,-63.14999999999998,,,,,
752634.0,-63.14999999999998,-9.22,,,,
752638.0,-63.44999999999999,,,,,
752697.0,-63.44999999999999,-8.75,,,,
752698.0,-63.74999999999997,,,,,
752756.47,,,205.42,,,
752758.0,-61.94999999999999,,,,,
752764.0,-61.94999999999999,-9.67,,,,
752818.0,-64.14999999999998,,,,,
752829.0,-64.14999999999998,-8.85,,,,
752862.0,,,,460.0,,
752880.0,-63.94999999999999,,,,,
752895.0,-63.94999999999999,-9.71,,,,
752942.0,-63.94999999999999,,,,,
752959.0,-63.94999999999999,-8.92,,,,
752999.0,-63.94999999999999,,,,,
753004.0,-62.64999999999998,,,,,
753022.0,-62.64999999999998,-8.96,,,,
753068.0,-63.64999999999998,,,,,
753087.0,-63.64999999999998,-9.42,,,,
753132.0,-64.24999999999997,,,,,
753146.0,-64.24999999999997,-8.14,,,,
753154.0,,,,474.0,,
753195.0,-63.74999999999997,,,,,
753207.0,-63.74999999999997,-8.6,,,,
753218.01,,,203.43,,,
753260.0,-63.64999999999998,,,,,
753264.0,-63.64999999999998,-7.77,,,,
753321.0,-63.64999999999998,-8.15,,,,
753325.0,-64.24999999999997,,,,,
753378.0,-64.24999999999997,-7.59,,,,
753390.0,-64.04999999999998,,,,,
753435.0,-64.04999999999998,-7.92,,,,
753455.0,-64.24999999999997,,,,,
753492.0,-64.24999999999997,-8.04,,,,
753521.0,-63.64999999999998,,,,,
753549.0,-63.64999999999998,-7.79,,,,
753559.0,,,,456.0,,
753586.0,-64.44999999999999,,,,,
753614.0,-64.44999999999999,-9.31,,,,
753650.0,-63.849999999999966,,,,,
753680.0,-63.849999999999966,-9.51,,,,
753691.8099999999,,,200.17,,,
753714.0,-63.349999999999966,,,,,
753747.0,-63.349999999999966,-9.63,,,,
753778.0,-64.04999999999998,,,,,
753802.0,,,,451.0,,
753809.0,-64.04999999999998,-9.06,,,,
753842.0,-64.04999999999998,,,,,
753869.0,-64.04999999999998,-8.27,,,,
753905.0,-63.24999999999997,,,,,
753930.0,-63.24999999999997,-8.6,,,,
753969.0,-63.44999999999999,,,,,
753990.0,-63.44999999999999,-8.87,,,,
753999.0,-63.44999999999999,,,,,
