year reset,temp cffill mod,anom c mod,co2 mean
689570.0,-57.24999999999997,,
689608.0,-57.24999999999997,-1.33,
689626.0,-56.94999999999999,,
689630.0,,,
689661.0,-56.94999999999999,-1.66,
689679.0,-56.24999999999997,,
689715.0,-56.24999999999997,-1.52,
689732.0,-56.54999999999998,,
689772.0,-56.54999999999998,-2.6,
689785.0,-56.44999999999999,,
689830.0,-56.44999999999999,-2.85,
689842.0,-57.54999999999998,,
689861.76,,,232.28
689883.0,-57.54999999999998,-1.38,
689898.0,-57.74999999999997,,
689932.0,,,
689937.0,-57.74999999999997,-1.78,
689955.0,-56.24999999999997,,
689990.0,-56.24999999999997,-1.76,
689999.0,-56.24999999999997,,
690009.0,-56.74999999999997,,
690043.0,-56.74999999999997,-1.52,
690063.0,-56.64999999999998,,
690096.0,-56.64999999999998,-1.59,
690110.0,,,228.9
690117.0,-56.44999999999999,,
690146.0,-56.44999999999999,-1.09,
690169.0,-56.54999999999998,,
690197.0,-56.54999999999998,-1.13,
690214.0,,,
690222.0,-56.04999999999998,,
690246.0,-56.04999999999998,-0.69,
690274.0,-56.04999999999998,,
690297.0,-56.04999999999998,-1.17,
690326.0,-55.64999999999998,,
690350.0,-55.64999999999998,-1.67,
690379.0,-56.14999999999998,,
690383.0,,,240.4
690396.0,-56.14999999999998,-0.12,
690431.0,-56.64999999999998,,
690442.0,-56.64999999999998,-0.23,
690478.0,-55.04999999999998,,
690485.0,-55.04999999999998,0.75,
690487.0,,,
690509.0,,,245.0
690515.8,,,241.13
690525.0,-55.24999999999997,,
690530.0,-55.24999999999997,0.07,
690572.0,-54.24999999999997,,
690574.0,-54.24999999999997,0.49,
690618.0,-54.94999999999999,,
690619.0,-54.94999999999999,0.4,
690665.0,-54.54999999999998,-0.32,
690710.0,-54.54999999999998,0.35,
690711.0,-54.94999999999999,,
690725.0,,,
690753.0,-54.94999999999999,0.77,
690757.0,-55.349999999999966,,
690797.0,-55.349999999999966,0.4,
690804.0,-54.64999999999998,,
690840.0,-54.64999999999998,0.46,
690850.0,-54.24999999999997,,
690884.0,-54.24999999999997,0.63,
690896.0,-54.64999999999998,,
690928.0,-54.64999999999998,0.42,
690941.0,-54.54999999999998,,
690963.0,,,
690973.0,-54.54999999999998,-0.18,
690987.0,-54.44999999999999,,
690999.0,-54.44999999999999,,
691016.0,-54.44999999999999,0.9,
691019.64,,,250.84
691033.0,-54.64999999999998,,
691058.0,-54.64999999999998,0.81,
691080.0,-55.24999999999997,,
691100.0,-55.24999999999997,1.0,
691126.0,-54.14999999999998,,
691141.0,-54.14999999999998,1.04,
691170.0,-54.24999999999997,,
691183.0,-54.24999999999997,0.89,
691198.0,,,
691215.0,-54.04999999999998,,
691224.0,-54.04999999999998,1.34,
691259.0,-54.04999999999998,,
691263.0,-54.04999999999998,1.55,
691301.0,-54.04999999999998,2.15,
691302.0,-54.24999999999997,,
691342.0,-54.24999999999997,1.14,
691345.0,-53.74999999999997,,
691382.0,-53.74999999999997,0.77,
691388.0,-53.54999999999998,,
691421.0,-53.54999999999998,3.25,
691429.0,,,
691431.0,-52.94999999999999,,
691458.0,-52.94999999999999,1.64,
691464.97,,,251.84
691473.0,-53.94999999999999,,
691497.0,-53.94999999999999,1.67,
691516.0,-54.349999999999966,,
691533.0,-54.349999999999966,2.75,
691557.0,-51.94999999999999,,
691570.0,-51.94999999999999,2.61,
691599.0,-53.44999999999999,,
691605.0,,,
691607.0,-53.44999999999999,1.91,
691640.0,-53.44999999999999,,
691644.0,-53.44999999999999,2.19,
691680.0,-52.44999999999999,2.82,
691716.0,-52.44999999999999,2.12,
691719.0,-52.54999999999998,,
691755.0,-52.54999999999998,1.57,
691759.0,-53.24999999999997,,
691789.0,-53.24999999999997,3.39,
691799.0,-52.94999999999999,,
691825.0,-52.94999999999999,2.91,
691827.0,,,
691838.0,-51.849999999999966,,
691861.0,-51.849999999999966,2.72,
691878.0,-53.04999999999998,,
691897.0,-53.04999999999998,2.31,
691917.0,-53.64999999999998,,
691931.0,-53.64999999999998,3.35,
691957.0,-51.849999999999966,,
691965.0,-51.849999999999966,3.08,
691996.0,-52.349999999999966,,
691999.0,-52.349999999999966,,
692000.0,-52.349999999999966,2.92,
692032.0,,,
692034.0,-52.349999999999966,3.31,
692035.0,-52.94999999999999,,
692068.0,-52.94999999999999,3.7,
692073.0,-52.44999999999999,,
692102.0,,,259.0
692104.0,-52.44999999999999,2.42,
692112.0,-51.849999999999966,,
692142.0,-51.849999999999966,1.93,
692150.0,-52.14999999999998,,
692177.0,-52.14999999999998,3.08,
692182.36,,,260.61
692186.0,,,257.9
692188.0,-52.349999999999966,,
692209.0,,,
692211.0,-52.349999999999966,3.37,
692226.0,-51.94999999999999,,
692244.0,-51.94999999999999,3.46,
692266.0,-51.54999999999998,,
692278.0,-51.54999999999998,3.32,
692305.0,-52.849999999999966,,
692312.0,-52.849999999999966,3.26,
692345.0,-53.349999999999966,3.77,
692379.0,-53.349999999999966,3.06,
692383.0,-52.24999999999997,,
692393.0,,,
692413.0,-52.24999999999997,3.44,
692420.0,-51.94999999999999,,
692445.0,-51.94999999999999,4.35,
692458.0,-51.849999999999966,,
692480.0,-51.849999999999966,2.88,
692495.0,-51.94999999999999,,
692498.0,,,263.4
692515.0,-51.94999999999999,2.98,
692533.0,-52.04999999999998,,
692551.0,-52.04999999999998,2.65,
692564.0,,,
692570.0,-51.54999999999998,,
692582.0,-51.54999999999998,4.56,
692607.0,-52.24999999999997,,
692614.0,-52.24999999999997,3.77,
692643.0,-51.849999999999966,,
692647.0,-51.849999999999966,3.8,
692680.0,-50.94999999999999,4.09,
692692.0,,,264.1
692713.0,-50.94999999999999,3.12,
692719.0,-52.44999999999999,,
692741.0,,,
692748.0,-52.44999999999999,3.38,
692759.0,-52.349999999999966,,
692759.96,,,268.44
692780.0,-52.349999999999966,4.61,
692798.0,-52.74999999999997,,
692814.0,-52.74999999999997,3.66,
692833.0,-50.849999999999966,,
692847.0,-50.849999999999966,3.52,
692869.0,-51.64999999999998,,
692882.0,-51.64999999999998,2.35,
692904.0,-51.54999999999998,,
692916.0,-51.54999999999998,3.88,
692917.0,,,
692941.0,-51.349999999999966,,
692949.0,-51.349999999999966,3.79,
692960.0,,,271.08
692972.0,,,282.6
692979.0,-52.24999999999997,,
692983.0,-52.24999999999997,3.16,
692999.0,-52.24999999999997,,
693016.0,-52.04999999999998,4.51,
693047.0,-52.04999999999998,4.59,
693053.0,-51.54999999999998,,
693079.0,-51.54999999999998,4.3,
693088.0,,,
693090.0,-51.74999999999997,,
693112.0,-51.74999999999997,3.34,
693127.0,-51.94999999999999,,
693144.0,-51.94999999999999,3.96,
693165.0,-52.74999999999997,,
693176.0,-52.74999999999997,5.46,
693203.0,-51.54999999999998,,
693207.0,-51.54999999999998,4.84,
693229.0,,,286.8
693240.0,-51.54999999999998,3.66,
693241.0,-51.64999999999998,,
693253.0,,,
693271.0,-51.64999999999998,3.1,
693278.0,-52.24999999999997,,
693301.0,-52.24999999999997,3.84,
693314.0,-51.64999999999998,,
693332.0,-51.64999999999998,4.86,
693351.0,-50.849999999999966,,
693364.0,-50.849999999999966,4.06,
693371.27,,,285.76
693387.0,-51.14999999999998,,
693395.0,-51.14999999999998,4.71,
693415.0,,,
693424.0,-52.14999999999998,,
693426.0,-52.14999999999998,4.79,
693458.0,-52.14999999999998,3.46,
693460.0,-51.54999999999998,,
693466.0,,,287.1
693489.0,-51.54999999999998,4.08,
693494.0,,,274.0
693496.0,-50.04999999999998,,
693521.0,-50.04999999999998,2.9,
693532.0,-52.24999999999997,,
693554.0,-52.24999999999997,4.0,
693568.0,-51.64999999999998,,
693589.0,-51.64999999999998,4.79,
693603.0,-50.849999999999966,,
693623.0,-50.849999999999966,2.56,
693637.0,-50.74999999999997,,
693656.0,-50.74999999999997,4.38,
693665.33,,,280.72
693672.0,-50.849999999999966,,
693691.0,-50.849999999999966,3.26,
693707.0,-52.04999999999998,,
693725.0,-52.04999999999998,3.47,
693730.0,,,
693743.0,-50.849999999999966,,
693759.0,-50.849999999999966,3.2,
693778.0,-50.74999999999997,,
693791.0,-50.74999999999997,3.97,
693813.0,-51.54999999999998,,
693813.52,,,276.03
693825.0,-51.54999999999998,3.36,
693849.0,-51.04999999999998,,
693859.0,-51.04999999999998,4.43,
693884.0,-51.349999999999966,,
693891.0,-51.349999999999966,4.32,
693905.0,,,
693922.0,-51.54999999999998,,
693925.0,-51.54999999999998,3.93,
693931.0,,,275.6
693959.0,-52.94999999999999,3.36,
693992.0,-52.94999999999999,4.4,
693997.0,-51.14999999999998,,
693999.0,-51.14999999999998,,
694028.0,-51.14999999999998,2.81,
694035.0,-52.44999999999999,,
694064.0,,,
694065.0,-52.44999999999999,3.25,
694072.0,-52.349999999999966,,
694103.0,-52.349999999999966,3.59,
694110.0,-52.14999999999998,,
694140.0,-52.14999999999998,2.95,
694147.0,-51.74999999999997,,
694178.0,-51.74999999999997,2.04,
694183.0,-51.54999999999998,,
694201.0,,,
694216.0,-51.54999999999998,2.95,275.3
694220.0,-52.24999999999997,,
694242.0,,,
694252.0,-52.24999999999997,2.77,
694256.0,-51.94999999999999,,
694290.0,-51.94999999999999,2.44,
694293.0,-51.349999999999966,,
694326.0,-51.349999999999966,3.33,
694329.0,-52.14999999999998,,
694334.45,,,276.88
694362.0,-52.14999999999998,2.98,
694366.0,-52.349999999999966,,
694401.0,-52.349999999999966,2.08,
694402.0,-51.24999999999997,,
694417.0,,,
694439.0,-52.849999999999966,,
694441.0,-52.849999999999966,1.89,
694479.0,-52.44999999999999,,
694481.0,-52.44999999999999,1.66,
694519.0,-52.44999999999999,2.86,
694520.0,-53.849999999999966,,
694524.17,,,275.78
694557.0,-53.849999999999966,2.61,
694560.0,-52.74999999999997,,
694595.0,-52.74999999999997,2.25,
694600.0,-53.64999999999998,,
694610.0,,,
694635.0,-53.64999999999998,2.16,
694639.0,-52.74999999999997,,
694674.0,-52.74999999999997,1.9,
694679.0,-52.94999999999999,,
694706.0,,,262.6
694712.0,-52.94999999999999,2.65,
694718.0,-53.24999999999997,,
694748.0,-53.24999999999997,3.2,
694756.0,-52.349999999999966,,
694785.0,-52.349999999999966,2.79,
694795.0,-52.74999999999997,,
694808.0,,,
694823.0,-52.74999999999997,2.14,
694837.0,-53.64999999999998,,
694860.0,-53.64999999999998,3.18,
694875.97,,,274.93
694878.0,-53.849999999999966,,
694898.0,-53.849999999999966,2.53,
694920.0,-54.04999999999998,,
694934.0,-54.04999999999998,3.21,
694952.0,,,262.5
694960.0,-52.849999999999966,,
694972.0,-52.849999999999966,2.29,
694982.0,,,
694999.0,-53.14999999999998,,
695011.0,-53.14999999999998,2.14,
695039.0,-53.54999999999998,,
695049.0,-53.54999999999998,2.6,
695080.0,-53.64999999999998,,
695089.0,-53.64999999999998,2.39,
695120.0,-53.849999999999966,,
695130.0,-53.849999999999966,1.5,
695138.09,,,273.02
695159.0,,,
695161.0,-53.14999999999998,,
695170.0,-53.14999999999998,1.91,
695200.0,-52.54999999999998,,
695212.0,-52.54999999999998,1.77,
695238.0,-52.94999999999999,,
695240.0,,,267.1
695255.0,-52.94999999999999,1.16,
695277.0,-53.64999999999998,,
695297.0,-53.64999999999998,1.33,
695315.0,-52.64999999999998,,
695344.0,-52.64999999999998,0.49,
695351.0,,,
695354.0,-53.24999999999997,,
695390.0,-53.24999999999997,0.33,
695392.0,-52.54999999999998,,
695432.0,-53.54999999999998,,
695435.0,-53.54999999999998,1.11,
695471.0,-53.64999999999998,,
695479.0,-53.64999999999998,0.43,
695491.0,,,273.7
695511.0,-53.24999999999997,,
695520.0,-53.24999999999997,2.06,
695553.0,-53.44999999999999,,
695561.0,-53.44999999999999,2.06,
695566.0,,,
695594.0,-54.349999999999966,,
695605.0,-54.349999999999966,0.91,
695636.0,-53.94999999999999,,
695649.0,-53.94999999999999,0.84,
695680.0,-54.04999999999998,,
695690.0,-54.04999999999998,2.14,
695723.0,-54.64999999999998,,
695732.0,-54.64999999999998,0.79,
695767.0,-54.54999999999998,,
695774.0,-54.54999999999998,2.28,
695779.0,,,
695814.0,-55.349999999999966,,
695816.0,-55.349999999999966,1.11,
695824.3,,,275.15
695860.0,-55.349999999999966,1.08,
695861.0,-55.54999999999998,,
695903.0,-55.54999999999998,1.39,
695908.0,-54.74999999999997,,
695944.0,-54.74999999999997,2.09,
695951.0,-55.44999999999999,,
695973.0,,,
695990.0,-55.44999999999999,0.21,
695994.0,-53.74999999999997,,
695999.0,-53.74999999999997,,
696035.0,-53.74999999999997,0.59,
696037.0,-53.74999999999997,,
696078.0,-53.74999999999997,1.62,
696081.0,-54.94999999999999,,
696121.0,-54.94999999999999,1.08,
696125.0,-55.04999999999998,,
696164.0,-55.04999999999998,1.5,
696169.0,-53.74999999999997,,
696204.0,,,
696206.0,-53.74999999999997,1.33,
696212.0,-55.04999999999998,,
696249.0,-55.04999999999998,1.27,
696256.0,-53.64999999999998,,
696292.0,-53.64999999999998,1.14,
696299.0,-54.74999999999997,,
696332.0,-54.74999999999997,1.99,
696342.0,-54.849999999999966,,
696373.0,-54.849999999999966,2.03,
696386.0,-54.44999999999999,,
696402.0,,,
696404.0,,,277.1
696414.0,-54.44999999999999,1.68,
696429.0,-53.74999999999997,,
696455.0,-53.74999999999997,1.9,
696475.0,-55.64999999999998,,
696499.0,-55.64999999999998,0.96,
696521.0,-55.349999999999966,,
696541.0,-55.349999999999966,1.44,
696545.37,,,276.81
696567.0,-54.24999999999997,,
696576.0,,,273.0
696582.0,-54.24999999999997,1.74,
696611.0,-54.849999999999966,,
696613.0,,,
696623.0,-54.849999999999966,2.01,
696655.0,-54.44999999999999,,
696666.0,-54.44999999999999,1.27,
696699.0,-54.54999999999998,,
696709.0,-54.54999999999998,0.92,
696742.0,-54.64999999999998,,
696750.0,-54.64999999999998,2.05,
696757.0,,,279.7
696785.0,-54.74999999999997,,
696795.0,-54.74999999999997,0.81,
696817.0,,,
696828.0,-53.74999999999997,,
696837.0,-53.74999999999997,1.11,
696870.0,-53.849999999999966,,
696878.0,-53.849999999999966,2.23,
696912.0,-54.24999999999997,,
696918.0,-54.24999999999997,1.57,
696954.0,-54.04999999999998,,
696957.0,-54.04999999999998,2.73,
696997.0,-54.94999999999999,2.1,
696999.0,-54.94999999999999,,
697016.0,,,
697020.55,,,275.52
697039.0,-54.94999999999999,1.71,
697041.0,-54.44999999999999,,
697049.0,,,266.3
697084.0,-54.14999999999998,0.6,
697127.0,-53.94999999999999,0.87,
697168.0,-53.94999999999999,2.13,
697171.0,-54.64999999999998,,
697184.0,,,
697210.0,-54.64999999999998,1.85,
697214.0,-55.04999999999998,,
697253.0,-55.04999999999998,0.84,
697258.0,-53.849999999999966,,
697296.0,-53.849999999999966,1.54,
697302.0,-55.14999999999998,,
697337.0,-55.14999999999998,1.39,
697346.0,-54.849999999999966,,
697376.0,-54.849999999999966,2.92,
697387.0,-53.74999999999997,,
697414.0,-53.74999999999997,2.11,
697428.0,-54.349999999999966,,
697433.48,,,281.54
697448.0,,,
697453.0,-54.349999999999966,2.48,
697469.0,-53.24999999999997,,
697493.0,-53.24999999999997,1.93,
697512.0,-53.849999999999966,,
697529.0,-53.849999999999966,3.66,
697555.0,-54.24999999999997,,
697565.0,-54.24999999999997,2.96,
697581.0,,,266.6
697598.0,-55.349999999999966,,
697603.0,-55.349999999999966,2.5,
697625.0,,,268.7
697638.0,-55.349999999999966,3.77,
697641.0,-55.14999999999998,,
697645.0,,,
697675.0,-55.14999999999998,2.33,
697684.0,-53.849999999999966,,
697714.0,-53.849999999999966,2.46,
697727.0,-54.14999999999998,,
697752.0,-54.14999999999998,2.51,
697771.0,-55.14999999999998,,
697797.0,-55.14999999999998,0.83,
697814.0,-54.44999999999999,,
697838.0,-54.44999999999999,1.62,
697840.0,,,
697858.0,-54.54999999999998,,
697877.0,-54.54999999999998,2.47,
697878.52,,,275.87
697898.0,-53.04999999999998,,
697917.0,-53.04999999999998,2.04,
697937.0,-53.849999999999966,,
697956.0,-53.849999999999966,2.31,
697977.0,-53.54999999999998,,
697993.0,-53.54999999999998,3.12,
697999.0,-53.54999999999998,,
698015.0,-54.04999999999998,,
698033.0,-54.04999999999998,1.52,
698038.0,,,
698054.0,-52.349999999999966,,
698073.0,-52.349999999999966,2.32,
698092.0,-53.04999999999998,,
698112.0,-53.04999999999998,2.3,
698130.0,-53.54999999999998,,
698150.0,-53.54999999999998,2.73,
698168.0,-52.14999999999998,,
698189.0,-52.14999999999998,2.39,
698206.0,-53.64999999999998,,
698207.09,,,274.6
698231.0,-53.64999999999998,1.3,
698248.0,-53.54999999999998,,
698249.0,,,
698272.0,-53.54999999999998,1.48,
698289.0,-53.54999999999998,,
698311.0,-53.54999999999998,3.01,
698331.0,-55.24999999999997,,
698352.0,-55.24999999999997,1.48,
698373.0,-54.44999999999999,,
698392.0,-54.44999999999999,2.2,
698414.0,-53.54999999999998,,
698433.0,-53.54999999999998,1.09,
698450.0,,,
698456.0,-53.94999999999999,,
698474.0,-53.94999999999999,2.55,
698496.0,-53.74999999999997,,
698515.0,-53.74999999999997,1.29,
698537.0,-52.94999999999999,,
698557.0,-52.94999999999999,1.74,
698577.0,-54.54999999999998,,
698596.0,-54.54999999999998,2.37,
698617.0,-53.74999999999997,,
698636.0,-53.74999999999997,2.45,
698656.0,,,
698658.0,-53.74999999999997,,
698678.0,-53.74999999999997,0.52,
698698.0,-53.349999999999966,,
698720.0,-53.349999999999966,2.32,
698740.0,-53.64999999999998,,
698760.0,-53.64999999999998,1.65,
698768.0,,,276.4
698783.0,-54.74999999999997,,
698800.0,-54.74999999999997,2.14,
698824.05,,,279.16
698825.0,-54.54999999999998,,
698835.0,,,
698839.0,-54.54999999999998,2.09,
698867.0,-53.04999999999998,,
698880.0,-53.04999999999998,2.44,
698909.0,-54.54999999999998,,
698920.0,-54.54999999999998,1.07,
698951.0,-53.849999999999966,,
698960.0,-53.849999999999966,2.34,
698994.0,-54.94999999999999,,
698998.0,-54.94999999999999,2.71,
698999.0,-54.94999999999999,,
699037.0,-53.54999999999998,2.53,
699071.0,,,
699077.0,-53.54999999999998,1.65,
699080.0,-54.74999999999997,,
699117.0,-54.74999999999997,2.06,
699122.0,-54.349999999999966,,
699157.0,-54.349999999999966,2.21,
699164.0,-53.74999999999997,,
699197.0,-53.74999999999997,2.06,
699206.0,-53.64999999999998,,
699237.0,-53.64999999999998,1.78,
699249.0,-55.54999999999998,,
699278.0,-55.54999999999998,1.73,
699283.0,,,
699293.0,-53.74999999999997,,
699319.0,-53.74999999999997,1.99,
699336.0,-54.44999999999999,,
699360.0,-54.44999999999999,1.66,
699378.0,-53.94999999999999,,
699403.0,-53.94999999999999,1.28,
699419.0,-53.94999999999999,,
699443.0,-53.94999999999999,2.18,
699461.0,-53.64999999999998,,
699481.0,,,
699482.0,-53.64999999999998,2.71,
699494.0,,,272.1
699502.0,-55.04999999999998,,
699522.0,-55.04999999999998,1.72,
699544.0,-53.74999999999997,,
699545.64,,,279.0
699561.0,-53.74999999999997,2.31,
699585.0,-53.349999999999966,,
699601.0,-53.349999999999966,2.06,
699627.0,-53.54999999999998,,
699643.0,-53.54999999999998,1.8,
699669.0,-54.44999999999999,,
699677.0,,,
699686.0,-54.44999999999999,1.23,
699711.0,-54.04999999999998,,
699728.0,-54.04999999999998,1.71,
699738.0,,,278.25
699753.0,-53.849999999999966,,
699770.0,-53.849999999999966,1.09,
699795.0,-54.04999999999998,,
699813.0,-54.04999999999998,1.5,
699837.0,-54.349999999999966,,
699856.0,-54.349999999999966,1.24,
699880.0,-54.349999999999966,,
699891.0,,,
699901.0,-54.349999999999966,0.47,
699923.0,-54.14999999999998,,
699943.0,-54.14999999999998,1.46,
699966.0,-54.44999999999999,,
699983.0,-54.44999999999999,2.14,
699996.03,,,276.61
699999.0,-54.44999999999999,,
700009.0,-54.849999999999966,,
700024.0,-54.849999999999966,1.69,
700051.0,-54.44999999999999,,
700065.0,-54.44999999999999,1.52,
700094.0,-53.44999999999999,,
700096.0,,,
700106.0,-53.44999999999999,1.67,
700136.0,-54.349999999999966,,
700145.0,-54.349999999999966,2.36,
700177.0,-53.849999999999966,,
700185.0,-53.849999999999966,2.23,
700219.0,-54.04999999999998,,
700227.0,-54.04999999999998,0.98,
700263.0,-54.74999999999997,,
700268.0,-54.74999999999997,1.68,
700302.0,,,
700306.0,-54.74999999999997,2.88,
700308.0,-54.849999999999966,,
700346.0,-54.849999999999966,1.87,
700352.0,-54.44999999999999,,
700385.0,-54.44999999999999,2.33,
700397.0,-55.04999999999998,,
700411.98,,,279.48
700426.0,-55.04999999999998,1.55,
700442.0,-54.64999999999998,,
700468.0,-54.64999999999998,1.37,
700487.0,-54.849999999999966,,
700504.0,,,
700510.0,-54.849999999999966,1.55,
700531.0,-55.64999999999998,,
700552.0,-55.64999999999998,1.38,
700576.0,-54.64999999999998,,
700594.0,-54.64999999999998,1.39,
700620.0,-53.94999999999999,,
700635.0,-53.94999999999999,1.22,
700663.0,-54.44999999999999,,
700676.0,-54.44999999999999,2.49,
700707.0,-54.64999999999998,,
700715.0,,,
700717.0,-54.64999999999998,1.08,
700750.0,-54.44999999999999,,
700760.0,-54.44999999999999,1.15,
700792.0,-53.74999999999997,,
700798.0,-53.74999999999997,2.5,
700821.0,,,277.6
700835.0,-53.94999999999999,,
700839.0,-53.94999999999999,1.87,
700877.0,-55.14999999999998,,
700880.0,-55.14999999999998,1.58,
700919.0,-54.44999999999999,,
700921.0,-54.44999999999999,1.42,
700923.0,,,
700960.0,-53.24999999999997,,
700963.0,-53.24999999999997,1.59,
700999.0,-53.24999999999997,,
701002.0,-54.24999999999997,,
701005.0,-54.24999999999997,1.31,
701045.0,-53.849999999999966,1.85,
701087.0,-54.54999999999998,,
701088.0,-54.54999999999998,1.12,
701125.0,,,
701130.0,-54.74999999999997,,
701131.0,-54.74999999999997,1.02,
701174.0,-54.54999999999998,1.28,
701218.0,-54.54999999999998,0.96,
701219.0,-54.74999999999997,,
701262.0,-54.74999999999997,0.71,
701263.0,-54.74999999999997,,
701295.09,,,276.82
701305.0,-54.74999999999997,0.99,
701306.0,-54.94999999999999,,
701341.0,,,
701347.0,-54.94999999999999,1.38,
701350.0,-53.64999999999998,,
701390.0,-53.64999999999998,1.14,
701393.0,-55.04999999999998,,
701434.0,-55.04999999999998,0.79,
701435.0,-54.94999999999999,,
701456.0,,,265.2
701476.0,-54.94999999999999,1.47,
701478.0,-53.64999999999998,,
701518.0,-53.64999999999998,1.25,
701520.0,-54.24999999999997,,
701559.0,-54.24999999999997,1.54,
701563.0,-54.54999999999998,,
701565.0,,,
701599.0,-54.54999999999998,1.9,
701607.0,-54.74999999999997,,
701643.0,-54.74999999999997,0.59,
701650.0,-54.54999999999998,,
701685.0,-54.54999999999998,1.98,
701693.88,,,268.73
701694.0,-54.849999999999966,,
701728.0,-54.849999999999966,0.59,
701737.0,-54.24999999999997,,
701768.0,,,
701771.0,-54.24999999999997,1.13,
701781.0,-55.04999999999998,,
701816.0,-55.04999999999998,0.84,
701826.0,-55.14999999999998,,
701861.0,-55.14999999999998,0.11,
701870.0,-54.849999999999966,,
701907.0,-54.849999999999966,0.47,
701915.0,-55.14999999999998,,
701950.0,-55.14999999999998,1.13,
701960.0,-55.44999999999999,,
701994.0,-55.44999999999999,0.66,
701996.0,,,
701999.0,-55.44999999999999,,
702005.0,-55.14999999999998,,
702037.0,-55.14999999999998,0.76,
702050.0,-54.74999999999997,,
702078.0,-54.74999999999997,2.11,
702094.0,-55.04999999999998,,
702119.0,-55.04999999999998,1.25,
702122.5,,,274.59
702139.0,-55.349999999999966,,
702163.0,-55.349999999999966,0.89,
702166.0,,,271.9
702183.0,-54.64999999999998,,
702208.0,-54.64999999999998,0.28,
702209.0,,,
702225.0,-54.94999999999999,,
702250.0,-54.94999999999999,1.37,
702268.0,-54.64999999999998,,
702294.0,-54.64999999999998,0.67,
702310.0,-54.24999999999997,,
702337.0,-54.24999999999997,1.29,
702354.0,-55.54999999999998,,
702383.0,-55.54999999999998,0.12,
702399.0,-54.14999999999998,,
702426.0,,,
702430.0,-54.14999999999998,-0.33,
702443.0,-55.54999999999998,,
702475.0,-55.54999999999998,0.87,
702489.0,-55.04999999999998,,
702521.0,-55.04999999999998,0.3,
702534.0,-55.349999999999966,,
702566.0,-55.349999999999966,0.28,
702580.0,-56.04999999999998,,
702595.48,,,267.74
702598.0,,,
702611.0,-56.04999999999998,0.72,
702625.0,-55.64999999999998,,
702656.0,-55.64999999999998,0.19,
702671.0,-55.04999999999998,,
702702.0,-55.04999999999998,0.32,
702716.0,-55.44999999999999,,
702746.0,-55.44999999999999,0.61,
702759.0,-55.349999999999966,,
702790.0,-55.349999999999966,0.56,
702801.0,-54.04999999999998,,
702833.0,-54.04999999999998,1.6,
702844.0,-54.849999999999966,,
702875.0,,,
702876.0,-54.849999999999966,0.16,
702888.0,-55.24999999999997,,
702920.0,-55.24999999999997,1.33,
702933.0,-55.849999999999966,,
702964.0,-55.849999999999966,0.41,
702977.0,-54.74999999999997,,
702999.0,-54.74999999999997,,
703009.0,-54.74999999999997,0.29,
703022.0,-55.44999999999999,,
703056.0,-55.44999999999999,-0.19,
703068.0,-54.849999999999966,,
703094.0,,,
703100.0,-54.849999999999966,0.75,
703113.0,-56.04999999999998,,
703147.0,-56.04999999999998,-0.07,
703159.0,-56.44999999999999,,
703179.73,,,277.72
703189.0,,,273.7
703195.0,-56.44999999999999,-0.35,
703206.0,-55.24999999999997,,
703243.0,-55.24999999999997,-0.09,
703252.0,-55.849999999999966,,
703289.0,-55.849999999999966,0.16,
703298.0,-55.849999999999966,,
703329.0,,,
703337.0,-55.849999999999966,-0.49,
703344.0,-55.44999999999999,,
703382.0,-55.44999999999999,0.7,
703390.0,-55.94999999999999,,
703426.0,-55.94999999999999,0.5,
703435.0,-55.849999999999966,,
703472.0,-55.849999999999966,0.43,
703480.0,-55.54999999999998,,
703520.0,-55.54999999999998,-0.7,
703525.0,-55.54999999999998,,
703567.0,-55.54999999999998,-0.32,
703569.0,-54.54999999999998,,
703612.0,-55.94999999999999,,
703614.0,-55.94999999999999,0.22,
703656.0,-54.74999999999997,,
703663.0,-54.74999999999997,-0.9,
703702.0,-55.74999999999997,,
703709.0,-55.74999999999997,0.05,
703747.0,-55.849999999999966,,
703751.0,-55.849999999999966,1.14,
703793.0,-56.349999999999966,,
703794.0,-56.349999999999966,0.73,
703802.0,,,
703837.0,-56.349999999999966,1.38,
703840.0,-55.349999999999966,,
703884.0,-55.349999999999966,-0.65,
703886.0,-56.14999999999998,,
703933.0,-56.44999999999999,-0.87,
703980.0,-56.349999999999966,,
703981.0,-56.349999999999966,0.09,
703999.0,-56.349999999999966,,
704022.0,,,
704027.0,-56.349999999999966,-0.41,
704028.0,-55.94999999999999,,
704073.0,-55.94999999999999,0.4,
704075.0,-56.54999999999998,,
704088.0,,,267.6
704120.0,-55.44999999999999,,
704121.0,-55.44999999999999,-0.51,
704165.0,-55.64999999999998,,
704168.0,-55.64999999999998,-0.5,
704210.0,-55.64999999999998,,
704214.0,-55.64999999999998,0.39,
704218.64,,,274.98
704258.0,-56.74999999999997,,
704261.0,-56.74999999999997,-0.37,
704305.0,-56.44999999999999,,
704308.0,-56.44999999999999,-0.39,
704353.0,-55.849999999999966,,
704356.0,-55.849999999999966,-0.2,
704398.0,-56.94999999999999,,
704405.0,-56.94999999999999,-0.76,
704444.0,-56.04999999999998,,
704453.0,-56.04999999999998,-0.7,
704489.0,-54.94999999999999,,
704498.0,-54.94999999999999,0.34,
704533.0,-55.349999999999966,,
704545.0,-55.349999999999966,-0.32,
704578.0,-54.74999999999997,,
704593.0,-54.74999999999997,-0.56,
