dmy float,dmy,irtemp c,min c,max c
1837.7349726775956,1837-09-26,,,
1837.7377049180327,1837-09-27,,,
1837.74043715847,1837-09-28,,,
1837.7431693989072,1837-09-29,,,
1837.7459016393443,1837-09-30,,,
1837.0273224043715,1837-01-10,,,
1837.1120218579235,1837-02-10,,,
1837.188524590164,1837-03-10,,,
1837.2732240437158,1837-04-10,,,
1837.3551912568305,1837-05-10,,,
1837.4398907103825,1837-06-10,,,
1837.5218579234972,1837-07-10,,,
1837.6065573770493,1837-08-10,,,
1837.691256830601,1837-09-10,,,
1837.7732240437158,1837-10-10,,,
1837.8579234972678,1837-11-10,,,
1837.9398907103825,1837-12-10,,,
1837.7814207650274,1837-10-13,,,
1837.7841530054645,1837-10-14,,,
1837.7868852459017,1837-10-15,,,
1837.7896174863388,1837-10-16,,,
1837.792349726776,1837-10-17,,,
1837.795081967213,1837-10-18,,,
1837.7978142076502,1837-10-19,,,
1837.8005464480875,1837-10-20,,,
1837.8032786885246,1837-10-21,,,
1837.8060109289618,1837-10-22,,,
1837.808743169399,1837-10-23,,,
1837.811475409836,1837-10-24,,,
1837.8142076502731,1837-10-25,,,
1837.8169398907103,1837-10-26,,,
1837.8196721311476,1837-10-27,,,
1837.8224043715848,1837-10-28,,,
1837.8251366120219,1837-10-29,,,
1837.827868852459,1837-10-30,,,
1837.8306010928961,1837-10-31,,,
1837.0300546448088,1837-01-11,,,
1837.1147540983607,1837-02-11,,,
1837.191256830601,1837-03-11,,,
1837.275956284153,1837-04-11,,,
1837.3579234972678,1837-05-11,,,
1837.4426229508197,1837-06-11,,,
1837.5245901639344,1837-07-11,,,
1837.6092896174864,1837-08-11,,,
1837.6939890710382,1837-09-11,,,
1837.775956284153,1837-10-11,,,
1837.860655737705,1837-11-11,,,
1837.9426229508197,1837-12-11,,,
1837.8661202185792,1837-11-13,,,
1837.8688524590164,1837-11-14,,,
1837.8715846994535,1837-11-15,,,
1837.8743169398906,1837-11-16,,,
1837.877049180328,1837-11-17,,,
1837.879781420765,1837-11-18,,,
1837.8825136612022,1837-11-19,,,
1837.8852459016393,1837-11-20,,,
1837.8879781420765,1837-11-21,,,
1837.8907103825136,1837-11-22,,,
1837.8934426229507,1837-11-23,,,
1837.896174863388,1837-11-24,,,
1837.8989071038252,1837-11-25,,,
1837.9016393442623,1837-11-26,,,
1837.9043715846994,1837-11-27,,,
1837.9071038251366,1837-11-28,,,
1837.9098360655737,1837-11-29,,,
1837.9125683060108,1837-11-30,,,
1837.032786885246,1837-01-12,,,
1837.1174863387978,1837-02-12,,,
1837.1939890710382,1837-03-12,,,
1837.27868852459,1837-04-12,,,
1837.360655737705,1837-05-12,,,
1837.4453551912568,1837-06-12,,,
1837.5273224043715,1837-07-12,,,
1837.6120218579235,1837-08-12,,,
1837.6967213114754,1837-09-12,,,
1837.77868852459,1837-10-12,,,
1837.863387978142,1837-11-12,,,
1837.9453551912568,1837-12-12,,,
1837.948087431694,1837-12-13,,,
1837.950819672131,1837-12-14,,,
1837.9535519125684,1837-12-15,,,
1837.9562841530055,1837-12-16,,,
1837.9590163934427,1837-12-17,,,
1837.9617486338798,1837-12-18,,,
1837.964480874317,1837-12-19,,,
1837.967213114754,1837-12-20,,,
1837.9699453551912,1837-12-21,,,
1837.9726775956285,1837-12-22,,,
1837.9754098360656,1837-12-23,,,
1837.9781420765028,1837-12-24,,,
1837.98087431694,1837-12-25,,,
1837.983606557377,1837-12-26,,,
1837.9863387978141,1837-12-27,,,
1837.9890710382513,1837-12-28,,,
1837.9918032786886,1837-12-29,,,
1837.9945355191257,1837-12-30,,,
1837.9972677595629,1837-12-31,,,
1838.0027322404371,1838-01-01,,,
1838.0874316939892,1838-02-01,,,
1838.1639344262296,1838-03-01,,,
1838.2486338797814,1838-04-01,,,
1838.3306010928961,1838-05-01,,,
1838.4153005464482,1838-06-01,,,
1838.4972677595629,1838-07-01,,,
1838.5819672131147,1838-08-01,,,
1838.6666666666667,1838-09-01,,,
1838.7486338797814,1838-10-01,,,
1838.8333333333333,1838-11-01,,,
1838.9153005464482,1838-12-01,,,
1838.035519125683,1838-01-13,,,
1838.0382513661202,1838-01-14,,,
1838.0409836065573,1838-01-15,,,
1838.0437158469945,1838-01-16,,,
1838.0464480874316,1838-01-17,,,
1838.049180327869,1838-01-18,,,
1838.051912568306,1838-01-19,,,
1838.0546448087432,1838-01-20,,,
1838.0573770491803,1838-01-21,,,
1838.0601092896175,1838-01-22,,,
1838.0628415300546,1838-01-23,,,
1838.0655737704917,1838-01-24,,,
1838.068306010929,1838-01-25,,,
1838.0710382513662,1838-01-26,,,
1838.0737704918033,1838-01-27,,,
1838.0765027322404,1838-01-28,,,
1838.0792349726776,1838-01-29,,,
1838.0819672131147,1838-01-30,,,
1838.0846994535518,1838-01-31,,,
1838.0054644808743,1838-01-02,,,
1838.0901639344263,1838-02-02,,,
1838.1666666666667,1838-03-02,,,
1838.2513661202186,1838-04-02,,,
1838.3333333333333,1838-05-02,,,
1838.4180327868853,1838-06-02,,,
1838.5,1838-07-02,,,
1838.5846994535518,1838-08-02,,,
1838.6693989071039,1838-09-02,,,
1838.7513661202186,1838-10-02,,,
1838.8360655737704,1838-11-02,,,
1838.9180327868853,1838-12-02,,,
1838.120218579235,1838-02-13,,,
1838.122950819672,1838-02-14,,,
1838.1256830601094,1838-02-15,,,
1838.1284153005465,1838-02-16,,,
1838.1311475409836,1838-02-17,,,
1838.1338797814208,1838-02-18,,,
1838.136612021858,1838-02-19,,,
1838.139344262295,1838-02-20,,,
1838.1420765027322,1838-02-21,,,
1838.1448087431695,1838-02-22,,,
1838.1475409836066,1838-02-23,,,
1838.1502732240438,1838-02-24,,,
1838.1530054644809,1838-02-25,,,
1838.155737704918,1838-02-26,,,
1838.1584699453551,1838-02-27,,,
1838.1612021857923,1838-02-28,,,
1838.0081967213114,1838-01-03,,,
1838.0928961748634,1838-02-03,,,
1838.1693989071039,1838-03-03,,,
1838.2540983606557,1838-04-03,,,
1838.3360655737704,1838-05-03,,,
1838.4207650273224,1838-06-03,,,
1838.5027322404371,1838-07-03,,,
1838.5874316939892,1838-08-03,,,
1838.672131147541,1838-09-03,,,
1838.7540983606557,1838-10-03,,,
1838.8387978142077,1838-11-03,,,
1838.9207650273224,1838-12-03,,,
1838.1967213114754,1838-03-13,,,
1838.1994535519125,1838-03-14,,,
1838.2021857923498,1838-03-15,,,
1838.204918032787,1838-03-16,,,
1838.207650273224,1838-03-17,,,
1838.2103825136612,1838-03-18,,,
1838.2131147540983,1838-03-19,,,
1838.2158469945355,1838-03-20,,,
1838.2185792349726,1838-03-21,,,
1838.22131147541,1838-03-22,,,
1838.224043715847,1838-03-23,,,
1838.2267759562842,1838-03-24,,,
1838.2295081967213,1838-03-25,,,
1838.2322404371585,1838-03-26,,,
1838.2349726775956,1838-03-27,,,
1838.2377049180327,1838-03-28,,,
1838.24043715847,1838-03-29,,,
1838.2431693989072,1838-03-30,,,
1838.2459016393443,1838-03-31,,,
1838.0109289617487,1838-01-04,,,
1838.0956284153006,1838-02-04,,,
1838.172131147541,1838-03-04,,,
1838.2568306010928,1838-04-04,,,
1838.3387978142077,1838-05-04,,,
1838.4234972677596,1838-06-04,,,
1838.5054644808743,1838-07-04,,,
1838.5901639344263,1838-08-04,,,
1838.6748633879781,1838-09-04,,,
1838.7568306010928,1838-10-04,,,
1838.8415300546449,1838-11-04,,,
1838.9234972677596,1838-12-04,,,
1838.2814207650274,1838-04-13,,,
1838.2841530054645,1838-04-14,,,
1838.2868852459017,1838-04-15,,,
1838.2896174863388,1838-04-16,,,
1838.292349726776,1838-04-17,,,
1838.295081967213,1838-04-18,,,
1838.2978142076502,1838-04-19,,,
1838.3005464480875,1838-04-20,,,
1838.3032786885246,1838-04-21,,,
1838.3060109289618,1838-04-22,,,
1838.308743169399,1838-04-23,,,
1838.311475409836,1838-04-24,,,
1838.3142076502731,1838-04-25,,,
1838.3169398907103,1838-04-26,,,
1838.3196721311476,1838-04-27,,,
1838.3224043715848,1838-04-28,,,
1838.3251366120219,1838-04-29,,,
1838.327868852459,1838-04-30,,,
1838.0136612021859,1838-01-05,,,
1838.0983606557377,1838-02-05,,,
1838.1748633879781,1838-03-05,,,
1838.25956284153,1838-04-05,,,
1838.3415300546449,1838-05-05,,,
1838.4262295081967,1838-06-05,,,
1838.5081967213114,1838-07-05,,,
1838.5928961748634,1838-08-05,,,
1838.6775956284152,1838-09-05,,,
1838.75956284153,1838-10-05,,,
1838.844262295082,1838-11-05,,,
1838.9262295081967,1838-12-05,,,
1838.363387978142,1838-05-13,,,
1838.3661202185792,1838-05-14,,,
1838.3688524590164,1838-05-15,,,
1838.3715846994535,1838-05-16,,,
1838.3743169398906,1838-05-17,,,
1838.377049180328,1838-05-18,,,
1838.379781420765,1838-05-19,,,
1838.3825136612022,1838-05-20,,,
1838.3852459016393,1838-05-21,,,
1838.3879781420765,1838-05-22,,,
1838.3907103825136,1838-05-23,,,
1838.3934426229507,1838-05-24,,,
1838.396174863388,1838-05-25,,,
1838.3989071038252,1838-05-26,,,
1838.4016393442623,1838-05-27,,,
1838.4043715846994,1838-05-28,,,
1838.4071038251366,1838-05-29,,,
1838.4098360655737,1838-05-30,,,
1838.4125683060108,1838-05-31,,,
1838.016393442623,1838-01-06,,,
1838.1010928961748,1838-02-06,,,
1838.1775956284152,1838-03-06,,,
1838.2622950819673,1838-04-06,,,
1838.344262295082,1838-05-06,,,
1838.4289617486338,1838-06-06,,,
1838.5109289617487,1838-07-06,,,
1838.5956284153006,1838-08-06,,,
1838.6803278688524,1838-09-06,,,
1838.7622950819673,1838-10-06,,,
1838.8469945355191,1838-11-06,,,
1838.9289617486338,1838-12-06,,,
1838.448087431694,1838-06-13,,,
1838.450819672131,1838-06-14,,,
1838.4535519125684,1838-06-15,,,
1838.4562841530055,1838-06-16,,,
1838.4590163934427,1838-06-17,,,
1838.4617486338798,1838-06-18,,,
1838.464480874317,1838-06-19,,,
1838.467213114754,1838-06-20,,,
1838.4699453551912,1838-06-21,,,
1838.4726775956285,1838-06-22,,,
1838.4754098360656,1838-06-23,,,
1838.4781420765028,1838-06-24,,,
1838.48087431694,1838-06-25,,,
1838.483606557377,1838-06-26,,,
1838.4863387978141,1838-06-27,,,
1838.4890710382513,1838-06-28,,,
1838.4918032786886,1838-06-29,,,
1838.4945355191257,1838-06-30,,,
1838.01912568306,1838-01-07,,,
1838.103825136612,1838-02-07,,,
1838.1803278688524,1838-03-07,,,
1838.2650273224044,1838-04-07,,,
1838.3469945355191,1838-05-07,,,
1838.431693989071,1838-06-07,,,
1838.5136612021859,1838-07-07,,,
1838.5983606557377,1838-08-07,,,
1838.6830601092897,1838-09-07,,,
1838.7650273224044,1838-10-07,,,
1838.8497267759562,1838-11-07,,,
1838.931693989071,1838-12-07,,,
1838.5300546448088,1838-07-13,,,
1838.532786885246,1838-07-14,,,
1838.535519125683,1838-07-15,,,
1838.5382513661202,1838-07-16,,,
1838.5409836065573,1838-07-17,,,
1838.5437158469945,1838-07-18,,,
1838.5464480874316,1838-07-19,,,
1838.549180327869,1838-07-20,,,
1838.551912568306,1838-07-21,,,
1838.5546448087432,1838-07-22,,,
1838.5573770491803,1838-07-23,,,
1838.5601092896175,1838-07-24,,,
1838.5628415300546,1838-07-25,,,
1838.5655737704917,1838-07-26,,,
1838.568306010929,1838-07-27,,,
1838.5710382513662,1838-07-28,,,
1838.5737704918033,1838-07-29,,,
1838.5765027322404,1838-07-30,,,
1838.5792349726776,1838-07-31,,,
1838.0218579234972,1838-01-08,,,
1838.1065573770493,1838-02-08,,,
1838.1830601092897,1838-03-08,,,
1838.2677595628415,1838-04-08,,,
1838.3497267759562,1838-05-08,,,
1838.4344262295083,1838-06-08,,,
1838.516393442623,1838-07-08,,,
1838.6010928961748,1838-08-08,,,
1838.6857923497269,1838-09-08,,,
1838.7677595628415,1838-10-08,,,
1838.8524590163934,1838-11-08,,,
1838.9344262295083,1838-12-08,,,
1838.6147540983607,1838-08-13,,,
1838.6174863387978,1838-08-14,,,
1838.620218579235,1838-08-15,,,
1838.622950819672,1838-08-16,,,
1838.6256830601094,1838-08-17,,,
1838.6284153005465,1838-08-18,,,
1838.6311475409836,1838-08-19,,,
1838.6338797814208,1838-08-20,,,
1838.636612021858,1838-08-21,,,
1838.639344262295,1838-08-22,,,
1838.6420765027322,1838-08-23,,,
1838.6448087431695,1838-08-24,,,
1838.6475409836066,1838-08-25,,,
1838.6502732240438,1838-08-26,,,
1838.6530054644809,1838-08-27,,,
1838.655737704918,1838-08-28,,,
1838.6584699453551,1838-08-29,,,
1838.6612021857923,1838-08-30,,,
1838.6639344262296,1838-08-31,,,
1838.0245901639344,1838-01-09,,,
1838.1092896174864,1838-02-09,,,
1838.1857923497269,1838-03-09,,,
1838.2704918032787,1838-04-09,,,
1838.3524590163934,1838-05-09,,,
1838.4371584699454,1838-06-09,,,
1838.51912568306,1838-07-09,,,
1838.603825136612,1838-08-09,,,
1838.688524590164,1838-09-09,,,
1838.7704918032787,1838-10-09,,,
1838.8551912568305,1838-11-09,,,
1838.9371584699454,1838-12-09,,,
1838.6994535519125,1838-09-13,,,
1838.7021857923498,1838-09-14,,,
1838.704918032787,1838-09-15,,,
1838.707650273224,1838-09-16,,,
1838.7103825136612,1838-09-17,,,
1838.7131147540983,1838-09-18,,,
1838.7158469945355,1838-09-19,,,
1838.7185792349726,1838-09-20,,,
1838.72131147541,1838-09-21,,,
1838.724043715847,1838-09-22,,,
1838.7267759562842,1838-09-23,,,
1838.7295081967213,1838-09-24,,,
1838.7322404371585,1838-09-25,,,
1838.7349726775956,1838-09-26,,,
1838.7377049180327,1838-09-27,,,
1838.74043715847,1838-09-28,,,
1838.7431693989072,1838-09-29,,,
1838.7459016393443,1838-09-30,,,
1838.0273224043715,1838-01-10,,,
1838.1120218579235,1838-02-10,,,
1838.188524590164,1838-03-10,,,
1838.2732240437158,1838-04-10,,,
1838.3551912568305,1838-05-10,,,
1838.4398907103825,1838-06-10,,,
1838.5218579234972,1838-07-10,,,
1838.6065573770493,1838-08-10,,,
1838.691256830601,1838-09-10,,,
1838.7732240437158,1838-10-10,,,
1838.8579234972678,1838-11-10,,,
1838.9398907103825,1838-12-10,,,
1838.7814207650274,1838-10-13,,,
1838.7841530054645,1838-10-14,,,
1838.7868852459017,1838-10-15,,,
1838.7896174863388,1838-10-16,,,
1838.792349726776,1838-10-17,,,
1838.795081967213,1838-10-18,,,
1838.7978142076502,1838-10-19,,,
1838.8005464480875,1838-10-20,,,
1838.8032786885246,1838-10-21,,,
1838.8060109289618,1838-10-22,,,
1838.808743169399,1838-10-23,,,
1838.811475409836,1838-10-24,,,
1838.8142076502731,1838-10-25,,,
1838.8169398907103,1838-10-26,,,
1838.8196721311476,1838-10-27,,,
1838.8224043715848,1838-10-28,,,
1838.8251366120219,1838-10-29,,,
1838.827868852459,1838-10-30,,,
1838.8306010928961,1838-10-31,,,
1838.0300546448088,1838-01-11,,,
1838.1147540983607,1838-02-11,,,
1838.191256830601,1838-03-11,,,
1838.275956284153,1838-04-11,,,
1838.3579234972678,1838-05-11,,,
1838.4426229508197,1838-06-11,,,
1838.5245901639344,1838-07-11,,,
1838.6092896174864,1838-08-11,,,
1838.6939890710382,1838-09-11,,,
1838.775956284153,1838-10-11,,,
1838.860655737705,1838-11-11,,,
1838.9426229508197,1838-12-11,,,
1838.8661202185792,1838-11-13,,,
1838.8688524590164,1838-11-14,,,
1838.8715846994535,1838-11-15,,,
1838.8743169398906,1838-11-16,,,
1838.877049180328,1838-11-17,,,
1838.879781420765,1838-11-18,,,
1838.8825136612022,1838-11-19,,,
1838.8852459016393,1838-11-20,,,
1838.8879781420765,1838-11-21,,,
1838.8907103825136,1838-11-22,,,
1838.8934426229507,1838-11-23,,,
1838.896174863388,1838-11-24,,,
1838.8989071038252,1838-11-25,,,
1838.9016393442623,1838-11-26,,,
1838.9043715846994,1838-11-27,,,
1838.9071038251366,1838-11-28,,,
1838.9098360655737,1838-11-29,,,
1838.9125683060108,1838-11-30,,,
1838.032786885246,1838-01-12,,,
1838.1174863387978,1838-02-12,,,
1838.1939890710382,1838-03-12,,,
1838.27868852459,1838-04-12,,,
1838.360655737705,1838-05-12,,,
1838.4453551912568,1838-06-12,,,
1838.5273224043715,1838-07-12,,,
1838.6120218579235,1838-08-12,,,
1838.6967213114754,1838-09-12,,,
1838.77868852459,1838-10-12,,,
1838.863387978142,1838-11-12,,,
1838.9453551912568,1838-12-12,,,
1838.948087431694,1838-12-13,,,
1838.950819672131,1838-12-14,,,
1838.9535519125684,1838-12-15,,,
1838.9562841530055,1838-12-16,,,
1838.9590163934427,1838-12-17,,,
1838.9617486338798,1838-12-18,,,
1838.964480874317,1838-12-19,,,
1838.967213114754,1838-12-20,,,
1838.9699453551912,1838-12-21,,,
1838.9726775956285,1838-12-22,,,
1838.9754098360656,1838-12-23,,,
1838.9781420765028,1838-12-24,,,
1838.98087431694,1838-12-25,,,
1838.983606557377,1838-12-26,,,
1838.9863387978141,1838-12-27,,,
1838.9890710382513,1838-12-28,,,
1838.9918032786886,1838-12-29,,,
1838.9945355191257,1838-12-30,,,
1838.9972677595629,1838-12-31,,,
1839.0027322404371,1839-01-01,,,
1839.0874316939892,1839-02-01,,,
1839.1639344262296,1839-03-01,,,
1839.2486338797814,1839-04-01,,,
1839.3306010928961,1839-05-01,,,
1839.4153005464482,1839-06-01,,,
1839.4972677595629,1839-07-01,,,
1839.5819672131147,1839-08-01,,,
1839.6666666666667,1839-09-01,,,
1839.7486338797814,1839-10-01,,,
1839.8333333333333,1839-11-01,,,
1839.9153005464482,1839-12-01,,,
1839.035519125683,1839-01-13,,,
1839.0382513661202,1839-01-14,,,
1839.0409836065573,1839-01-15,,,
1839.0437158469945,1839-01-16,,,
1839.0464480874316,1839-01-17,,,
1839.049180327869,1839-01-18,,,
1839.051912568306,1839-01-19,,,
1839.0546448087432,1839-01-20,,,
1839.0573770491803,1839-01-21,,,
1839.0601092896175,1839-01-22,,,
1839.0628415300546,1839-01-23,,,
1839.0655737704917,1839-01-24,,,
1839.068306010929,1839-01-25,,,
1839.0710382513662,1839-01-26,,,
1839.0737704918033,1839-01-27,,,
1839.0765027322404,1839-01-28,,,
1839.0792349726776,1839-01-29,,,
1839.0819672131147,1839-01-30,,,
1839.0846994535518,1839-01-31,,,
1839.0054644808743,1839-01-02,,,
1839.0901639344263,1839-02-02,,,
1839.1666666666667,1839-03-02,,,
1839.2513661202186,1839-04-02,,,
1839.3333333333333,1839-05-02,,,
1839.4180327868853,1839-06-02,,,
1839.5,1839-07-02,,,
1839.5846994535518,1839-08-02,,,
1839.6693989071039,1839-09-02,,,
1839.7513661202186,1839-10-02,,,
1839.8360655737704,1839-11-02,,,
1839.9180327868853,1839-12-02,,,
1839.120218579235,1839-02-13,,,
1839.122950819672,1839-02-14,,,
1839.1256830601094,1839-02-15,,,
1839.1284153005465,1839-02-16,,,
1839.1311475409836,1839-02-17,,,
1839.1338797814208,1839-02-18,,,
1839.136612021858,1839-02-19,,,
1839.139344262295,1839-02-20,,,
1839.1420765027322,1839-02-21,,,
1839.1448087431695,1839-02-22,,,
1839.1475409836066,1839-02-23,,,
1839.1502732240438,1839-02-24,,,
1839.1530054644809,1839-02-25,,,
1839.155737704918,1839-02-26,,,
1839.1584699453551,1839-02-27,,,
1839.1612021857923,1839-02-28,,,
1839.0081967213114,1839-01-03,,,
1839.0928961748634,1839-02-03,,,
1839.1693989071039,1839-03-03,,,
1839.2540983606557,1839-04-03,,,
1839.3360655737704,1839-05-03,,,
1839.4207650273224,1839-06-03,,,
1839.5027322404371,1839-07-03,,,
1839.5874316939892,1839-08-03,,,
1839.672131147541,1839-09-03,,,
1839.7540983606557,1839-10-03,,,
1839.8387978142077,1839-11-03,,,
1839.9207650273224,1839-12-03,,,
1839.1967213114754,1839-03-13,,,
1839.1994535519125,1839-03-14,,,
1839.2021857923498,1839-03-15,,,
1839.204918032787,1839-03-16,,,
1839.207650273224,1839-03-17,,,
1839.2103825136612,1839-03-18,,,
1839.2131147540983,1839-03-19,,,
1839.2158469945355,1839-03-20,,,
1839.2185792349726,1839-03-21,,,
1839.22131147541,1839-03-22,,,
1839.224043715847,1839-03-23,,,
1839.2267759562842,1839-03-24,,,
1839.2295081967213,1839-03-25,,,
1839.2322404371585,1839-03-26,,,
1839.2349726775956,1839-03-27,,,
1839.2377049180327,1839-03-28,,,
1839.24043715847,1839-03-29,,,
1839.2431693989072,1839-03-30,,,
1839.2459016393443,1839-03-31,,,
1839.0109289617487,1839-01-04,,,
1839.0956284153006,1839-02-04,,,
1839.172131147541,1839-03-04,,,
1839.2568306010928,1839-04-04,,,
1839.3387978142077,1839-05-04,,,
1839.4234972677596,1839-06-04,,,
1839.5054644808743,1839-07-04,,,
1839.5901639344263,1839-08-04,,,
1839.6748633879781,1839-09-04,,,
1839.7568306010928,1839-10-04,,,
1839.8415300546449,1839-11-04,,,
1839.9234972677596,1839-12-04,,,
1839.2814207650274,1839-04-13,,,
1839.2841530054645,1839-04-14,,,
1839.2868852459017,1839-04-15,,,
1839.2896174863388,1839-04-16,,,
1839.292349726776,1839-04-17,,,
1839.295081967213,1839-04-18,,,
1839.2978142076502,1839-04-19,,,
1839.3005464480875,1839-04-20,,,
1839.3032786885246,1839-04-21,,,
1839.3060109289618,1839-04-22,,,
1839.308743169399,1839-04-23,,,
1839.311475409836,1839-04-24,,,
1839.3142076502731,1839-04-25,,,
1839.3169398907103,1839-04-26,,,
1839.3196721311476,1839-04-27,,,
1839.3224043715848,1839-04-28,,,
1839.3251366120219,1839-04-29,,,
1839.327868852459,1839-04-30,,,
1839.0136612021859,1839-01-05,,,
1839.0983606557377,1839-02-05,,,
1839.1748633879781,1839-03-05,,,
1839.25956284153,1839-04-05,,,
1839.3415300546449,1839-05-05,,,
1839.4262295081967,1839-06-05,,,
1839.5081967213114,1839-07-05,,,
1839.5928961748634,1839-08-05,,,
1839.6775956284152,1839-09-05,,,
1839.75956284153,1839-10-05,,,
1839.844262295082,1839-11-05,,,
1839.9262295081967,1839-12-05,,,
1839.363387978142,1839-05-13,,,
1839.3661202185792,1839-05-14,,,
1839.3688524590164,1839-05-15,,,
1839.3715846994535,1839-05-16,,,
1839.3743169398906,1839-05-17,,,
1839.377049180328,1839-05-18,,,
1839.379781420765,1839-05-19,,,
1839.3825136612022,1839-05-20,,,
1839.3852459016393,1839-05-21,,,
1839.3879781420765,1839-05-22,,,
1839.3907103825136,1839-05-23,,,
1839.3934426229507,1839-05-24,,,
1839.396174863388,1839-05-25,,,
1839.3989071038252,1839-05-26,,,
1839.4016393442623,1839-05-27,,,
1839.4043715846994,1839-05-28,,,
1839.4071038251366,1839-05-29,,,
1839.4098360655737,1839-05-30,,,
1839.4125683060108,1839-05-31,,,
1839.016393442623,1839-01-06,,,
1839.1010928961748,1839-02-06,,,
1839.1775956284152,1839-03-06,,,
1839.2622950819673,1839-04-06,,,
1839.344262295082,1839-05-06,,,
1839.4289617486338,1839-06-06,,,
1839.5109289617487,1839-07-06,,,
1839.5956284153006,1839-08-06,,,
1839.6803278688524,1839-09-06,,,
1839.7622950819673,1839-10-06,,,
1839.8469945355191,1839-11-06,,,
1839.9289617486338,1839-12-06,,,
1839.448087431694,1839-06-13,,,
1839.450819672131,1839-06-14,,,
1839.4535519125684,1839-06-15,,,
1839.4562841530055,1839-06-16,,,
1839.4590163934427,1839-06-17,,,
1839.4617486338798,1839-06-18,,,
1839.464480874317,1839-06-19,,,
1839.467213114754,1839-06-20,,,
1839.4699453551912,1839-06-21,,,
1839.4726775956285,1839-06-22,,,
1839.4754098360656,1839-06-23,,,
1839.4781420765028,1839-06-24,,,
1839.48087431694,1839-06-25,,,
1839.483606557377,1839-06-26,,,
1839.4863387978141,1839-06-27,,,
1839.4890710382513,1839-06-28,,,
1839.4918032786886,1839-06-29,,,
1839.4945355191257,1839-06-30,,,
1839.01912568306,1839-01-07,,,
1839.103825136612,1839-02-07,,,
1839.1803278688524,1839-03-07,,,
1839.2650273224044,1839-04-07,,,
1839.3469945355191,1839-05-07,,,
1839.431693989071,1839-06-07,,,
1839.5136612021859,1839-07-07,,,
1839.5983606557377,1839-08-07,,,
1839.6830601092897,1839-09-07,,,
1839.7650273224044,1839-10-07,,,
1839.8497267759562,1839-11-07,,,
1839.931693989071,1839-12-07,,,
1839.5300546448088,1839-07-13,,,
1839.532786885246,1839-07-14,,,
1839.535519125683,1839-07-15,,,
1839.5382513661202,1839-07-16,,,
1839.5409836065573,1839-07-17,,,
1839.5437158469945,1839-07-18,,,
1839.5464480874316,1839-07-19,,,
1839.549180327869,1839-07-20,,,
1839.551912568306,1839-07-21,,,
1839.5546448087432,1839-07-22,,,
1839.5573770491803,1839-07-23,,,
1839.5601092896175,1839-07-24,,,
1839.5628415300546,1839-07-25,,,
1839.5655737704917,1839-07-26,,,
1839.568306010929,1839-07-27,,,
1839.5710382513662,1839-07-28,,,
1839.5737704918033,1839-07-29,,,
1839.5765027322404,1839-07-30,,,
1839.5792349726776,1839-07-31,,,
1839.0218579234972,1839-01-08,,,
1839.1065573770493,1839-02-08,,,
1839.1830601092897,1839-03-08,,,
1839.2677595628415,1839-04-08,,,
1839.3497267759562,1839-05-08,,,
1839.4344262295083,1839-06-08,,,
1839.516393442623,1839-07-08,,,
1839.6010928961748,1839-08-08,,,
1839.6857923497269,1839-09-08,,,
1839.7677595628415,1839-10-08,,,
1839.8524590163934,1839-11-08,,,
1839.9344262295083,1839-12-08,,,
1839.6147540983607,1839-08-13,,,
1839.6174863387978,1839-08-14,,,
1839.620218579235,1839-08-15,,,
1839.622950819672,1839-08-16,,,
1839.6256830601094,1839-08-17,,,
1839.6284153005465,1839-08-18,,,
1839.6311475409836,1839-08-19,,,
1839.6338797814208,1839-08-20,,,
1839.636612021858,1839-08-21,,,
1839.639344262295,1839-08-22,,,
1839.6420765027322,1839-08-23,,,
1839.6448087431695,1839-08-24,,,
1839.6475409836066,1839-08-25,,,
1839.6502732240438,1839-08-26,,,
1839.6530054644809,1839-08-27,,,
1839.655737704918,1839-08-28,,,
1839.6584699453551,1839-08-29,,,
1839.6612021857923,1839-08-30,,,
1839.6639344262296,1839-08-31,,,
1839.0245901639344,1839-01-09,,,
1839.1092896174864,1839-02-09,,,
1839.1857923497269,1839-03-09,,,
1839.2704918032787,1839-04-09,,,
1839.3524590163934,1839-05-09,,,
1839.4371584699454,1839-06-09,,,
1839.51912568306,1839-07-09,,,
1839.603825136612,1839-08-09,,,
1839.688524590164,1839-09-09,,,
1839.7704918032787,1839-10-09,,,
1839.8551912568305,1839-11-09,,,
1839.9371584699454,1839-12-09,,,
1839.6994535519125,1839-09-13,,,
1839.7021857923498,1839-09-14,,,
1839.704918032787,1839-09-15,,,
1839.707650273224,1839-09-16,,,
1839.7103825136612,1839-09-17,,,
1839.7131147540983,1839-09-18,,,
1839.7158469945355,1839-09-19,,,
1839.7185792349726,1839-09-20,,,
1839.72131147541,1839-09-21,,,
1839.724043715847,1839-09-22,,,
1839.7267759562842,1839-09-23,,,
1839.7295081967213,1839-09-24,,,
1839.7322404371585,1839-09-25,,,
1839.7349726775956,1839-09-26,,,
1839.7377049180327,1839-09-27,,,
1839.74043715847,1839-09-28,,,
1839.7431693989072,1839-09-29,,,
1839.7459016393443,1839-09-30,,,
1839.0273224043715,1839-01-10,,,
1839.1120218579235,1839-02-10,,,
1839.188524590164,1839-03-10,,,
1839.2732240437158,1839-04-10,,,
1839.3551912568305,1839-05-10,,,
1839.4398907103825,1839-06-10,,,
1839.5218579234972,1839-07-10,,,
1839.6065573770493,1839-08-10,,,
1839.691256830601,1839-09-10,,,
1839.7732240437158,1839-10-10,,,
