dmy float,dmy,irtemp c,min c,max c
1905.0573770491803,1905-01-21,6.4,2.8,5.0
1905.0601092896175,1905-01-22,4.9,1.4,4.2
1905.0628415300546,1905-01-23,8.55,1.7,7.7
1905.0655737704917,1905-01-24,10.899999999999999,4.6,8.6
1905.068306010929,1905-01-25,8.149999999999999,-0.1,8.2
1905.0710382513662,1905-01-26,7.1,-2.8,8.5
1905.0737704918033,1905-01-27,11.450000000000001,3.3,9.8
1905.0765027322404,1905-01-28,13.0,5.0,10.5
1905.0792349726776,1905-01-29,12.7,5.6,9.9
1905.0819672131147,1905-01-30,13.649999999999999,6.1,10.6
1905.0846994535518,1905-01-31,9.4,2.2,8.3
1905.0054644808743,1905-01-02,10.950000000000001,5.3,8.3
1905.0901639344263,1905-02-02,10.15,1.7,9.3
1905.1666666666667,1905-03-02,10.5,2.8,9.1
1905.2513661202186,1905-04-02,15.5,7.8,11.6
1905.3333333333333,1905-05-02,15.799999999999999,7.2,12.2
1905.4180327868853,1905-06-02,14.5,5.6,11.7
1905.5,1905-07-02,7.8,0.0,7.8
1905.5846994535518,1905-08-02,13.35,1.7,12.5
1905.6693989071039,1905-09-02,16.099999999999998,7.8,12.2
1905.7513661202186,1905-10-02,10.200000000000001,2.8,8.8
1905.8360655737704,1905-11-02,7.1,0.6,6.8
1905.9180327868853,1905-12-02,6.9,-0.6,7.2
1905.120218579235,1905-02-13,14.2,5.2,11.6
1905.122950819672,1905-02-14,13.5,5.6,10.7
1905.1256830601094,1905-02-15,13.75,5.3,11.1
1905.1284153005465,1905-02-16,17.05,7.7,13.2
1905.1311475409836,1905-02-17,11.15,3.3,9.5
1905.1338797814208,1905-02-18,15.6,5.0,13.1
1905.136612021858,1905-02-19,7.1499999999999995,1.1,6.6
1905.139344262295,1905-02-20,5.75,-0.7,6.1
1905.1420765027322,1905-02-21,5.8,0.0,5.8
1905.1448087431695,1905-02-22,6.15,-1.1,6.7
1905.1475409836066,1905-02-23,6.6,-1.4,7.3
1905.1502732240438,1905-02-24,4.8500000000000005,-1.1,5.4
1905.1530054644809,1905-02-25,8.9,0.6,8.6
1905.155737704918,1905-02-26,6.949999999999999,1.7,6.1
1905.1584699453551,1905-02-27,7.0,0.6,6.7
1905.1612021857923,1905-02-28,7.3,0.6,7.0
1905.0081967213114,1905-01-03,7.55,1.7,6.7
1905.0928961748634,1905-02-03,7.750000000000001,-1.1,8.3
1905.1693989071039,1905-03-03,7.2,-4.4,9.4
1905.2540983606557,1905-04-03,14.8,4.4,12.6
1905.3360655737704,1905-05-03,11.0,2.2,9.9
1905.4207650273224,1905-06-03,12.5,0.6,12.2
1905.5027322404371,1905-07-03,13.6,2.8,12.2
1905.5874316939892,1905-08-03,11.450000000000001,1.1,10.9
1905.672131147541,1905-09-03,9.15,1.7,8.3
1905.7540983606557,1905-10-03,9.950000000000001,1.1,9.4
1905.8387978142077,1905-11-03,11.799999999999999,3.2,10.2
1905.9207650273224,1905-12-03,9.950000000000001,3.3,8.3
1905.1967213114754,1905-03-13,11.899999999999999,-0.6,12.2
1905.1994535519125,1905-03-14,11.55,3.3,9.9
1905.2021857923498,1905-03-15,9.85,3.9,7.9
1905.204918032787,1905-03-16,14.6,5.0,12.1
1905.207650273224,1905-03-17,14.7,4.4,12.5
1905.2103825136612,1905-03-18,13.950000000000001,3.3,12.3
1905.2131147540983,1905-03-19,12.2,-0.6,12.5
1905.2158469945355,1905-03-20,12.65,6.7,9.3
1905.2185792349726,1905-03-21,13.549999999999999,3.9,11.6
1905.22131147541,1905-03-22,16.450000000000003,-0.3,16.6
1905.224043715847,1905-03-23,12.15,1.1,11.6
1905.2267759562842,1905-03-24,10.15,-0.7,10.5
1905.2295081967213,1905-03-25,11.35,3.9,9.4
1905.2322404371585,1905-03-26,11.649999999999999,-1.1,12.2
1905.2349726775956,1905-03-27,14.649999999999999,3.9,12.7
1905.2377049180327,1905-03-28,14.850000000000001,6.1,11.8
1905.24043715847,1905-03-29,15.3,4.4,13.1
1905.2431693989072,1905-03-30,12.049999999999999,0.9,11.6
1905.2459016393443,1905-03-31,12.6,2.8,11.2
1905.0109289617487,1905-01-04,11.7,0.0,11.7
1905.0956284153006,1905-02-04,12.100000000000001,4.4,9.9
1905.172131147541,1905-03-04,13.3,4.4,11.1
1905.2568306010928,1905-04-04,17.05,8.3,12.9
1905.3387978142077,1905-05-04,12.5,2.8,11.1
1905.4234972677596,1905-06-04,7.25,-0.9,7.7
1905.5054644808743,1905-07-04,10.25,1.7,9.4
1905.5901639344263,1905-08-04,9.45,-3.3,11.1
1905.6748633879781,1905-09-04,8.5,2.6,7.2
1905.7568306010928,1905-10-04,7.450000000000001,-1.7,8.3
1905.8415300546449,1905-11-04,8.5,1.2,7.9
1905.9234972677596,1905-12-04,10.1,-2.2,11.2
1905.2814207650274,1905-04-13,17.75,9.3,13.1
1905.2841530054645,1905-04-14,16.2,6.0,13.2
1905.2868852459017,1905-04-15,11.4,0.6,11.1
1905.2896174863388,1905-04-16,16.3,7.2,12.7
1905.292349726776,1905-04-17,12.25,6.1,9.2
1905.295081967213,1905-04-18,8.2,2.0,7.2
1905.2978142076502,1905-04-19,9.35,3.3,7.7
1905.3005464480875,1905-04-20,9.950000000000001,3.3,8.3
1905.3032786885246,1905-04-21,13.3,5.0,10.8
1905.3060109289618,1905-04-22,13.299999999999999,3.4,11.6
1905.308743169399,1905-04-23,11.95,1.7,11.1
1905.311475409836,1905-04-24,11.65,1.1,11.1
1905.3142076502731,1905-04-25,11.45,1.7,10.6
1905.3169398907103,1905-04-26,16.05,6.7,12.7
1905.3196721311476,1905-04-27,18.5,9.4,13.8
1905.3224043715848,1905-04-28,17.65,8.9,13.2
1905.3251366120219,1905-04-29,17.35,8.3,13.2
1905.327868852459,1905-04-30,11.3,2.8,9.9
1905.0136612021859,1905-01-05,15.45,8.7,11.1
1905.0983606557377,1905-02-05,14.25,5.1,11.7
1905.1748633879781,1905-03-05,11.95,1.7,11.1
1905.25956284153,1905-04-05,13.05,1.1,12.5
1905.3415300546449,1905-05-05,15.899999999999999,-0.6,16.2
1905.4262295081967,1905-06-05,22.15,8.9,17.7
1905.5081967213114,1905-07-05,18.2,7.8,14.3
1905.5928961748634,1905-08-05,16.35,3.9,14.4
1905.6775956284152,1905-09-05,18.950000000000003,1.7,18.1
1905.75956284153,1905-10-05,20.35,8.9,15.9
1905.844262295082,1905-11-05,18.25,8.3,14.1
1905.9262295081967,1905-12-05,16.45,3.3,14.8
1905.363387978142,1905-05-13,16.5,2.2,15.4
1905.3661202185792,1905-05-14,19.950000000000003,6.7,16.6
1905.3688524590164,1905-05-15,18.4,4.4,16.2
1905.3715846994535,1905-05-16,18.05,6.1,15.0
1905.3743169398906,1905-05-17,19.6,5.0,17.1
1905.377049180328,1905-05-18,22.4,5.0,19.9
1905.379781420765,1905-05-19,16.9,8.2,12.8
1905.3825136612022,1905-05-20,17.45,4.1,15.4
1905.3852459016393,1905-05-21,13.899999999999999,5.6,11.1
1905.3879781420765,1905-05-22,12.2,2.2,11.1
1905.3907103825136,1905-05-23,14.0,-0.6,14.3
1905.3934426229507,1905-05-24,17.6,7.2,14.0
1905.396174863388,1905-05-25,21.6,10.0,16.6
1905.3989071038252,1905-05-26,22.150000000000002,11.1,16.6
1905.4016393442623,1905-05-27,23.85,11.1,18.3
1905.4043715846994,1905-05-28,27.7,14.4,20.5
1905.4071038251366,1905-05-29,25.700000000000003,12.8,19.3
1905.4098360655737,1905-05-30,20.25,8.3,16.1
1905.4125683060108,1905-05-31,20.75,7.1,17.2
1905.016393442623,1905-01-06,22.75,10.1,17.7
1905.1010928961748,1905-02-06,23.65,11.7,17.8
1905.1775956284152,1905-03-06,21.7,10.0,16.7
1905.2622950819673,1905-04-06,20.450000000000003,6.7,17.1
1905.344262295082,1905-05-06,17.5,5.4,14.8
1905.4289617486338,1905-06-06,17.900000000000002,7.2,14.3
1905.5109289617487,1905-07-06,18.5,9.4,13.8
1905.5956284153006,1905-08-06,20.7,9.4,16.0
1905.6803278688524,1905-09-06,17.35,6.1,14.3
1905.7622950819673,1905-10-06,17.95,6.1,14.9
1905.8469945355191,1905-11-06,19.150000000000002,6.1,16.1
1905.9289617486338,1905-12-06,21.650000000000002,6.1,18.6
1905.448087431694,1905-06-13,23.1,10.8,17.7
1905.450819672131,1905-06-14,22.2,6.8,18.8
1905.4535519125684,1905-06-15,23.9,10.2,18.8
1905.4562841530055,1905-06-16,23.700000000000003,12.8,17.3
1905.4590163934427,1905-06-17,23.6,12.8,17.2
1905.4617486338798,1905-06-18,23.299999999999997,10.2,18.2
1905.464480874317,1905-06-19,24.900000000000002,11.6,19.1
1905.467213114754,1905-06-20,24.55,11.9,18.6
1905.4699453551912,1905-06-21,26.950000000000003,11.7,21.1
1905.4726775956285,1905-06-22,28.05,13.9,21.1
1905.4754098360656,1905-06-23,27.65,12.3,21.5
1905.4781420765028,1905-06-24,28.0,12.8,21.6
1905.48087431694,1905-06-25,27.35,7.1,23.8
1905.483606557377,1905-06-26,26.900000000000002,7.2,23.3
1905.4863387978141,1905-06-27,28.75,14.3,21.6
1905.4890710382513,1905-06-28,25.450000000000003,13.3,18.8
1905.4918032786886,1905-06-29,25.6,12.2,19.5
1905.4945355191257,1905-06-30,23.6,10.6,18.3
1905.01912568306,1905-01-07,28.0,13.8,21.1
1905.103825136612,1905-02-07,26.799999999999997,13.8,19.9
1905.1803278688524,1905-03-07,24.049999999999997,11.7,18.2
1905.2650273224044,1905-04-07,25.549999999999997,5.3,22.9
1905.3469945355191,1905-05-07,22.450000000000003,11.7,16.6
1905.431693989071,1905-06-07,23.299999999999997,7.8,19.4
1905.5136612021859,1905-07-07,28.3,10.0,23.3
1905.5983606557377,1905-08-07,25.6,10.0,20.6
1905.6830601092897,1905-09-07,29.1,10.6,23.8
1905.7650273224044,1905-10-07,28.200000000000003,12.8,21.8
1905.8497267759562,1905-11-07,29.4,13.8,22.5
1905.931693989071,1905-12-07,31.0,16.6,22.7
1905.5300546448088,1905-07-13,31.95,14.9,24.5
1905.532786885246,1905-07-14,33.8,12.8,27.4
1905.535519125683,1905-07-15,28.3,14.4,21.1
1905.5382513661202,1905-07-16,27.799999999999997,12.8,21.4
1905.5409836065573,1905-07-17,22.45,8.9,18.0
1905.5437158469945,1905-07-18,25.4,14.4,18.2
1905.5464480874316,1905-07-19,27.450000000000003,12.7,21.1
1905.549180327869,1905-07-20,29.65,14.9,22.2
1905.551912568306,1905-07-21,31.200000000000003,17.2,22.6
1905.5546448087432,1905-07-22,29.95,15.5,22.2
1905.5573770491803,1905-07-23,27.95,14.9,20.5
1905.5601092896175,1905-07-24,29.299999999999997,12.8,22.9
1905.5628415300546,1905-07-25,27.849999999999998,14.9,20.4
1905.5655737704917,1905-07-26,24.35,13.5,17.6
1905.568306010929,1905-07-27,24.5,7.2,20.9
1905.5710382513662,1905-07-28,23.4,9.4,18.7
1905.5737704918033,1905-07-29,28.549999999999997,11.7,22.7
1905.5765027322404,1905-07-30,27.0,13.0,20.5
1905.5792349726776,1905-07-31,23.7,9.6,18.9
1905.0218579234972,1905-01-08,22.7,7.8,18.8
1905.1065573770493,1905-02-08,20.25,5.7,17.4
1905.1830601092897,1905-03-08,24.049999999999997,11.7,18.2
1905.2677595628415,1905-04-08,25.799999999999997,13.8,18.9
1905.3497267759562,1905-05-08,24.049999999999997,11.7,18.2
1905.4344262295083,1905-06-08,24.549999999999997,9.7,19.7
1905.516393442623,1905-07-08,24.049999999999997,11.7,18.2
1905.6010928961748,1905-08-08,20.7,5.0,18.2
1905.6857923497269,1905-09-08,23.75,11.1,18.2
1905.7677595628415,1905-10-08,23.299999999999997,11.2,17.7
1905.8524590163934,1905-11-08,21.8,9.4,17.1
1905.9344262295083,1905-12-08,23.5,10.6,18.2
1905.6147540983607,1905-08-13,24.0,12.8,17.6
1905.6174863387978,1905-08-14,24.9,12.2,18.8
1905.620218579235,1905-08-15,23.099999999999998,7.4,19.4
1905.622950819672,1905-08-16,24.4,10.0,19.4
1905.6256830601094,1905-08-17,25.150000000000002,11.1,19.6
1905.6284153005465,1905-08-18,24.85,11.1,19.3
1905.6311475409836,1905-08-19,23.75,11.1,18.2
1905.6338797814208,1905-08-20,24.3,12.4,18.1
1905.636612021858,1905-08-21,22.9,9.4,18.2
1905.639344262295,1905-08-22,17.5,4.4,15.3
1905.6420765027322,1905-08-23,20.75,8.3,16.6
1905.6448087431695,1905-08-24,20.150000000000002,6.1,17.1
1905.6475409836066,1905-08-25,19.35,11.1,13.8
1905.6502732240438,1905-08-26,22.950000000000003,11.7,17.1
1905.6530054644809,1905-08-27,23.0,12.8,16.6
1905.655737704918,1905-08-28,20.15,11.1,14.6
1905.6584699453551,1905-08-29,22.950000000000003,11.7,17.1
1905.6612021857923,1905-08-30,21.25,11.1,15.7
1905.6639344262296,1905-08-31,19.400000000000002,5.6,16.6
1905.0245901639344,1905-01-09,21.55,11.1,16.0
1905.1092896174864,1905-02-09,25.200000000000003,12.8,18.8
1905.1857923497269,1905-03-09,25.4,14.4,18.2
1905.2704918032787,1905-04-09,27.95,14.9,20.5
1905.3524590163934,1905-05-09,26.7,13.0,20.2
1905.4371584699454,1905-06-09,25.05,12.9,18.6
1905.51912568306,1905-07-09,23.799999999999997,11.2,18.2
1905.603825136612,1905-08-09,20.05,8.9,15.6
1905.688524590164,1905-09-09,21.1,9.6,16.3
1905.7704918032787,1905-10-09,21.05,8.9,16.6
1905.8551912568305,1905-11-09,18.900000000000002,6.2,15.8
1905.9371584699454,1905-12-09,21.3,7.2,17.7
1905.6994535519125,1905-09-13,19.3,6.4,16.1
1905.7021857923498,1905-09-14,16.900000000000002,5.2,14.3
1905.704918032787,1905-09-15,14.049999999999999,1.7,13.2
1905.707650273224,1905-09-16,16.6,2.0,15.6
1905.7103825136612,1905-09-17,19.95,11.1,14.4
1905.7131147540983,1905-09-18,18.099999999999998,6.8,14.7
1905.7158469945355,1905-09-19,19.35,5.1,16.8
1905.7185792349726,1905-09-20,17.1,4.2,15.0
1905.72131147541,1905-09-21,14.9,1.2,14.3
1905.724043715847,1905-09-22,19.4,9.6,14.6
1905.7267759562842,1905-09-23,20.15,11.1,14.6
1905.7295081967213,1905-09-24,19.35,10.1,14.3
1905.7322404371585,1905-09-25,17.7,6.8,14.3
1905.7349726775956,1905-09-26,15.350000000000001,1.1,14.8
1905.7377049180327,1905-09-27,15.4,2.2,14.3
1905.74043715847,1905-09-28,18.25,11.1,12.7
1905.7431693989072,1905-09-29,19.0,9.8,14.1
1905.7459016393443,1905-09-30,15.25,6.1,12.2
1905.0273224043715,1905-01-10,17.4,5.6,14.6
1905.1120218579235,1905-02-10,16.099999999999998,7.8,12.2
1905.188524590164,1905-03-10,17.3,7.8,13.4
1905.2732240437158,1905-04-10,17.9,9.4,13.2
1905.3551912568305,1905-05-10,15.299999999999999,5.2,12.7
1905.4398907103825,1905-06-10,12.75,1.7,11.9
1905.5218579234972,1905-07-10,14.85,3.3,13.2
1905.6065573770493,1905-08-10,19.6,10.0,14.6
1905.691256830601,1905-09-10,21.35,8.3,17.2
1905.7732240437158,1905-10-10,15.75,6.1,12.7
1905.8579234972678,1905-11-10,17.5,9.8,12.6
1905.9398907103825,1905-12-10,16.95,8.9,12.5
1905.7814207650274,1905-10-13,14.45,3.9,12.5
1905.7841530054645,1905-10-14,13.100000000000001,0.6,12.8
1905.7868852459017,1905-10-15,14.35,3.3,12.7
1905.7896174863388,1905-10-16,8.75,-1.1,9.3
1905.792349726776,1905-10-17,9.200000000000001,-0.4,9.4
1905.795081967213,1905-10-18,8.799999999999999,-0.6,9.1
1905.7978142076502,1905-10-19,9.65,1.1,9.1
1905.8005464480875,1905-10-20,8.5,-1.6,9.3
1905.8032786885246,1905-10-21,8.25,-3.3,9.9
1905.8060109289618,1905-10-22,8.85,-1.1,9.4
1905.808743169399,1905-10-23,10.25,-1.7,11.1
1905.811475409836,1905-10-24,10.1,0.0,10.1
1905.8142076502731,1905-10-25,9.9,-1.2,10.5
1905.8169398907103,1905-10-26,10.8,0.6,10.5
1905.8196721311476,1905-10-27,14.15,3.3,12.5
1905.8224043715848,1905-10-28,11.65,-1.7,12.5
1905.8251366120219,1905-10-29,13.25,3.3,11.6
1905.827868852459,1905-10-30,13.55,6.1,10.5
1905.8306010928961,1905-10-31,13.15,3.1,11.6
1905.0300546448088,1905-01-11,8.5,-0.6,8.8
1905.1147540983607,1905-02-11,11.2,5.6,8.4
1905.191256830601,1905-03-11,10.700000000000001,1.6,9.9
1905.275956284153,1905-04-11,9.4,0.0,9.4
1905.3579234972678,1905-05-11,10.3,4.4,8.1
1905.4426229508197,1905-06-11,12.100000000000001,4.4,9.9
1905.5245901639344,1905-07-11,11.75,3.3,10.1
1905.6092896174864,1905-08-11,9.899999999999999,-0.6,10.2
1905.6939890710382,1905-09-11,6.3500000000000005,-3.9,8.3
1905.775956284153,1905-10-11,15.799999999999999,7.2,12.2
1905.860655737705,1905-11-11,14.95,6.7,11.6
1905.9426229508197,1905-12-11,11.3,2.8,9.9
1905.8661202185792,1905-11-13,10.149999999999999,2.9,8.7
1905.8688524590164,1905-11-14,10.1,5.0,7.6
1905.8715846994535,1905-11-15,7.3999999999999995,0.6,7.1
1905.8743169398906,1905-11-16,6.3999999999999995,0.6,6.1
1905.877049180328,1905-11-17,4.449999999999999,-2.7,5.8
1905.879781420765,1905-11-18,2.1499999999999995,-4.9,4.6
1905.8825136612022,1905-11-19,-2.4499999999999997,-7.1,1.1
1905.8852459016393,1905-11-20,4.7,0.6,4.4
1905.8879781420765,1905-11-21,8.5,-0.6,8.8
1905.8907103825136,1905-11-22,16.05,6.7,12.7
1905.8934426229507,1905-11-23,14.149999999999999,3.9,12.2
1905.896174863388,1905-11-24,11.05,3.3,9.4
1905.8989071038252,1905-11-25,12.5,4.4,10.3
1905.9016393442623,1905-11-26,13.0,5.0,10.5
1905.9043715846994,1905-11-27,7.949999999999999,1.7,7.1
1905.9071038251366,1905-11-28,10.25,3.9,8.3
1905.9098360655737,1905-11-29,8.899999999999999,0.4,8.7
1905.9125683060108,1905-11-30,14.149999999999999,6.1,11.1
1905.032786885246,1905-01-12,12.75,3.3,11.1
1905.1174863387978,1905-02-12,15.0,5.6,12.2
1905.1939890710382,1905-03-12,16.3,9.4,11.6
1905.27868852459,1905-04-12,15.25,8.3,11.1
1905.360655737705,1905-05-12,14.100000000000001,4.4,11.9
1905.4453551912568,1905-06-12,14.45,3.9,12.5
1905.5273224043715,1905-07-12,16.35,8.3,12.2
1905.6120218579235,1905-08-12,12.4,6.0,9.4
1905.6967213114754,1905-09-12,9.700000000000001,2.8,8.3
1905.77868852459,1905-10-12,7.1,-2.2,8.2
1905.863387978142,1905-11-12,13.25,6.7,9.9
1905.9453551912568,1905-12-12,13.5,7.2,9.9
1905.948087431694,1905-12-13,11.25,6.1,8.2
1905.950819672131,1905-12-14,10.1,5.6,7.3
1905.9535519125684,1905-12-15,8.0,0.6,7.7
1905.9562841530055,1905-12-16,7.8,0.2,7.7
1905.9590163934427,1905-12-17,10.149999999999999,3.9,8.2
1905.9617486338798,1905-12-18,13.0,7.2,9.4
1905.964480874317,1905-12-19,12.600000000000001,4.4,10.4
1905.967213114754,1905-12-20,13.3,5.8,10.4
1905.9699453551912,1905-12-21,16.6,9.4,11.9
1905.9726775956285,1905-12-22,14.3,7.8,10.4
1905.9754098360656,1905-12-23,12.75,6.7,9.4
1905.9781420765028,1905-12-24,16.65,8.9,12.2
1905.98087431694,1905-12-25,17.7,10.0,12.7
1905.983606557377,1905-12-26,14.1,5.0,11.6
1905.9863387978141,1905-12-27,12.4,7.2,8.8
1905.9890710382513,1905-12-28,11.899999999999999,6.4,8.7
1905.9918032786886,1905-12-29,10.149999999999999,6.1,7.1
1905.9945355191257,1905-12-30,9.2,5.0,6.7
1905.9972677595629,1905-12-31,8.25,4.3,6.1
1906.0027322404371,1906-01-01,7.75,3.9,5.8
1906.0874316939892,1906-02-01,13.3,4.4,11.1
1906.1639344262296,1906-03-01,14.45,6.7,11.1
1906.2486338797814,1906-04-01,14.45,6.7,11.1
1906.3306010928961,1906-05-01,10.75,3.9,8.8
1906.4153005464482,1906-06-01,10.35,3.3,8.7
1906.4972677595629,1906-07-01,8.65,3.3,7.0
1906.5819672131147,1906-08-01,9.85,2.9,8.4
1906.6666666666667,1906-09-01,11.85,3.9,9.9
1906.7486338797814,1906-10-01,8.2,2.2,7.1
1906.8333333333333,1906-11-01,10.75,1.7,9.9
1906.9153005464482,1906-12-01,11.75,3.9,9.8
1906.035519125683,1906-01-13,7.9,1.8,7.0
1906.0382513661202,1906-01-14,10.75,1.7,9.9
1906.0409836065573,1906-01-15,10.450000000000001,1.1,9.9
1906.0437158469945,1906-01-16,7.5,1.4,6.8
1906.0464480874316,1906-01-17,6.7,1.0,6.2
1906.049180327869,1906-01-18,6.2,0.6,5.9
1906.051912568306,1906-01-19,6.449999999999999,0.7,6.1
1906.0546448087432,1906-01-20,7.450000000000001,-1.7,8.3
1906.0573770491803,1906-01-21,11.100000000000001,4.4,8.9
1906.0601092896175,1906-01-22,6.8500000000000005,-1.7,7.7
1906.0628415300546,1906-01-23,3.9999999999999996,-3.2,5.6
1906.0655737704917,1906-01-24,12.9,5.0,10.4
1906.068306010929,1906-01-25,13.7,6.4,10.5
1906.0710382513662,1906-01-26,14.25,8.3,10.1
1906.0737704918033,1906-01-27,16.75,8.7,12.4
1906.0765027322404,1906-01-28,16.95,8.9,12.5
1906.0792349726776,1906-01-29,13.899999999999999,5.6,11.1
1906.0819672131147,1906-01-30,11.15,3.7,9.3
1906.0846994535518,1906-01-31,11.45,3.9,9.5
1906.0054644808743,1906-01-02,11.9,5.0,9.4
1906.0901639344263,1906-02-02,10.350000000000001,4.9,7.9
1906.1666666666667,1906-03-02,7.25,1.7,6.4
1906.2513661202186,1906-04-02,5.6,2.0,4.6
1906.3333333333333,1906-05-02,3.2,-2.4,4.4
1906.4180327868853,1906-06-02,8.8,2.2,7.7
1906.5,1906-07-02,8.45,1.7,7.6
1906.5846994535518,1906-08-02,8.5,-0.6,8.8
1906.6693989071039,1906-09-02,2.85,-1.7,3.7
1906.7513661202186,1906-10-02,9.9,2.2,8.8
1906.8360655737704,1906-11-02,4.6499999999999995,-1.3,5.3
1906.9180327868853,1906-12-02,4.5,-2.2,5.6
1906.120218579235,1906-02-13,5.8500000000000005,-1.7,6.7
1906.122950819672,1906-02-14,6.25,-1.7,7.1
1906.1256830601094,1906-02-15,7.7,0.0,7.7
1906.1284153005465,1906-02-16,7.6000000000000005,-0.2,7.7
1906.1311475409836,1906-02-17,7.200000000000001,-2.2,8.3
1906.1338797814208,1906-02-18,5.3,-5.0,7.8
1906.136612021858,1906-02-19,6.5,0.6,6.2
1906.139344262295,1906-02-20,7.9,-0.8,8.3
1906.1420765027322,1906-02-21,5.25,-3.9,7.2
1906.1448087431695,1906-02-22,6.7,0.0,6.7
1906.1475409836066,1906-02-23,5.0,-2.2,6.1
1906.1502732240438,1906-02-24,7.200000000000001,-2.2,8.3
1906.1530054644809,1906-02-25,9.4,2.2,8.3
1906.155737704918,1906-02-26,10.6,2.4,9.4
1906.1584699453551,1906-02-27,6.1000000000000005,-0.6,6.4
1906.1612021857923,1906-02-28,7.450000000000001,-1.7,8.3
1906.0081967213114,1906-01-03,14.149999999999999,6.1,11.1
1906.0928961748634,1906-02-03,10.1,-0.8,10.5
1906.1693989071039,1906-03-03,11.1,-2.2,12.2
1906.2540983606557,1906-04-03,15.0,5.4,12.3
1906.3360655737704,1906-05-03,15.549999999999999,6.7,12.2
1906.4207650273224,1906-06-03,19.9,10.0,14.9
1906.5027322404371,1906-07-03,16.15,7.9,12.2
1906.5874316939892,1906-08-03,12.5,4.0,10.5
1906.672131147541,1906-09-03,10.0,2.8,8.6
1906.7540983606557,1906-10-03,7.55,3.1,6.0
1906.8387978142077,1906-11-03,12.65,1.1,12.1
1906.9207650273224,1906-12-03,4.0,0.0,4.0
1906.1967213114754,1906-03-13,3.1,-0.6,3.4
1906.1994535519125,1906-03-14,9.95,-1.1,10.5
1906.2021857923498,1906-03-15,17.7,6.8,14.3
1906.204918032787,1906-03-16,18.05,6.3,14.9
1906.207650273224,1906-03-17,17.1,8.0,13.1
1906.2103825136612,1906-03-18,12.35,3.3,10.7
1906.2131147540983,1906-03-19,7.6499999999999995,0.7,7.3
1906.2158469945355,1906-03-20,8.8,0.6,8.5
1906.2185792349726,1906-03-21,10.149999999999999,3.9,8.2
1906.22131147541,1906-03-22,9.950000000000001,1.1,9.4
1906.224043715847,1906-03-23,7.8999999999999995,1.2,7.3
1906.2267759562842,1906-03-24,8.0,2.8,6.6
1906.2295081967213,1906-03-25,6.75,1.1,6.2
1906.2322404371585,1906-03-26,5.5,0.6,5.2
1906.2349726775956,1906-03-27,8.4,2.2,7.3
1906.2377049180327,1906-03-28,9.7,0.0,9.7
1906.24043715847,1906-03-29,12.1,2.0,11.1
1906.2431693989072,1906-03-30,10.15,-1.9,11.1
1906.2459016393443,1906-03-31,11.1,3.4,9.4
1906.0109289617487,1906-01-04,10.4,2.0,9.4
1906.0956284153006,1906-02-04,9.45,-3.3,11.1
1906.172131147541,1906-03-04,7.75,-3.3,9.4
1906.2568306010928,1906-04-04,14.5,0.6,14.2
1906.3387978142077,1906-05-04,13.25,6.7,9.9
1906.4234972677596,1906-06-04,12.399999999999999,0.4,12.2
1906.5054644808743,1906-07-04,16.25,-1.1,16.8
1906.5901639344263,1906-08-04,16.099999999999998,7.8,12.2
1906.6748633879781,1906-09-04,10.5,0.0,10.5
1906.7568306010928,1906-10-04,11.35,-1.7,12.2
1906.8415300546449,1906-11-04,14.0,-0.6,14.3
1906.9234972677596,1906-12-04,17.400000000000002,0.6,17.1
1906.2814207650274,1906-04-13,14.6,2.8,13.2
1906.2841530054645,1906-04-14,12.25,-1.7,13.1
1906.2868852459017,1906-04-15,13.200000000000001,-2.2,14.3
1906.2896174863388,1906-04-16,18.0,2.2,16.9
1906.292349726776,1906-04-17,12.15,1.7,11.3
1906.295081967213,1906-04-18,7.4,0.4,7.2
1906.2978142076502,1906-04-19,8.05,-2.7,9.4
1906.3005464480875,1906-04-20,18.3,5.8,15.4
1906.3032786885246,1906-04-21,15.2,5.0,12.7
1906.3060109289618,1906-04-22,13.1,2.8,11.7
1906.308743169399,1906-04-23,10.200000000000001,0.6,9.9
1906.311475409836,1906-04-24,11.3,2.8,9.9
1906.3142076502731,1906-04-25,9.75,2.9,8.3
1906.3169398907103,1906-04-26,11.049999999999999,2.9,9.6
1906.3196721311476,1906-04-27,13.549999999999999,1.7,12.7
1906.3224043715848,1906-04-28,8.55,1.7,7.7
1906.3251366120219,1906-04-29,9.700000000000001,0.6,9.4
1906.327868852459,1906-04-30,9.450000000000001,1.1,8.9
1906.0136612021859,1906-01-05,10.950000000000001,1.1,10.4
1906.0983606557377,1906-02-05,15.15,1.7,14.3
1906.1748633879781,1906-03-05,16.85,5.1,14.3
1906.25956284153,1906-04-05,15.25,6.1,12.2
1906.3415300546449,1906-05-05,14.950000000000001,3.3,13.3
1906.4262295081967,1906-06-05,24.65,11.7,18.8
1906.5081967213114,1906-07-05,23.4,9.4,18.7
1906.5928961748634,1906-08-05,20.25,8.7,15.9
1906.6775956284152,1906-09-05,13.399999999999999,4.6,11.1
1906.75956284153,1906-10-05,11.1,0.0,11.1
1906.844262295082,1906-11-05,14.149999999999999,6.1,11.1
1906.9262295081967,1906-12-05,17.7,7.8,13.8
1906.363387978142,1906-05-13,20.6,7.2,17.0
1906.3661202185792,1906-05-14,15.549999999999999,5.7,12.7
1906.3688524590164,1906-05-15,15.450000000000001,3.3,13.8
