year reset dt,year reset,year,temp c,anom c,modern anom c,modern temp c,temp c resample 1000Y,temp c mean
723953,723953.0,-95935.0,,-5.13,,,,
723989,723989.0,-95899.0,-60.44999999999999,,,,,
723999,,,,,,,,-59.52499999999998
724006,724006.0,-95882.0,,-4.8,,,,
724042,724042.0,-95846.0,-58.84999999999997,,,,,
724055,724055.0,-95833.0,,-4.2,,,,
724095,724095.0,-95793.0,-59.84999999999997,,,,,
724103,724103.0,-95785.0,,-3.41,,,,
724148,724148.0,-95740.0,-60.04999999999998,,,,,
724156,724156.0,-95732.0,,-4.86,,,,
724201,724201.0,-95687.0,-59.14999999999998,,,,,
724209,724209.0,-95679.0,,-4.73,,,,
724252,724252.0,-95636.0,-59.34999999999997,,,,,
724263,724263.0,-95625.0,,-5.46,,,,
724304,724304.0,-95584.0,-59.24999999999997,,,,,
724313,724313.0,-95575.0,,-3.84,,,,
724355,724355.0,-95533.0,-59.34999999999997,,,,,
724366,724366.0,-95522.0,,-4.83,,,,
724408,724408.0,-95480.0,-59.24999999999997,,,,,
724418,724418.0,-95470.0,,-5.05,,,,
724461,724461.0,-95427.0,-60.14999999999998,,,,,
724469,724469.0,-95419.0,,-4.17,,,,
724514,724514.0,-95374.0,-58.54999999999998,,,,,
724519,724519.0,-95369.0,,-4.37,,,,
724568,724568.0,-95320.0,-60.74999999999997,,,,,
724570,724570.0,-95318.0,,-4.22,,,,
724620,724620.0,-95268.0,,-4.32,,,,
724623,724623.0,-95265.0,-59.64999999999998,,,,,
724671,724671.0,-95217.0,,-4.22,,,,
724678,724678.0,-95210.0,-59.74999999999997,,,,,
724722,724722.0,-95166.0,,-5.11,,,,
724731,724731.0,-95157.0,-59.24999999999997,,,,,
724773,724773.0,-95115.0,,-3.56,,,,
724785,724785.0,-95103.0,-59.74999999999997,,,,,
724827,724827.0,-95061.0,,-5.71,,,,
724838,724838.0,-95050.0,-59.24999999999997,,,,,
724880,724880.0,-95008.0,,-4.7,,,,
724892,724892.0,-94996.0,-60.44999999999999,,,,,
724932,724932.0,-94956.0,,-4.72,,,,
724946,724946.0,-94942.0,-58.84999999999997,,,,,
724983,724983.0,-94905.0,,-4.24,,,,
724999,724999.0,-94889.0,-59.74999999999997,,,,,-59.5394736842105
725034,725034.0,-94854.0,,-4.8,,,,
725054,725054.0,-94834.0,-60.14999999999998,,,,,
725086,725086.0,-94802.0,,-4.29,,,,
725109,725109.0,-94779.0,-60.84999999999997,,,,,
725139,725139.0,-94749.0,,-5.46,,,,
725164,725164.0,-94724.0,-58.64999999999998,,,,,
725189,725189.0,-94699.0,,-3.82,,,,
725219,725219.0,-94669.0,-59.84999999999997,,,,,
725241,725241.0,-94647.0,,-4.73,,,,
725273,725273.0,-94615.0,-60.24999999999997,,,,,
725295,725295.0,-94593.0,,-5.15,,,,
725328,725328.0,-94560.0,-59.64999999999998,,,,,
725352,725352.0,-94536.0,,-5.84,,,,
725380,725380.0,-94508.0,-58.74999999999997,,,,,
725400,725400.0,-94488.0,,-3.69,,,,
725431,725431.0,-94457.0,-59.34999999999997,,,,,
725453,725453.0,-94435.0,,-4.87,,,,
725483,725483.0,-94405.0,-59.84999999999997,,,,,
725507,725507.0,-94381.0,,-5.23,,,,
725537,725537.0,-94351.0,-59.14999999999998,,,,,
725558,725558.0,-94330.0,,-4.6,,,,
725591,725591.0,-94297.0,-60.84999999999997,,,,,
725606,725606.0,-94282.0,,-3.73,,,,
725645,725645.0,-94243.0,-59.74999999999997,,,,,
725656,725656.0,-94232.0,,-4.32,,,,
725697,725697.0,-94191.0,-58.24999999999997,,,,,
725708,725708.0,-94180.0,,-4.8,,,,
725749,725749.0,-94139.0,-60.34999999999997,,,,,
725759,725759.0,-94129.0,,-4.14,,,,
725801,725801.0,-94087.0,-59.94999999999999,,,,,
725814,725814.0,-94074.0,,-5.86,,,,
725854,725854.0,-94034.0,-59.24999999999997,,,,,
725866,725866.0,-94022.0,,-4.78,,,,
725908,725908.0,-93980.0,-60.24999999999997,,,,,
725914,725914.0,-93974.0,,-3.23,,,,
725961,725961.0,-93927.0,-60.04999999999998,,,,,
725967,725967.0,-93921.0,,-5.3,,,,
725999,,,,,,,,-59.73333333333331
726014,726014.0,-93874.0,-59.54999999999998,,,,,
726019,726019.0,-93869.0,,-4.96,,,,
726068,726068.0,-93820.0,-60.34999999999997,,,,,
726071,726071.0,-93817.0,,-4.22,,,,
726121,726121.0,-93767.0,-59.94999999999999,,,,,
726124,726124.0,-93764.0,,-5.26,,,,
726175,726175.0,-93713.0,-59.94999999999999,,,,,
726177,726177.0,-93711.0,,-5.02,,,,
726229,726229.0,-93659.0,-60.34999999999997,-4.54,,,,
726282,726282.0,-93606.0,-60.04999999999998,,,,,
726283,726283.0,-93605.0,,-5.36,,,,
726335,726335.0,-93553.0,-59.94999999999999,,,,,
726336,726336.0,-93552.0,,-4.92,,,,
726389,726389.0,-93499.0,-60.34999999999997,-4.98,,,,
726442,726442.0,-93446.0,-59.84999999999997,,,,,
726444,726444.0,-93444.0,,-5.33,,,,
726491,726491.0,-93397.0,-59.14999999999998,,,,,
726497,726497.0,-93391.0,,-5.03,,,,
726540,726540.0,-93348.0,-59.14999999999998,,,,,
726550,726550.0,-93338.0,,-4.94,,,,
726589,726589.0,-93299.0,-59.44999999999999,,,,,
726604,726604.0,-93284.0,,-5.38,,,,
726636,726636.0,-93252.0,-58.64999999999998,,,,,
726656,726656.0,-93232.0,,-4.82,,,,
726683,726683.0,-93205.0,-58.44999999999999,,,,,
726706,726706.0,-93182.0,,-4.11,,,,
726730,726730.0,-93158.0,-59.14999999999998,,,,,
726755,726755.0,-93133.0,,-4.14,,,,
726774,726774.0,-93114.0,-58.04999999999998,,,,,
726804,726804.0,-93084.0,,-4.42,,,,
726819,726819.0,-93069.0,-57.74999999999997,,,,,
726851,726851.0,-93037.0,,-3.63,,,,
726864,726864.0,-93024.0,-58.94999999999999,,,,,
726897,726897.0,-92991.0,,-3.41,,,,
726917,726917.0,-92971.0,-59.74999999999997,,,,,
726945,726945.0,-92943.0,,-4.17,,,,
726970,726970.0,-92918.0,-61.14999999999998,,,,,
726989,726989.0,-92899.0,,-3.02,,,,
726999,,,,,,,,-59.49999999999998
727024,727024.0,-92864.0,-60.04999999999998,,,,,
727033,727033.0,-92855.0,,-2.73,,,,
727074,727074.0,-92814.0,-59.94999999999999,,,,,
727081,727081.0,-92807.0,,-3.94,,,,
727124,727124.0,-92764.0,-59.94999999999999,,,,,
727133,727133.0,-92755.0,,-4.68,,,,
727174,727174.0,-92714.0,-59.24999999999997,,,,,
727189,727189.0,-92699.0,,-6.12,,,,
727224,727224.0,-92664.0,-60.44999999999999,,,,,
727243,727243.0,-92645.0,,-5.05,,,,
727273,727273.0,-92615.0,-59.64999999999998,,,,,
727296,727296.0,-92592.0,,-4.95,,,,
727323,727323.0,-92565.0,-59.04999999999998,,,,,
727348,727348.0,-92540.0,,-4.93,,,,
727372,727372.0,-92516.0,-60.64999999999998,,,,,
727398,727398.0,-92490.0,,-4.24,,,,
727421,727421.0,-92467.0,-59.24999999999997,,,,,
727452,727452.0,-92436.0,,-5.41,,,,
727469,727469.0,-92419.0,-59.14999999999998,,,,,
727503,727503.0,-92385.0,,-4.6,,,,
727517,727517.0,-92371.0,-59.44999999999999,,,,,
727552,727552.0,-92336.0,,-3.99,,,,
727564,727564.0,-92324.0,-59.34999999999997,,,,,
727606,727606.0,-92282.0,,-5.61,,,,
727612,727612.0,-92276.0,-59.74999999999997,,,,,
727656,727656.0,-92232.0,,-4.22,,,,
727660,727660.0,-92228.0,-59.84999999999997,,,,,
727705,727705.0,-92183.0,,-4.14,,,,
727708,727708.0,-92180.0,-59.84999999999997,,,,,
727754,727754.0,-92134.0,,-4.39,,,,
727756,727756.0,-92132.0,-59.44999999999999,,,,,
727804,727804.0,-92084.0,-59.74999999999997,-4.34,,,,
727852,727852.0,-92036.0,-60.54999999999998,,,,,
727855,727855.0,-92033.0,,-4.67,,,,
727899,727899.0,-91989.0,-58.54999999999998,,,,,
727907,727907.0,-91981.0,,-4.85,,,,
727948,727948.0,-91940.0,-59.94999999999999,,,,,
727958,727958.0,-91930.0,,-4.78,,,,
727997,727997.0,-91891.0,-60.04999999999998,,,,,
727999,,,,,,,,-59.71190476190474
728008,728008.0,-91880.0,,-4.44,,,,
728047,728047.0,-91841.0,-60.94999999999999,,,,,
728060,728060.0,-91828.0,,-4.73,,,,
728093,728093.0,-91795.0,-59.84999999999997,,,,,
728113,728113.0,-91775.0,,-5.54,,,,
728140,728140.0,-91748.0,-59.54999999999998,,,,,
728162,728162.0,-91726.0,,-3.53,,,,
728187,728187.0,-91701.0,-59.64999999999998,,,,,
728212,728212.0,-91676.0,,-4.88,,,,
728234,728234.0,-91654.0,-59.24999999999997,,,,,
728266,728266.0,-91622.0,,-5.05,,,,
728281,728281.0,-91607.0,-59.44999999999999,,,,,
728321,728321.0,-91567.0,,-5.92,,,,
728328,728328.0,-91560.0,-60.64999999999998,,,,,
728373,728373.0,-91515.0,,-4.78,,,,
728376,728376.0,-91512.0,-60.14999999999998,,,,,
728424,728424.0,-91464.0,-60.34999999999997,-4.47,,,,
728473,728473.0,-91415.0,-59.64999999999998,,,,,
728474,728474.0,-91414.0,,-4.57,,,,
728522,728522.0,-91366.0,-61.04999999999998,,,,,
728523,728523.0,-91365.0,,-4.23,,,,
728571,728571.0,-91317.0,-60.44999999999999,,,,,
728574,728574.0,-91314.0,,-4.38,,,,
728620,728620.0,-91268.0,-59.84999999999997,,,,,
728627,728627.0,-91261.0,,-5.59,,,,
728667,728667.0,-91221.0,-59.94999999999999,,,,,
728681,728681.0,-91207.0,,-5.16,,,,
728714,728714.0,-91174.0,-59.94999999999999,,,,,
728734,728734.0,-91154.0,,-5.32,,,,
728761,728761.0,-91127.0,-59.74999999999997,,,,,
728787,728787.0,-91101.0,,-4.6,,,,
728809,728809.0,-91079.0,-60.94999999999999,,,,,
728843,728843.0,-91045.0,,-6.05,,,,
728856,728856.0,-91032.0,-59.24999999999997,,,,,
728897,728897.0,-90991.0,,-5.37,,,,
728904,728904.0,-90984.0,-60.14999999999998,,,,,
728949,728949.0,-90939.0,,-4.8,,,,
728952,728952.0,-90936.0,-59.94999999999999,,,,,
728999,,,,,,,,-60.03999999999998
729000,729000.0,-90888.0,,-4.88,,,,
729001,729001.0,-90887.0,-60.64999999999998,,,,,
729049,729049.0,-90839.0,-60.24999999999997,,,,,
729052,729052.0,-90836.0,,-4.91,,,,
729097,729097.0,-90791.0,-59.14999999999998,,,,,
729104,729104.0,-90784.0,,-4.69,,,,
729146,729146.0,-90742.0,-60.34999999999997,,,,,
729159,729159.0,-90729.0,,-5.9,,,,
729194,729194.0,-90694.0,-60.64999999999998,,,,,
729209,729209.0,-90679.0,,-4.21,,,,
729245,729245.0,-90643.0,-60.84999999999997,,,,,
729261,729261.0,-90627.0,,-5.09,,,,
729296,729296.0,-90592.0,-60.84999999999997,,,,,
729313,729313.0,-90575.0,,-4.87,,,,
729346,729346.0,-90542.0,-60.34999999999997,,,,,
729367,729367.0,-90521.0,,-5.63,,,,
729396,729396.0,-90492.0,-60.34999999999997,,,,,
729420,729420.0,-90468.0,,-5.19,,,,
729445,729445.0,-90443.0,-60.34999999999997,,,,,
729470,729470.0,-90418.0,,-4.13,,,,
729494,729494.0,-90394.0,-59.94999999999999,,,,,
729523,729523.0,-90365.0,,-5.27,,,,
729545,729545.0,-90343.0,-60.64999999999998,,,,,
729578,729578.0,-90310.0,,-5.63,,,,
729597,729597.0,-90291.0,-60.74999999999997,,,,,
729634,729634.0,-90254.0,,-5.85,,,,
729648,729648.0,-90240.0,-60.34999999999997,,,,,
729690,729690.0,-90198.0,,-5.76,,,,
729701,729701.0,-90187.0,-61.24999999999997,,,,,
729744,729744.0,-90144.0,,-5.33,,,,
729754,729754.0,-90134.0,-61.04999999999998,,,,,
729798,729798.0,-90090.0,,-5.35,,,,
729807,729807.0,-90081.0,-60.64999999999998,,,,,
729851,729851.0,-90037.0,,-5.3,,,,
729858,729858.0,-90030.0,-59.94999999999999,,,,,
729903,729903.0,-89985.0,,-4.9,,,,
729909,729909.0,-89979.0,-59.24999999999997,,,,,
729958,729958.0,-89930.0,,-5.61,,,,
729960,729960.0,-89928.0,-61.74999999999997,,,,,
729999,,,,,,,,-60.46999999999997
730013,730013.0,-89875.0,,-5.68,,,,
730014,730014.0,-89874.0,-60.84999999999997,,,,,
730067,730067.0,-89821.0,,-5.27,,,,
730068,730068.0,-89820.0,-60.94999999999999,,,,,
730123,730123.0,-89765.0,-61.34999999999997,,,,,
730124,730124.0,-89764.0,,-6.19,,,,
730176,730176.0,-89712.0,-60.74999999999997,,,,,
730181,730181.0,-89707.0,,-6.04,,,,
730230,730230.0,-89658.0,-61.64999999999998,,,,,
730236,730236.0,-89652.0,,-5.59,,,,
730283,730283.0,-89605.0,-60.14999999999998,,,,,
730288,730288.0,-89600.0,,-4.95,,,,
730334,730334.0,-89554.0,-60.74999999999997,,,,,
730338,730338.0,-89550.0,,-4.22,,,,
730385,730385.0,-89503.0,-60.74999999999997,,,,,
730397,730397.0,-89491.0,,-6.73,,,,
730436,730436.0,-89452.0,-60.14999999999998,,,,,
730453,730453.0,-89435.0,,-5.82,,,,
730486,730486.0,-89402.0,-59.94999999999999,,,,,
730510,730510.0,-89378.0,,-5.87,,,,
730537,730537.0,-89351.0,-60.64999999999998,,,,,
730568,730568.0,-89320.0,,-6.34,,,,
730588,730588.0,-89300.0,-60.94999999999999,,,,,
730625,730625.0,-89263.0,,-5.76,,,,
730643,730643.0,-89245.0,-61.24999999999997,,,,,
730682,730682.0,-89206.0,,-6.6,,,,
730698,730698.0,-89190.0,-61.44999999999999,,,,,
730737,730737.0,-89151.0,,-5.16,,,,
730754,730754.0,-89134.0,-61.64999999999998,,,,,
730792,730792.0,-89096.0,,-5.71,,,,
730805,730805.0,-89083.0,-61.84999999999997,,,,,
730847,730847.0,-89041.0,,-5.67,,,,
730857,730857.0,-89031.0,-59.94999999999999,,,,,
730899,730899.0,-88989.0,,-5.16,,,,
730909,730909.0,-88979.0,-60.34999999999997,,,,,
730950,730950.0,-88938.0,,-4.88,,,,
730960,730960.0,-88928.0,-60.84999999999997,,,,,
730999,,,,,,,,-60.85526315789471
731005,731005.0,-88883.0,,-5.64,,,,
731011,731011.0,-88877.0,-61.44999999999999,,,,,
731061,731061.0,-88827.0,,-5.92,,,,
731063,731063.0,-88825.0,-59.04999999999998,,,,,
731113,731113.0,-88775.0,-60.44999999999999,,,,,
731119,731119.0,-88769.0,,-6.21,,,,
731164,731164.0,-88724.0,-60.44999999999999,,,,,
731178,731178.0,-88710.0,,-6.38,,,,
731214,731214.0,-88674.0,-60.44999999999999,,,,,
731238,731238.0,-88650.0,,-6.59,,,,
731263,731263.0,-88625.0,-60.44999999999999,,,,,
731298,731298.0,-88590.0,,-6.77,,,,
731311,731311.0,-88577.0,-60.04999999999998,,,,,
731349,731349.0,-88539.0,,-4.91,,,,
731359,731359.0,-88529.0,-58.94999999999999,,,,,
731402,731402.0,-88486.0,,-5.32,,,,
731409,731409.0,-88479.0,-59.74999999999997,,,,,
731458,731458.0,-88430.0,-60.54999999999998,-5.86,,,,
731507,731507.0,-88381.0,-60.24999999999997,,,,,
731514,731514.0,-88374.0,,-6.37,,,,
731558,731558.0,-88330.0,-60.24999999999997,,,,,
731564,731564.0,-88324.0,,-3.98,,,,
731609,731609.0,-88279.0,-59.74999999999997,,,,,
731616,731616.0,-88272.0,,-5.46,,,,
731659,731659.0,-88229.0,-61.14999999999998,,,,,
731670,731670.0,-88218.0,,-5.4,,,,
731710,731710.0,-88178.0,-61.24999999999997,,,,,
731723,731723.0,-88165.0,,-5.46,,,,
731761,731761.0,-88127.0,-60.24999999999997,,,,,
731776,731776.0,-88112.0,,-5.39,,,,
731813,731813.0,-88075.0,-60.04999999999998,,,,,
731826,731826.0,-88062.0,,-5.01,,,,
731861,731861.0,-88027.0,-59.84999999999997,,,,,
731875,731875.0,-88013.0,,-3.89,,,,
731909,731909.0,-87979.0,-60.14999999999998,,,,,
731925,731925.0,-87963.0,,-4.7,,,,
731958,731958.0,-87930.0,-59.94999999999999,,,,,
731977,731977.0,-87911.0,,-5.52,,,,
731999,,,,,,,,-60.22499999999998
732009,732009.0,-87879.0,-59.64999999999998,,,,,
732030,732030.0,-87858.0,,-5.22,,,,
732061,732061.0,-87827.0,-61.14999999999998,,,,,
732081,732081.0,-87807.0,,-5.17,,,,
732112,732112.0,-87776.0,-61.14999999999998,,,,,
732133,732133.0,-87755.0,,-4.76,,,,
732166,732166.0,-87722.0,-60.64999999999998,,,,,
732188,732188.0,-87700.0,,-6.11,,,,
732219,732219.0,-87669.0,-61.34999999999997,,,,,
732246,732246.0,-87642.0,,-6.23,,,,
732273,732273.0,-87615.0,-61.44999999999999,,,,,
732298,732298.0,-87590.0,,-5.25,,,,
732323,732323.0,-87565.0,-60.14999999999998,,,,,
732349,732349.0,-87539.0,,-5.05,,,,
732372,732372.0,-87516.0,-60.54999999999998,,,,,
732400,732400.0,-87488.0,,-4.84,,,,
732422,732422.0,-87466.0,-60.14999999999998,,,,,
732451,732451.0,-87437.0,,-5.12,,,,
732473,732473.0,-87415.0,-60.64999999999998,,,,,
732502,732502.0,-87386.0,,-4.89,,,,
732523,732523.0,-87365.0,-60.24999999999997,,,,,
732552,732552.0,-87336.0,,-4.67,,,,
732573,732573.0,-87315.0,-60.74999999999997,,,,,
732608,732608.0,-87280.0,,-6.16,,,,
732626,732626.0,-87262.0,-61.24999999999997,,,,,
732664,732664.0,-87224.0,,-6.09,,,,
732680,732680.0,-87208.0,-61.14999999999998,,,,,
732719,732719.0,-87169.0,,-5.64,,,,
732733,732733.0,-87155.0,-60.74999999999997,,,,,
732776,732776.0,-87112.0,,-6.29,,,,
732787,732787.0,-87101.0,-62.04999999999998,,,,,
732833,732833.0,-87055.0,,-6.44,,,,
732841,732841.0,-87047.0,-61.44999999999999,,,,,
732886,732886.0,-87002.0,,-5.1,,,,
732895,732895.0,-86993.0,-60.84999999999997,,,,,
732939,732939.0,-86949.0,,-5.53,,,,
732949,732949.0,-86939.0,-61.94999999999999,,,,,
732991,732991.0,-86897.0,,-5.1,,,,
732999,,,,,,,,-60.91315789473683
733003,733003.0,-86885.0,-60.94999999999999,,,,,
733044,733044.0,-86844.0,,-5.61,,,,
733057,733057.0,-86831.0,-61.54999999999998,,,,,
733096,733096.0,-86792.0,,-5.26,,,,
733109,733109.0,-86779.0,-61.64999999999998,,,,,
733150,733150.0,-86738.0,,-5.69,,,,
733161,733161.0,-86727.0,-60.74999999999997,,,,,
733207,733207.0,-86681.0,,-6.27,,,,
733212,733212.0,-86676.0,-60.84999999999997,,,,,
733264,733264.0,-86624.0,,-6.15,,,,
733266,733266.0,-86622.0,-61.04999999999998,,,,,
733320,733320.0,-86568.0,-61.54999999999998,-5.69,,,,
733373,733373.0,-86515.0,-61.94999999999999,,,,,
733379,733379.0,-86509.0,,-7.01,,,,
733426,733426.0,-86462.0,-60.84999999999997,,,,,
733437,733437.0,-86451.0,,-6.42,,,,
733479,733479.0,-86409.0,-62.44999999999999,,,,,
733492,733492.0,-86396.0,,-5.81,,,,
733532,733532.0,-86356.0,-60.54999999999998,,,,,
733552,733552.0,-86336.0,,-6.88,,,,
733586,733586.0,-86302.0,-61.84999999999997,,,,,
733608,733608.0,-86280.0,,-5.94,,,,
733640,733640.0,-86248.0,-61.44999999999999,,,,,
733666,733666.0,-86222.0,,-6.52,,,,
733694,733694.0,-86194.0,-62.04999999999998,,,,,
733724,733724.0,-86164.0,,-6.59,,,,
733746,733746.0,-86142.0,-61.64999999999998,,,,,
733779,733779.0,-86109.0,,-5.75,,,,
733798,733798.0,-86090.0,-60.44999999999999,,,,,
733834,733834.0,-86054.0,,-5.8,,,,
733850,733850.0,-86038.0,-61.54999999999998,,,,,
733889,733889.0,-85999.0,,-6.04,,,,
733908,733908.0,-85980.0,-62.74999999999997,,,,,
733947,733947.0,-85941.0,,-6.52,,,,
733966,733966.0,-85922.0,-62.54999999999998,,,,,
733999,,,,,,,,-61.49736842105261
734007,734007.0,-85881.0,,-6.97,,,,
734024,734024.0,-85864.0,-62.14999999999998,,,,,
734064,734064.0,-85824.0,,-5.85,,,,
734076,734076.0,-85812.0,-61.64999999999998,,,,,
734124,734124.0,-85764.0,,-7.44,,,,
734128,734128.0,-85760.0,-60.64999999999998,,,,,
734180,734180.0,-85708.0,-61.54999999999998,-5.57,,,,
734230,734230.0,-85658.0,-60.34999999999997,,,,,
734239,734239.0,-85649.0,,-6.84,,,,
734281,734281.0,-85607.0,-61.04999999999998,,,,,
734297,734297.0,-85591.0,,-6.46,,,,
734331,734331.0,-85557.0,-60.74999999999997,,,,,
734357,734357.0,-85531.0,,-6.99,,,,
734381,734381.0,-85507.0,-61.04999999999998,,,,,
734415,734415.0,-85473.0,,-6.65,,,,
734431,734431.0,-85457.0,-59.74999999999997,,,,,
734470,734470.0,-85418.0,,-5.49,,,,
734482,734482.0,-85406.0,-61.34999999999997,,,,,
734528,734528.0,-85360.0,,-6.57,,,,
734533,734533.0,-85355.0,-61.24999999999997,,,,,
734585,734585.0,-85303.0,-60.94999999999999,,,,,
734592,734592.0,-85296.0,,-7.53,,,,
734637,734637.0,-85251.0,-60.64999999999998,,,,,
734656,734656.0,-85232.0,,-7.6,,,,
734686,734686.0,-85202.0,-60.84999999999997,,,,,
734717,734717.0,-85171.0,,-7.17,,,,
734735,734735.0,-85153.0,-59.94999999999999,,,,,
734775,734775.0,-85113.0,,-6.61,,,,
734784,734784.0,-85104.0,-60.34999999999997,,,,,
734830,734830.0,-85058.0,,-5.67,,,,
734833,734833.0,-85055.0,-60.24999999999997,,,,,
734882,734882.0,-85006.0,-60.24999999999997,,,,,
734886,734886.0,-85002.0,,-6.53,,,,
734931,734931.0,-84957.0,-60.84999999999997,,,,,
734939,734939.0,-84949.0,,-5.32,,,,
734978,734978.0,-84910.0,-59.34999999999997,,,,,
734994,734994.0,-84894.0,,-6.07,,,,
734999,,,,,,,,-60.74999999999998
735025,735025.0,-84863.0,-60.04999999999998,,,,,
735048,735048.0,-84840.0,,-5.79,,,,
735072,735072.0,-84816.0,-59.74999999999997,,,,,
735103,735103.0,-84785.0,,-6.09,,,,
735120,735120.0,-84768.0,-59.54999999999998,,,,,
735152,735152.0,-84736.0,,-4.75,,,,
735168,735168.0,-84720.0,-60.24999999999997,,,,,
735208,735208.0,-84680.0,,-6.32,,,,
735216,735216.0,-84672.0,-60.24999999999997,,,,,
735264,735264.0,-84624.0,,-6.25,,,,
735265,735265.0,-84623.0,-60.24999999999997,,,,,
735314,735314.0,-84574.0,-60.44999999999999,,,,,
735319,735319.0,-84569.0,,-5.99,,,,
735362,735362.0,-84526.0,-59.74999999999997,,,,,
735372,735372.0,-84516.0,,-5.68,,,,
735410,735410.0,-84478.0,-59.44999999999999,,,,,
735425,735425.0,-84463.0,,-5.81,,,,
735457,735457.0,-84431.0,-59.94999999999999,,,,,
735476,735476.0,-84412.0,,-4.98,,,,
735505,735505.0,-84383.0,-59.94999999999999,,,,,
735527,735527.0,-84361.0,,-5.33,,,,
735552,735552.0,-84336.0,-60.04999999999998,,,,,
735578,735578.0,-84310.0,,-5.3,,,,
735599,735599.0,-84289.0,-58.94999999999999,,,,,
735630,735630.0,-84258.0,,-5.23,,,,
735646,735646.0,-84242.0,-60.24999999999997,,,,,
735681,735681.0,-84207.0,,-5.86,,,,
735693,735693.0,-84195.0,-59.64999999999998,,,,,
735730,735730.0,-84158.0,,-4.39,,,,
735740,735740.0,-84148.0,-59.44999999999999,,,,,
735779,735779.0,-84109.0,,-5.02,,,,
735786,735786.0,-84102.0,-59.64999999999998,,,,,
735828,735828.0,-84060.0,,-4.77,,,,
735830,735830.0,-84058.0,-59.84999999999997,,,,,
735874,735874.0,-84014.0,-57.64999999999998,,,,,
735876,735876.0,-84012.0,,-4.57,,,,
735917,735917.0,-83971.0,-59.24999999999997,,,,,
735927,735927.0,-83961.0,,-5.25,,,,
735964,735964.0,-83924.0,-59.84999999999997,,,,,
735977,735977.0,-83911.0,,-5.27,,,,
735999,,,,,,,,-59.72619047619045
736011,736011.0,-83877.0,-59.64999999999998,,,,,
736028,736028.0,-83860.0,,-5.33,,,,
736058,736058.0,-83830.0,-59.34999999999997,,,,,
736079,736079.0,-83809.0,,-5.43,,,,
736104,736104.0,-83784.0,-59.64999999999998,,,,,
736128,736128.0,-83760.0,,-4.76,,,,
736150,736150.0,-83738.0,-60.34999999999997,,,,,
736176,736176.0,-83712.0,,-4.49,,,,
736197,736197.0,-83691.0,-58.24999999999997,,,,,
736225,736225.0,-83663.0,,-4.99,,,,
736242,736242.0,-83646.0,-59.24999999999997,,,,,
736274,736274.0,-83614.0,,-4.97,,,,
736288,736288.0,-83600.0,-60.04999999999998,,,,,
736323,736323.0,-83565.0,,-5.05,,,,
736334,736334.0,-83554.0,-59.34999999999997,,,,,
736370,736370.0,-83518.0,,-4.0,,,,
736377,736377.0,-83511.0,-58.84999999999997,,,,,
736419,736419.0,-83469.0,,-5.23,,,,
736420,736420.0,-83468.0,-58.34999999999997,,,,,
736462,736462.0,-83426.0,-58.64999999999998,,,,,
736467,736467.0,-83421.0,,-4.64,,,,
736507,736507.0,-83381.0,-59.04999999999998,,,,,
736514,736514.0,-83374.0,,-4.49,,,,
736551,736551.0,-83337.0,-58.84999999999997,,,,,
736562,736562.0,-83326.0,,-4.67,,,,
736595,736595.0,-83293.0,-59.34999999999997,,,,,
736609,736609.0,-83279.0,,-4.84,,,,
736639,736639.0,-83249.0,-58.54999999999998,,,,,
736650,736650.0,-83238.0,,-2.64,,,,
736683,736683.0,-83205.0,-58.44999999999999,,,,,
736696,736696.0,-83192.0,,-4.26,,,,
736726,736726.0,-83162.0,-59.44999999999999,,,,,
736745,736745.0,-83143.0,,-4.87,,,,
736772,736772.0,-83116.0,-59.24999999999997,,,,,
736792,736792.0,-83096.0,,-4.64,,,,
736817,736817.0,-83071.0,-58.84999999999997,,,,,
736839,736839.0,-83049.0,,-4.32,,,,
736862,736862.0,-83026.0,-59.94999999999999,,,,,
736887,736887.0,-83001.0,,-4.62,,,,
736905,736905.0,-82983.0,-58.34999999999997,,,,,
736935,736935.0,-82953.0,,-5.35,,,,
736948,736948.0,-82940.0,-59.14999999999998,,,,,
736980,736980.0,-82908.0,,-3.25,,,,
736991,736991.0,-82897.0,-58.34999999999997,,,,,
736999,,,,,,,,-59.10217391304345
737025,737025.0,-82863.0,,-4.24,,,,
737033,737033.0,-82855.0,-59.14999999999998,,,,,
737073,737073.0,-82815.0,,-5.0,,,,
737074,737074.0,-82814.0,-57.44999999999999,,,,,
737115,737115.0,-82773.0,-58.44999999999999,,,,,
737119,737119.0,-82769.0,,-4.32,,,,
737159,737159.0,-82729.0,-58.94999999999999,,,,,
737164,737164.0,-82724.0,,-3.88,,,,
737202,737202.0,-82686.0,-58.44999999999999,,,,,
737206,737206.0,-82682.0,,-3.3,,,,
737246,737246.0,-82642.0,-59.74999999999997,,,,,
737249,737249.0,-82639.0,,-3.59,,,,
737286,737286.0,-82602.0,-57.54999999999998,,,,,
737294,737294.0,-82594.0,,-4.07,,,,
737326,737326.0,-82562.0,-57.54999999999998,,,,,
737338,737338.0,-82550.0,,-3.84,,,,
737366,737366.0,-82522.0,-58.74999999999997,,,,,
737383,737383.0,-82505.0,,-4.3,,,,
737408,737408.0,-82480.0,-58.44999999999999,,,,,
737427,737427.0,-82461.0,,-3.58,,,,
737451,737451.0,-82437.0,-58.64999999999998,,,,,
737471,737471.0,-82417.0,,-3.46,,,,
737494,737494.0,-82394.0,-59.14999999999998,,,,,
