year reset dt,year reset,year,temp c,anom c,modern anom c,modern temp c,temp c resample 1000Y,temp c mean
572822,572822.0,-247066.0,-61.14999999999998,,,,,
572927,572927.0,-246961.0,,-6.65,,,,
572987,572987.0,-246901.0,-60.84999999999997,,,,,
572999,,,,,,,,-60.735714285714266
573083,573083.0,-246805.0,,-5.97,,,,
573152,573152.0,-246736.0,-60.84999999999997,,,,,
573236,573236.0,-246652.0,,-5.85,,,,
573324,573324.0,-246564.0,-60.84999999999997,,,,,
573395,573395.0,-246493.0,,-6.29,,,,
573496,573496.0,-246392.0,-61.74999999999997,,,,,
573545,573545.0,-246343.0,,-5.6,,,,
573668,573668.0,-246220.0,-61.64999999999998,,,,,
573696,573696.0,-246192.0,,-5.66,,,,
573843,573843.0,-246045.0,-61.74999999999997,,,,,
573846,573846.0,-246042.0,,-5.67,,,,
573999,,,,,,,,-61.36999999999997
574006,574006.0,-245882.0,,-6.58,,,,
574018,574018.0,-245870.0,-62.04999999999998,,,,,
574161,574161.0,-245727.0,,-5.99,,,,
574193,574193.0,-245695.0,-61.24999999999997,,,,,
574316,574316.0,-245572.0,,-5.52,,,,
574347,574347.0,-245541.0,-60.74999999999997,,,,,
574472,574472.0,-245416.0,,-6.01,,,,
574502,574502.0,-245386.0,-60.54999999999998,,,,,
574640,574640.0,-245248.0,,-7.22,,,,
574656,574656.0,-245232.0,-60.04999999999998,,,,,
574795,574795.0,-245093.0,-59.24999999999997,,,,,
574807,574807.0,-245081.0,,-6.8,,,,
574934,574934.0,-244954.0,-59.94999999999999,,,,,
574976,574976.0,-244912.0,,-6.94,,,,
574999,,,,,,,,-60.549999999999976
575073,575073.0,-244815.0,-59.04999999999998,,,,,
575150,575150.0,-244738.0,,-7.56,,,,
575203,575203.0,-244685.0,-58.64999999999998,,,,,
575310,575310.0,-244578.0,,-6.4,,,,
575334,575334.0,-244554.0,-59.34999999999997,,,,,
575463,575463.0,-244425.0,,-5.92,,,,
575464,575464.0,-244424.0,-58.34999999999997,,,,,
575585,575585.0,-244303.0,-58.34999999999997,,,,,
575613,575613.0,-244275.0,,-5.68,,,,
575707,575707.0,-244181.0,-58.14999999999998,,,,,
575756,575756.0,-244132.0,,-5.22,,,,
575828,575828.0,-244060.0,-57.74999999999997,,,,,
575890,575890.0,-243998.0,,-4.42,,,,
575942,575942.0,-243946.0,-57.94999999999999,,,,,
575999,,,,,,,,-58.449999999999974
576030,576030.0,-243858.0,,-5.07,,,,
576057,576057.0,-243831.0,-57.34999999999997,,,,,
576161,576161.0,-243727.0,,-4.22,,,,
576171,576171.0,-243717.0,-57.34999999999997,,,,,
576280,576280.0,-243608.0,-56.74999999999997,,,,,
576286,576286.0,-243602.0,,-3.77,,,,
576390,576390.0,-243498.0,-57.04999999999998,,,,,
576418,576418.0,-243470.0,,-4.49,,,,
576499,576499.0,-243389.0,-57.24999999999997,,,,,
576540,576540.0,-243348.0,,-3.43,,,,
576598,576598.0,-243290.0,-56.64999999999998,,,,,
576661,576661.0,-243227.0,,-3.45,,,,
576696,576696.0,-243192.0,-56.24999999999997,,,,,
576779,576779.0,-243109.0,,-3.21,,,,
576795,576795.0,-243093.0,-55.34999999999997,,,,,
576884,576884.0,-243004.0,-55.24999999999997,,,,,
576894,576894.0,-242994.0,,-2.83,,,,
576974,576974.0,-242914.0,-55.14999999999998,,,,,
576999,,,,,,,,-56.439999999999976
577010,577010.0,-242878.0,,-3.05,,,,
577063,577063.0,-242825.0,-54.84999999999997,,,,,
577120,577120.0,-242768.0,,-2.42,,,,
577145,577145.0,-242743.0,-54.44999999999999,,,,,
577226,577226.0,-242662.0,-53.84999999999997,,,,,
577229,577229.0,-242659.0,,-2.41,,,,
577308,577308.0,-242580.0,-54.04999999999998,,,,,
577333,577333.0,-242555.0,,-1.83,,,,
577390,577390.0,-242498.0,-54.04999999999998,,,,,
577440,577440.0,-242448.0,,-2.13,,,,
577473,577473.0,-242415.0,-54.44999999999999,,,,,
577549,577549.0,-242339.0,,-2.32,,,,
577555,577555.0,-242333.0,-54.44999999999999,,,,,
577634,577634.0,-242254.0,-54.34999999999997,,,,,
577651,577651.0,-242237.0,,-1.66,,,,
577714,577714.0,-242174.0,-53.94999999999999,,,,,
577749,577749.0,-242139.0,,-1.25,,,,
577793,577793.0,-242095.0,-53.54999999999998,,,,,
577839,577839.0,-242049.0,,-0.36,,,,
577868,577868.0,-242020.0,-53.34999999999997,,,,,
577929,577929.0,-241959.0,,-0.21,,,,
577944,577944.0,-241944.0,-52.94999999999999,,,,,
577999,,,,,,,,-54.02499999999998
578017,578017.0,-241871.0,,-0.12,,,,
578019,578019.0,-241869.0,-54.04999999999998,,,,,
578093,578093.0,-241795.0,-53.34999999999997,,,,,
578103,578103.0,-241785.0,,0.21,,,,
578166,578166.0,-241722.0,-53.24999999999997,,,,,
578185,578185.0,-241703.0,,0.87,,,,
578240,578240.0,-241648.0,-53.34999999999997,,,,,
578264,578264.0,-241624.0,,1.19,,,,
578311,578311.0,-241577.0,-53.14999999999998,,,,,
578343,578343.0,-241545.0,,0.99,,,,
578383,578383.0,-241505.0,-52.84999999999997,,,,,
578424,578424.0,-241464.0,,1.01,,,,
578454,578454.0,-241434.0,-52.94999999999999,,,,,
578505,578505.0,-241383.0,,0.36,,,,
578525,578525.0,-241363.0,-52.54999999999998,,,,,
578588,578588.0,-241300.0,,0.63,,,,
578597,578597.0,-241291.0,-53.04999999999998,,,,,
578668,578668.0,-241220.0,-53.34999999999997,,,,,
578669,578669.0,-241219.0,,0.74,,,,
578739,578739.0,-241149.0,-52.54999999999998,,,,,
578748,578748.0,-241140.0,,1.14,,,,
578811,578811.0,-241077.0,-53.34999999999997,,,,,
578824,578824.0,-241064.0,,1.57,,,,
578882,578882.0,-241006.0,-53.14999999999998,,,,,
578898,578898.0,-240990.0,,1.81,,,,
578954,578954.0,-240934.0,-52.74999999999997,,,,,
578971,578971.0,-240917.0,,2.2,,,,
578999,,,,,,,,-53.12142857142855
579027,579027.0,-240861.0,-52.84999999999997,,,,,
579049,579049.0,-240839.0,,1.08,,,,
579099,579099.0,-240789.0,-53.64999999999998,,,,,
579123,579123.0,-240765.0,,1.89,,,,
579182,579182.0,-240706.0,-54.84999999999997,,,,,
579196,579196.0,-240692.0,,1.91,,,,
579266,579266.0,-240622.0,-54.24999999999997,,,,,
579270,579270.0,-240618.0,,1.84,,,,
579342,579342.0,-240546.0,,2.06,,,,
579349,579349.0,-240539.0,-55.34999999999997,,,,,
579413,579413.0,-240475.0,,2.42,,,,
579434,579434.0,-240454.0,-54.34999999999997,,,,,
579483,579483.0,-240405.0,,2.31,,,,
579518,579518.0,-240370.0,-55.04999999999998,,,,,
579552,579552.0,-240336.0,,2.71,,,,
579603,579603.0,-240285.0,-55.04999999999998,,,,,
579624,579624.0,-240264.0,,2.21,,,,
579693,579693.0,-240195.0,-55.14999999999998,,,,,
579697,579697.0,-240191.0,,1.96,,,,
579766,579766.0,-240122.0,,2.73,,,,
579783,579783.0,-240105.0,-55.44999999999999,,,,,
579839,579839.0,-240049.0,,1.98,,,,
579873,579873.0,-240015.0,-56.04999999999998,,,,,
579910,579910.0,-239978.0,,2.2,,,,
579967,579967.0,-239921.0,-55.94999999999999,,,,,
579980,579980.0,-239908.0,,2.56,,,,
579999,,,,,,,,-54.833333333333314
580051,580051.0,-239837.0,,2.46,,,,
580060,580060.0,-239828.0,-55.74999999999997,,,,,
580127,580127.0,-239761.0,,1.72,,,,
580154,580154.0,-239734.0,-56.24999999999997,,,,,
580210,580210.0,-239678.0,,0.51,,,,
580252,580252.0,-239636.0,-56.64999999999998,,,,,
580291,580291.0,-239597.0,,1.17,,,,
580350,580350.0,-239538.0,-56.54999999999998,,,,,
580377,580377.0,-239511.0,,0.09,,,,
580448,580448.0,-239440.0,-56.24999999999997,,,,,
580460,580460.0,-239428.0,,1.03,,,,
580545,580545.0,-239343.0,,0.38,,,,
580547,580547.0,-239341.0,-56.44999999999999,,,,,
580631,580631.0,-239257.0,,0.38,,,,
580647,580647.0,-239241.0,-56.44999999999999,,,,,
580718,580718.0,-239170.0,,0.29,,,,
580746,580746.0,-239142.0,-57.14999999999998,,,,,
580807,580807.0,-239081.0,,-0.01,,,,
580843,580843.0,-239045.0,-56.64999999999998,,,,,
580901,580901.0,-238987.0,,-0.56,,,,
580939,580939.0,-238949.0,-56.04999999999998,,,,,
580994,580994.0,-238894.0,,-0.52,,,,
580999,,,,,,,,-56.41999999999998
581036,581036.0,-238852.0,-56.24999999999997,,,,,
581086,581086.0,-238802.0,,-0.26,,,,
581145,581145.0,-238743.0,-57.34999999999997,,,,,
581183,581183.0,-238705.0,,-0.81,,,,
581254,581254.0,-238634.0,-57.74999999999997,,,,,
581283,581283.0,-238605.0,,-1.22,,,,
581363,581363.0,-238525.0,-58.04999999999998,,,,,
581381,581381.0,-238507.0,,-1.06,,,,
581472,581472.0,-238416.0,-57.94999999999999,,,,,
581478,581478.0,-238410.0,,-0.72,,,,
581576,581576.0,-238312.0,,-1.0,,,,
581580,581580.0,-238308.0,-56.74999999999997,,,,,
581675,581675.0,-238213.0,,-0.99,,,,
581689,581689.0,-238199.0,-58.24999999999997,,,,,
581777,581777.0,-238111.0,,-1.59,,,,
581795,581795.0,-238093.0,-57.74999999999997,,,,,
581877,581877.0,-238011.0,,-1.12,,,,
581902,581902.0,-237986.0,-57.04999999999998,,,,,
581972,581972.0,-237916.0,,-0.57,,,,
581999,,,,,,,,-57.46111111111108
582008,582008.0,-237880.0,-57.44999999999999,,,,,
582069,582069.0,-237819.0,,-1.87,,,,
582116,582116.0,-237772.0,-57.04999999999998,,,,,
582175,582175.0,-237713.0,,-2.26,,,,
582224,582224.0,-237664.0,-57.84999999999997,,,,,
582285,582285.0,-237603.0,,-2.62,,,,
582332,582332.0,-237556.0,-57.84999999999997,,,,,
582399,582399.0,-237489.0,,-2.39,,,,
582445,582445.0,-237443.0,-57.64999999999998,,,,,
582510,582510.0,-237378.0,,-1.41,,,,
582557,582557.0,-237331.0,-58.44999999999999,,,,,
582613,582613.0,-237275.0,,-2.38,,,,
582670,582670.0,-237218.0,-58.04999999999998,,,,,
582727,582727.0,-237161.0,,-2.41,,,,
582780,582780.0,-237108.0,-57.54999999999998,,,,,
582838,582838.0,-237050.0,,-1.65,,,,
582889,582889.0,-236999.0,-57.54999999999998,,,,,
582942,582942.0,-236946.0,,-1.78,,,,
582999,582999.0,-236889.0,-58.14999999999998,,,,,-57.75999999999998
583049,583049.0,-236839.0,,-1.58,,,,
583113,583113.0,-236775.0,-58.34999999999997,,,,,
583153,583153.0,-236735.0,,-2.5,,,,
583227,583227.0,-236661.0,-58.44999999999999,,,,,
583264,583264.0,-236624.0,,-1.86,,,,
583341,583341.0,-236547.0,-57.64999999999998,,,,,
583375,583375.0,-236513.0,,-2.33,,,,
583456,583456.0,-236432.0,-57.94999999999999,,,,,
583486,583486.0,-236402.0,,-2.09,,,,
583570,583570.0,-236318.0,-58.14999999999998,,,,,
583603,583603.0,-236285.0,,-2.91,,,,
583685,583685.0,-236203.0,-58.64999999999998,,,,,
583716,583716.0,-236172.0,,-2.45,,,,
583799,583799.0,-236089.0,-58.34999999999997,,,,,
583825,583825.0,-236063.0,,-2.01,,,,
583914,583914.0,-235974.0,-57.94999999999999,,,,,
583934,583934.0,-235954.0,,-1.99,,,,
583999,,,,,,,,-58.18749999999998
584028,584028.0,-235860.0,-58.34999999999997,,,,,
584048,584048.0,-235840.0,,-2.59,,,,
584141,584141.0,-235747.0,-57.64999999999998,,,,,
584165,584165.0,-235723.0,,-2.74,,,,
584254,584254.0,-235634.0,-58.44999999999999,,,,,
584282,584282.0,-235606.0,,-2.89,,,,
584367,584367.0,-235521.0,-58.14999999999998,,,,,
584393,584393.0,-235495.0,,-2.13,,,,
584482,584482.0,-235406.0,-58.64999999999998,,,,,
584506,584506.0,-235382.0,,-2.43,,,,
584596,584596.0,-235292.0,-57.94999999999999,,,,,
584621,584621.0,-235267.0,,-2.39,,,,
584711,584711.0,-235177.0,-58.24999999999997,,,,,
584740,584740.0,-235148.0,,-3.07,,,,
584835,584835.0,-235053.0,-58.84999999999997,,,,,
584857,584857.0,-235031.0,,-2.8,,,,
584959,584959.0,-234929.0,-59.14999999999998,,,,,
584970,584970.0,-234918.0,,-2.41,,,,
584999,,,,,,,,-58.38333333333331
585083,585083.0,-234805.0,-59.44999999999999,,,,,
585086,585086.0,-234802.0,,-2.83,,,,
585196,585196.0,-234692.0,,-2.11,,,,
585204,585204.0,-234684.0,-58.74999999999997,,,,,
585313,585313.0,-234575.0,,-2.85,,,,
585325,585325.0,-234563.0,-59.04999999999998,,,,,
585429,585429.0,-234459.0,,-2.61,,,,
585446,585446.0,-234442.0,-58.94999999999999,,,,,
585548,585548.0,-234340.0,,-3.13,,,,
585569,585569.0,-234319.0,-58.94999999999999,,,,,
585660,585660.0,-234228.0,,-2.08,,,,
585691,585691.0,-234197.0,-59.44999999999999,,,,,
585777,585777.0,-234111.0,,-2.73,,,,
585814,585814.0,-234074.0,-58.94999999999999,,,,,
585898,585898.0,-233990.0,,-3.31,,,,
585949,585949.0,-233939.0,-60.14999999999998,,,,,
585999,,,,,,,,-59.212499999999984
586024,586024.0,-233864.0,,-3.6,,,,
586084,586084.0,-233804.0,-60.04999999999998,,,,,
586153,586153.0,-233735.0,,-3.95,,,,
586219,586219.0,-233669.0,-60.34999999999997,,,,,
586275,586275.0,-233613.0,,-3.25,,,,
586355,586355.0,-233533.0,-60.34999999999997,,,,,
586399,586399.0,-233489.0,,-3.51,,,,
586492,586492.0,-233396.0,-60.44999999999999,,,,,
586522,586522.0,-233366.0,,-3.43,,,,
586628,586628.0,-233260.0,-60.24999999999997,,,,,
586645,586645.0,-233243.0,,-3.42,,,,
586763,586763.0,-233125.0,-60.14999999999998,,,,,
586773,586773.0,-233115.0,,-3.88,,,,
586896,586896.0,-232992.0,,-3.4,,,,
586899,586899.0,-232989.0,-60.34999999999997,,,,,
586999,,,,,,,,-60.278571428571404
587033,587033.0,-232855.0,,-4.61,,,,
587034,587034.0,-232854.0,-60.44999999999999,,,,,
587170,587170.0,-232718.0,,-4.53,,,,
587175,587175.0,-232713.0,-60.24999999999997,,,,,
587310,587310.0,-232578.0,,-4.89,,,,
587317,587317.0,-232571.0,-61.24999999999997,,,,,
587450,587450.0,-232438.0,,-4.85,,,,
587458,587458.0,-232430.0,-61.04999999999998,,,,,
587591,587591.0,-232297.0,,-4.92,,,,
587605,587605.0,-232283.0,-61.44999999999999,,,,,
587729,587729.0,-232159.0,,-4.79,,,,
587753,587753.0,-232135.0,-61.14999999999998,,,,,
587867,587867.0,-232021.0,,-4.66,,,,
587900,587900.0,-231988.0,-61.44999999999999,,,,,
587999,,,,,,,,-61.00714285714283
588007,588007.0,-231881.0,,-4.94,,,,
588048,588048.0,-231840.0,-61.44999999999999,,,,,
588147,588147.0,-231741.0,,-5.1,,,,
588196,588196.0,-231692.0,-61.34999999999997,,,,,
588287,588287.0,-231601.0,,-4.76,,,,
588344,588344.0,-231544.0,-61.54999999999998,,,,,
588437,588437.0,-231451.0,,-5.81,,,,
588488,588488.0,-231400.0,-60.84999999999997,,,,,
588587,588587.0,-231301.0,,-5.65,,,,
588633,588633.0,-231255.0,-61.54999999999998,,,,,
588741,588741.0,-231147.0,,-6.03,,,,
588777,588777.0,-231111.0,-61.34999999999997,,,,,
588893,588893.0,-230995.0,,-5.78,,,,
588931,588931.0,-230957.0,-61.84999999999997,,,,,
588999,,,,,,,,-61.42142857142854
589047,589047.0,-230841.0,,-6.09,,,,
589085,589085.0,-230803.0,-61.94999999999999,,,,,
589202,589202.0,-230686.0,,-6.07,,,,
589239,589239.0,-230649.0,-62.14999999999998,,,,,
589355,589355.0,-230533.0,,-6.01,,,,
589401,589401.0,-230487.0,-62.34999999999997,,,,,
589510,589510.0,-230378.0,,-6.16,,,,
589564,589564.0,-230324.0,-62.74999999999997,,,,,
589656,589656.0,-230232.0,,-5.48,,,,
589726,589726.0,-230162.0,-62.84999999999997,,,,,
589812,589812.0,-230076.0,,-5.97,,,,
589892,589892.0,-229996.0,-62.84999999999997,,,,,
589964,589964.0,-229924.0,,-6.0,,,,
589999,,,,,,,,-62.48333333333331
590058,590058.0,-229830.0,-62.94999999999999,,,,,
590124,590124.0,-229764.0,,-6.54,,,,
590224,590224.0,-229664.0,-62.94999999999999,,,,,
590286,590286.0,-229602.0,,-6.67,,,,
590374,590374.0,-229514.0,-61.74999999999997,,,,,
590450,590450.0,-229438.0,,-6.87,,,,
590525,590525.0,-229363.0,-61.74999999999997,,,,,
590618,590618.0,-229270.0,,-7.1,,,,
590675,590675.0,-229213.0,-62.14999999999998,,,,,
590791,590791.0,-229097.0,,-7.46,,,,
590812,590812.0,-229076.0,-60.04999999999998,,,,,
590949,590949.0,-228939.0,-61.44999999999999,,,,,
590966,590966.0,-228922.0,,-7.32,,,,
590999,,,,,,,,-61.86428571428569
591086,591086.0,-228802.0,-61.04999999999998,,,,,
591140,591140.0,-228748.0,,-7.59,,,,
591248,591248.0,-228640.0,-62.34999999999997,,,,,
591316,591316.0,-228572.0,,-7.72,,,,
591411,591411.0,-228477.0,-62.64999999999998,,,,,
591491,591491.0,-228397.0,,-7.69,,,,
591573,591573.0,-228315.0,-63.24999999999997,,,,,
591649,591649.0,-228239.0,,-6.53,,,,
591743,591743.0,-228145.0,-63.24999999999997,,,,,
591806,591806.0,-228082.0,,-6.51,,,,
591914,591914.0,-227974.0,-63.44999999999999,,,,,
591966,591966.0,-227922.0,,-6.92,,,,
591999,,,,,,,,-62.66666666666665
592084,592084.0,-227804.0,-63.24999999999997,,,,,
592102,592102.0,-227786.0,,-4.89,,,,
592247,592247.0,-227641.0,-63.34999999999997,,,,,
592253,592253.0,-227635.0,,-6.27,,,,
592400,592400.0,-227488.0,,-5.87,,,,
592410,592410.0,-227478.0,-62.84999999999997,,,,,
592566,592566.0,-227322.0,,-7.23,,,,
592573,592573.0,-227315.0,-62.24999999999997,,,,,
592731,592731.0,-227157.0,-62.84999999999997,,,,,
592736,592736.0,-227152.0,,-7.51,,,,
592888,592888.0,-227000.0,-62.44999999999999,,,,,
592915,592915.0,-226973.0,,-8.12,,,,
592999,,,,,,,,-62.83333333333331
593046,593046.0,-226842.0,-62.34999999999997,,,,,
593095,593095.0,-226793.0,,-8.15,,,,
593187,593187.0,-226701.0,-61.44999999999999,,,,,
593278,593278.0,-226610.0,,-8.33,,,,
593328,593328.0,-226560.0,-61.64999999999998,,,,,
593458,593458.0,-226430.0,,-8.18,,,,
593469,593469.0,-226419.0,-60.74999999999997,,,,,
593605,593605.0,-226283.0,-61.04999999999998,,,,,
593639,593639.0,-226249.0,,-8.31,,,,
593741,593741.0,-226147.0,-61.24999999999997,,,,,
593812,593812.0,-226076.0,,-7.83,,,,
593877,593877.0,-226011.0,-60.64999999999998,,,,,
593976,593976.0,-225912.0,,-7.21,,,,
593999,,,,,,,,-61.307142857142836
594005,594005.0,-225883.0,-61.34999999999997,,,,,
594132,594132.0,-225756.0,-59.64999999999998,,,,,
594146,594146.0,-225742.0,,-7.77,,,,
594260,594260.0,-225628.0,-60.04999999999998,,,,,
594312,594312.0,-225576.0,,-7.57,,,,
594398,594398.0,-225490.0,-60.94999999999999,,,,,
594475,594475.0,-225413.0,,-7.36,,,,
594536,594536.0,-225352.0,-61.24999999999997,,,,,
594627,594627.0,-225261.0,,-6.43,,,,
594674,594674.0,-225214.0,-61.64999999999998,,,,,
594778,594778.0,-225110.0,,-6.48,,,,
594826,594826.0,-225062.0,-61.44999999999999,,,,,
594920,594920.0,-224968.0,,-5.78,,,,
594978,594978.0,-224910.0,-62.94999999999999,,,,,
594999,,,,,,,,-61.16249999999998
595064,595064.0,-224824.0,,-6.24,,,,
595130,595130.0,-224758.0,-62.64999999999998,,,,,
595210,595210.0,-224678.0,,-6.53,,,,
595286,595286.0,-224602.0,-62.34999999999997,,,,,
595349,595349.0,-224539.0,,-5.75,,,,
595441,595441.0,-224447.0,-62.74999999999997,,,,,
595496,595496.0,-224392.0,,-6.13,,,,
595597,595597.0,-224291.0,-62.84999999999997,,,,,
595623,595623.0,-224265.0,,-4.55,,,,
595753,595753.0,-224135.0,,-5.19,,,,
595759,595759.0,-224129.0,-62.84999999999997,,,,,
595894,595894.0,-223994.0,,-6.02,,,,
595920,595920.0,-223968.0,-63.44999999999999,,,,,
595999,,,,,,,,-62.81666666666664
596039,596039.0,-223849.0,,-6.36,,,,
596082,596082.0,-223806.0,-62.94999999999999,,,,,
596189,596189.0,-223699.0,,-6.64,,,,
596247,596247.0,-223641.0,-63.54999999999998,,,,,
596339,596339.0,-223549.0,,-6.52,,,,
596413,596413.0,-223475.0,-63.14999999999998,,,,,
596507,596507.0,-223381.0,,-7.96,,,,
596578,596578.0,-223310.0,-63.54999999999998,,,,,
596673,596673.0,-223215.0,,-7.76,,,,
596737,596737.0,-223151.0,-62.84999999999997,,,,,
596835,596835.0,-223053.0,,-7.46,,,,
596897,596897.0,-222991.0,-63.34999999999997,,,,,
596999,,,,,,,,-63.23333333333331
597000,597000.0,-222888.0,,-8.01,,,,
597056,597056.0,-222832.0,-62.94999999999999,,,,,
597169,597169.0,-222719.0,,-7.98,,,,
597216,597216.0,-222672.0,-63.24999999999997,,,,,
597337,597337.0,-222551.0,,-8.07,,,,
597377,597377.0,-222511.0,-63.14999999999998,,,,,
597513,597513.0,-222375.0,,-8.56,,,,
597537,597537.0,-222351.0,-62.94999999999999,,,,,
597683,597683.0,-222205.0,,-8.08,,,,
597693,597693.0,-222195.0,-63.04999999999998,,,,,
597849,597849.0,-222039.0,-62.84999999999997,,,,,
597861,597861.0,-222027.0,,-8.65,,,,
597999,,,,,,,,-63.03333333333331
598005,598005.0,-221883.0,-62.74999999999997,,,,,
598034,598034.0,-221854.0,,-8.57,,,,
598154,598154.0,-221734.0,-61.84999999999997,,,,,
598211,598211.0,-221677.0,,-8.69,,,,
598303,598303.0,-221585.0,-62.04999999999998,,,,,
598378,598378.0,-221510.0,,-7.99,,,,
598452,598452.0,-221436.0,-63.34999999999997,,,,,
598551,598551.0,-221337.0,,-8.7,,,,
598601,598601.0,-221287.0,-63.34999999999997,,,,,
598719,598719.0,-221169.0,,-8.15,,,,
598751,598751.0,-221137.0,-61.84999999999997,,,,,
598891,598891.0,-220997.0,,-8.72,,,,
598900,598900.0,-220988.0,-62.24999999999997,,,,,
598999,,,,,,,,-62.49285714285712
599038,599038.0,-220850.0,-61.74999999999997,,,,,
599061,599061.0,-220827.0,,-8.07,,,,
599177,599177.0,-220711.0,-61.54999999999998,,,,,
599229,599229.0,-220659.0,,-8.16,,,,
599315,599315.0,-220573.0,-61.74999999999997,,,,,
599397,599397.0,-220491.0,,-8.2,,,,
599449,599449.0,-220439.0,-61.34999999999997,,,,,
599562,599562.0,-220326.0,,-8.08,,,,
599584,599584.0,-220304.0,-61.64999999999998,,,,,
599718,599718.0,-220170.0,-61.14999999999998,,,,,
599725,599725.0,-220163.0,,-7.57,,,,
599846,599846.0,-220042.0,-61.14999999999998,,,,,
599875,599875.0,-220013.0,,-7.01,,,,
599975,599975.0,-219913.0,-60.44999999999999,,,,,
599999,,,,,,,,-61.34999999999998
600029,600029.0,-219859.0,,-7.38,,,,
600103,600103.0,-219785.0,-61.04999999999998,,,,,
600199,600199.0,-219689.0,,-8.16,,,,
600227,600227.0,-219661.0,-60.74999999999997,,,,,
600351,600351.0,-219537.0,-60.94999999999999,,,,,
600369,600369.0,-219519.0,,-8.77,,,,
600475,600475.0,-219413.0,-59.94999999999999,,,,,
600519,600519.0,-219369.0,,-7.03,,,,
600595,600595.0,-219293.0,-59.84999999999997,,,,,
600672,600672.0,-219216.0,,-7.47,,,,
600715,600715.0,-219173.0,-60.04999999999998,,,,,
600819,600819.0,-219069.0,,-6.96,,,,
600835,600835.0,-219053.0,-60.64999999999998,,,,,
600950,600950.0,-218938.0,-59.54999999999998,,,,,
600963,600963.0,-218925.0,,-6.74,,,,
600999,,,,,,,,-60.34999999999998
601065,601065.0,-218823.0,-59.64999999999998,,,,,
601108,601108.0,-218780.0,,-6.92,,,,
601180,601180.0,-218708.0,-60.04999999999998,,,,,
601249,601249.0,-218639.0,,-6.52,,,,
601299,601299.0,-218589.0,-59.94999999999999,,,,,
601394,601394.0,-218494.0,,-6.89,,,,
601417,601417.0,-218471.0,-60.44999999999999,,,,,
601532,601532.0,-218356.0,,-6.34,,,,
601536,601536.0,-218352.0,-60.04999999999998,,,,,
601656,601656.0,-218232.0,-59.84999999999997,,,,,
601668,601668.0,-218220.0,,-6.34,,,,
601776,601776.0,-218112.0,-60.64999999999998,,,,,
601798,601798.0,-218090.0,,-5.69,,,,
601896,601896.0,-217992.0,-60.24999999999997,,,,,
601934,601934.0,-217954.0,,-6.08,,,,
601999,,,,,,,,-60.11249999999998
602006,602006.0,-217882.0,-59.04999999999998,,,,,
602067,602067.0,-217821.0,,-5.98,,,,
602117,602117.0,-217771.0,-59.44999999999999,,,,,
602201,602201.0,-217687.0,,-6.11,,,,
602227,602227.0,-217661.0,-59.64999999999998,,,,,
602323,602323.0,-217565.0,,-5.29,,,,
602333,602333.0,-217555.0,-59.74999999999997,,,,,
602438,602438.0,-217450.0,-58.34999999999997,,,,,
602444,602444.0,-217444.0,,-5.08,,,,
602544,602544.0,-217344.0,-58.84999999999997,,,,,
602568,602568.0,-217320.0,,-5.51,,,,
602651,602651.0,-217237.0,-59.34999999999997,,,,,
602698,602698.0,-217190.0,,-5.88,,,,
602757,602757.0,-217131.0,-58.84999999999997,,,,,
602816,602816.0,-217072.0,,-4.96,,,,
602864,602864.0,-217024.0,-58.94999999999999,,,,,
602934,602934.0,-216954.0,,-4.8,,,,
602966,602966.0,-216922.0,-58.94999999999999,,,,,
602999,,,,,,,,-59.11999999999998
603056,603056.0,-216832.0,,-5.23,,,,
603067,603067.0,-216821.0,-58.24999999999997,,,,,
603169,603169.0,-216719.0,-58.54999999999998,,,,,
603178,603178.0,-216710.0,,-5.16,,,,
603263,603263.0,-216625.0,-57.84999999999997,,,,,
603304,603304.0,-216584.0,,-5.45,,,,
603358,603358.0,-216530.0,-57.64999999999998,,,,,
603426,603426.0,-216462.0,,-5.25,,,,
603452,603452.0,-216436.0,-57.74999999999997,,,,,
603546,603546.0,-216342.0,,-5.0,,,,
603547,603547.0,-216341.0,-57.74999999999997,,,,,
603642,603642.0,-216246.0,-58.14999999999998,,,,,
603675,603675.0,-216213.0,,-5.88,,,,
603737,603737.0,-216151.0,-57.84999999999997,,,,,
603800,603800.0,-216088.0,,-5.39,,,,
603827,603827.0,-216061.0,-57.44999999999999,,,,,
603911,603911.0,-215977.0,,-4.23,,,,
603917,603917.0,-215971.0,-57.34999999999997,,,,,
603999,,,,,,,,-57.85999999999998
604007,604007.0,-215881.0,-57.14999999999998,,,,,
604026,604026.0,-215862.0,,-4.66,,,,
604094,604094.0,-215794.0,-57.14999999999998,,,,,
604142,604142.0,-215746.0,,-4.77,,,,
604181,604181.0,-215707.0,-56.94999999999999,,,,,
604258,604258.0,-215630.0,,-4.87,,,,
604268,604268.0,-215620.0,-56.84999999999997,,,,,
604352,604352.0,-215536.0,-56.44999999999999,,,,,
604363,604363.0,-215525.0,,-3.5,,,,
604436,604436.0,-215452.0,-56.64999999999998,,,,,
604471,604471.0,-215417.0,,-4.0,,,,
604520,604520.0,-215368.0,-56.64999999999998,,,,,
604583,604583.0,-215305.0,,-4.45,,,,
604601,604601.0,-215287.0,-56.34999999999997,,,,,
604682,604682.0,-215206.0,-56.14999999999998,,,,,
604691,604691.0,-215197.0,,-4.0,,,,
604763,604763.0,-215125.0,-56.34999999999997,,,,,
