Easting ,Northings,Latitude,Longitude,elevation (metres),Station,County,,,,,,
226324.03,416013.92,54.9909177,-7.5895177,37,Derry,Derry,,,,,,
Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
1946,121.7,96.8,42.4,27.9,32.8,114.6,121.9,123.2,146.3,37.1,94.7,107.9
1947,127.3,17.8,101.9,113,114.8,143,91.9,7.9,72.9,54.9,167.1,62
1948,135.6,69.3,66,57.4,48.3,96,75.9,97.8,114,95.5,64.3,159.3
1949,91.2,76.7,70.9,62.5,51.8,29.7,56.9,76.2,79.2,143.3,119.4,150.4
1950,84.3,75.7,53.8,144.3,38.1,68.6,157.7,134.1,209.8,112.5,72.6,134.1
1951,114.8,93,67.8,41.4,43.4,87.4,96.3,122.7,69.8,40.9,168.9,144.8
1952,166.9,49.3,53.1,32.8,47.8,55.9,47.5,135.9,88.6,127.8,108.5,126.7
1953,37.3,41.4,14.5,58.4,60.5,71.6,130.8,99.1,88.1,73.9,84.1,97.8
1954,95,106.9,80.8,27.4,129.8,83.3,86.9,80.3,127,131.8,133.1,159.3
1955,100.3,103.4,20.6,60.7,86.6,75.7,27.7,16,111.3,98.8,55.1,128.8
1956,109.5,37.6,32.3,31.5,35.1,84.8,141.5,166.1,93.5,101.3,80.3,92.5
1957,143.8,77.7,69.8,34.8,49.3,52.1,168.1,102.9,135.6,101.3,37.8,144.8
1958,133.9,128.3,38.4,54.9,61.5,108.7,133.6,126,90.7,74.9,43.9,100.3
1959,74.7,18.8,77.7,83.1,43.7,69.8,82.8,27.4,30,124.2,93.2,132.3
1960,95.8,124,42.7,65,60.2,79.5,158,136.4,64.8,89.4,74.4,90.4
1961,100.6,101.1,35.6,136.9,82.5,46.7,54.1,80,102.4,134.9,71.9,84.3
1962,116.3,59.7,62,54.1,56.1,51.8,51.6,87.1,157.7,55.4,69.6,127
1963,25.1,33.3,97.8,47.8,83.1,124.2,89.9,94.7,72.1,129.8,173.2,29.5
1964,53.6,29,61.2,54.6,55.6,61.5,51.1,162.6,79.5,125.5,89.7,110.5
1965,109.7,16.3,72.6,70.9,76.7,99.8,59.4,83.8,130.3,69.3,103.9,118.4
1966,61.2,98.3,106.9,44.2,94.2,113.8,65.3,57.9,82.8,112.5,89.4,178.8
1967,75.2,87.4,110.2,66.8,87.4,35.8,85.9,88.4,131.3,144,110.5,123.4
1968,118.4,47.8,73.4,52.6,82,68.6,42.4,75.7,114.8,142.5,64,74.4
1969,89.4,82.3,37.8,66,110.5,68.8,65.8,54.1,27.9,56.9,112,102.6
1970,111.8,132.8,90.9,68.6,34.5,52.8,73.7,98,118.4,133.9,123.7,42.7
1971,72.1,63,45.2,90.7,67.8,92.7,87.9,117.1,47.5,50.8,148.6,31.7
1972,111.7,52.6,97.8,77.7,102.1,65.8,72.9,55,14.6,67.3,95.6,99.4
1973,106.1,91,24.6,55.4,55.2,31.6,83.8,83.3,52.2,50.3,127.7,118.6
1974,150.1,108,47.4,12.5,62.4,42.5,84.8,64.7,146.7,99,105.3,133.5
1975,152.6,30.3,72,62,20,43.6,108.1,51.6,105.6,100.2,78.5,34.9
1976,133.5,50.7,67.6,24.1,112.4,56.9,57.1,25.5,102.5,156,70.8,104.5
1977,85.1,143.2,83.6,79.7,23.5,62.5,45.4,96.5,66.3,122.5,134.6,90.5
1978,111.7,75.1,110.1,41,19.8,56.7,63.2,72.4,85.3,54,115.6,167.6
1979,84.2,43.3,88.4,78.7,101.5,58.4,39.4,116.2,59.2,119,140.1,139.2
1980,91.6,96.7,95.8,26.2,29.5,85.9,86.7,84.1,124.5,135.5,97.4,125.3
1981,76.3,71.5,115.2,31.3,131.7,89.3,62.8,36.7,161.3,108.8,83.8,84.3
1982,89.2,92.1,112.1,25.9,63,107.6,19.5,100.6,88.6,126.8,142,137.3
1983,127.7,43.5,104.9,66.4,94.7,54.3,23.3,59.6,106.2,132.6,40.8,141.6
1984,165.8,83,59.2,41.1,26.4,50.5,42.4,87.5,100.4,120,119,115.4
1985,65.3,44.4,88.4,68.2,87.5,72.4,95.9,191.4,117.5,54.4,71.5,111
1986,131.4,6.4,111.3,77.7,120.2,89.1,73,137.3,5.6,109.1,130.4,162.4
1987,41.5,61.1,91.9,55,32.2,112.3,54.3,86.2,100.3,131.4,81.4,72.7
1988,159,85.5,118.2,29.4,61.5,48.9,127.5,114.9,102,113.2,52.7,79.4
1989,82.8,105.7,116.4,85.2,21.6,55.5,24.5,109.9,53.1,161.1,46.2,77
1990,124,189.9,45.2,62.6,30.6,101.2,59.8,81.9,34.5,181.9,68.7,126.4
1991,95.3,74.9,92.5,118.6,8.3,91.1,64.6,46.2,63,109.2,117.4,78.6
1992,79.6,67.3,111.2,100.7,50.5,38.3,96.9,147.8,86.4,65.8,142.2,77.7
1993,126.2,25.5,59.9,110.2,91.7,100.9,90.2,48.6,96.7,49.7,63.7,190.1
1994,136,114.9,115.5,93.2,47,65.1,84.7,79.4,84.9,59.5,86.6,155.2
1995,156.9,126.8,93.3,34.5,58.9,34.7,83.3,10.7,67.9,172.8,115.4,62.6
1996,78.8,102.4,69.1,84.3,62.9,38.4,63.3,98,36.9,150.5,113.6,46.4
1997,26.7,142.7,43.8,44.4,79,96.9,96.4,99.4,60.8,92.9,106.6,116.7
1998,122.6,50,79,97,30.6,123.6,94.3,86.9,80.6,155.5,117.8,112.3
1999,130.4,72,55.8,78.2,50.9,60.4,46.9,87.3,154.4,56.1,114.9,199.2
2000,65.1,108.8,40.6,75.6,49.1,52.2,49.1,89.8,110.7,163.7,148.5,127.2
2001,52.1,57.8,62.6,78.6,41.6,66.4,64.8,102.1,56.4,105,71.8,56.1
2002,125.6,162.3,62.9,88.7,120.8,110.6,77.2,55,37.5,169.9,152.1,91.3
2003,72.8,52.8,48.6,60.2,109.2,82.5,91.7,15.2,57.7,54,108.3,84.8
2004,115.2,42.1,71.1,68.4,45.7,86.8,63.9,99,101.5,150.6,65.7,100.4
2005,129.1,52.7,68.1,88.7,71.8,52.9,60.1,76.1,83,104.4,90.6,73
2006,47.7,59.1,98.5,53.5,105.1,32.6,52.8,61.6,143.3,125.8,122.8,160.3
2007,119,82,73.5,24.8,72.5,109.1,137.2,97.1,53.7,54.4,74.4,123.2
2008,157.3,61.6,107.9,45.3,21.8,90.1,95,164.7,104.4,140.6,86,76.1
2009,127.6,30.1,50.5,108.6,88.1,65.2,155.3,146.5,40.4,118,236,72.3
2010,58.9,46.2,76.2,60.7,37,46.2,138.5,50.3,147.6,72.6,127.1,52.4
