Easting ,Northings,Latitude,Longitude,elevation (metres),Station,County,,,,,,
213268.88,104799.9,52.1952942,-7.8066555,76,Cappoquinn,Waterford,,,,,,
Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
1967,121.9,128.1,52.7,50.9,164.3,32.6,110.2,162,162.7,206.1,123,70.2
1968,146.3,36,89.7,117.3,90.8,62,54.9,60,181.6,161.7,191.9,246
1969,271.8,47.6,44.9,73.8,125.1,88.8,55.8,56.1,46,40.8,88.8,113.4
1970,229.4,136.2,58.8,107.6,28.6,54.4,111.2,78.5,120.6,57.7,258.3,49
1971,156.9,68,70.1,61.6,61.1,73.2,149.1,147.4,32.9,104.9,92.7,75.6
1972,210.3,143.2,107.4,72.2,134.7,76.9,80.4,96.4,8.9,106.5,160.2,177.3
1973,137.6,130.2,47.4,59.7,132.9,48.9,55.5,86.4,172.4,98.3,153.6,155.8
1974,236.6,150.7,65.5,49.5,157.5,31.3,58.2,116.7,226.6,35.5,110.7,89.2
1975,186.2,99.1,71.2,72.3,35.1,22.5,84.4,71,164.9,201.3,116,26.9
1976,92.5,74.8,151,29.7,98.2,44.4,86.2,2.6,152.9,291.6,108.4,105.9
1977,142.7,307.6,148.1,63.8,63.7,64.7,60,151.6,90.1,267.2,126.6,199.6
1978,100.8,226,108.5,96,30.4,62.5,109.7,148,25.1,62,124.6,406.3
1979,120.2,95,149.6,116.8,115.6,100.6,16.4,200.7,58.3,208.3,131.9,211
1980,177.3,149.5,130.5,52.8,48.5,64,165.4,165.2,155.2,221.1,100,137.2
1981,82.1,158.2,229.4,39,223.3,107,50,37.1,214.6,95,80.9,220
1982,134.7,177.5,131.1,33.9,86.2,216.7,46.1,130.7,161.7,213,179.3,162.4
1983,152.8,76.6,156.5,139.2,157.5,99.5,27.3,83.3,230.7,148.8,70.1,172.3
1984,218.6,119.6,84.6,100.5,39.9,77.7,74.6,138.1,137.3,168.5,174.5,139.1
1985,104,150.1,130.7,95,85.8,159.9,88,228.8,95,68.9,148.7,146.3
1986,159.4,5,149.4,103.8,144.2,144.2,79.1,242.3,8.7,123.8,149.2,256.5
1987,104,130.3,129.7,100.6,33.5,137.8,61.3,92.6,134.6,185.6,107.6,172.5
1988,295.2,99.6,103.2,81.5,119.7,71,183.6,172,68.5,258.6,76.3,77.2
