Easting ,Northings,Latitude,Longitude,elevation (metres),Station,County,,,,,,
295519.24,139406.63,52.4980984,-6.5942192,113,Enniscorthy,Wexford,,,,,,
Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
1913,220.6,74.2,95.2,123.8,154,50.8,11.8,39,97.9,155.5,122.2,44.9
1914,52.1,162.5,117.6,41.5,51.5,25.9,99.1,128.4,48,55.5,104.7,235.1
1915,80.5,146.5,30.2,40.2,71.7,32.8,169.3,76,47,167.1,71.4,192
1916,71.9,144,73.5,68.5,120.9,72.6,47,63.7,64.2,215.1,155.8,105
1917,51.2,49.5,86.1,40.3,89.1,60.3,58.3,241.3,51.7,90.2,69.8,64.6
1918,133.4,115.6,61.7,48.3,74.8,39.9,95.4,66.4,210.7,131,113.8,164.4
1919,144.9,129,87.7,58.7,76.1,76.9,39.2,71.7,70.1,24.9,45.8,177.7
1920,147.4,56.4,107,118.8,116.6,42.7,169.6,83.5,24.3,156.5,99.5,117.9
1921,102.9,54.2,92.9,25.3,66.2,5,120,162.1,36.1,87.3,131.7,57.6
1922,127.4,79.1,44.2,83.9,33.7,35.2,90,150.3,90,33.1,56.9,110.9
1923,51.5,207.7,70.7,127.9,45.3,18.1,67.3,155.3,83.2,127.2,81,89.3
1924,240.6,43.1,37.7,92.5,102,89.3,110.7,96.8,190,110.4,120.4,188
1925,151.7,134.2,22.2,105.2,141.2,12.2,83.9,115.4,85.1,130.9,60.5,93.2
1926,300.6,106.6,35.3,82.6,76.7,69.4,83.5,93.4,28.1,79.8,177.5,25.6
1927,110.9,107,166.6,48.7,44,101.3,123.8,149.2,88.2,110.7,108.4,142.2
1928,180.5,98.4,227,75.5,44.5,160.5,32.8,165.3,29.7,206.5,144.2,115.1
1929,68.3,197.4,25.6,25.6,114.5,57.4,80.5,102.3,30.6,111.1,193.9,265.3
1930,162.4,51.7,176.8,78.6,88.2,58.3,104.1,167.5,160.5,203.3,124.4,139.9
1931,91.4,79.8,147.1,100,175.8,85.1,85.5,100.7,105.9,36.2,244.8,76.4
1932,117.6,10.4,49,65.3,132.6,43.1,111.1,61.2,69.6,134,56.2,200.4
1933,93.4,133.4,102.7,45.8,103.6,112.2,125.1,57.8,42.8,148.1,36.5,85.1
1934,142.2,3.2,107.2,114.7,68.3,42.1,26.5,137.8,165.3,112.5,49.5,251
1935,28.4,68,53.3,108.2,39.7,143.5,24.5,40.6,156.5,101.8,127.6,88.6
1936,174.6,144.7,92.5,49.6,29.5,54.4,179.1,19.5,103.2,51.1,112.5,107.5
1937,216.1,141.2,183.9,121.8,54.2,45.6,83.5,39.9,100,62.6,77.1,94.3
1938,109.3,73.5,28.8,3.4,112.5,112.5,159.4,107.2,82,188.9,170.5,141.5
1939,148.5,136.7,78.2,54.6,28.4,66.7,154.2,61.2,80.2,93.2,186.4,120.6
1940,176.2,167.1,79.8,99.1,27.7,24.3,87.5,4.6,52.1,213.3,145.8,73
