Easting ,Northings,Latitude,Longitude,elevation (metres),Station,County,,,,,,
182877.68,60742.1,51.7992369,-8.2488888,40,Roches Point,Cork,,,,,,
Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
1913,176.8,55.4,115.5,123.4,112.9,80.1,8.6,52.4,157.4,177.9,129.9,42.9
1914,72.9,167.1,130.9,39.1,32.9,21.6,71.8,102.6,79.6,47.8,84,254.9
1915,59.4,159.3,29.7,37.8,64.8,72.9,159.3,105.3,70.1,156.5,99.9,199.8
1916,54.3,106.2,67.4,90,81.6,73.4,42.5,72.9,22.8,197.6,183.1,65.9
1917,63,58.2,87.5,22.3,116.4,58.8,71.1,186.2,38.6,87.5,35.6,84
1918,94.9,129.1,91.4,41.4,67.5,29.3,117.8,65.6,163.5,62.2,76.3,146.3
1919,108.6,87.3,77.9,29.5,95.3,19.1,27.5,121.1,49.4,22.3,46.1,125.8
1920,139.4,43.1,113.6,128.7,93,69,147.6,66.5,66.8,165.5,99.7,138.2
1921,73.5,42.3,86.7,13.9,51.5,1.1,95.6,129.8,53.9,68.1,117.4,51.4
1922,134.2,107.4,48.9,80.9,65,29,90.7,151.2,65.6,62,61.4,106.1
1923,46.1,177.3,101.4,112.9,27.8,8.1,53.4,167.3,81.8,124,84,55.9
1924,178.9,53.2,46.4,68.1,116.3,104.7,135.5,72.7,153.5,113,152.1,191.4
1925,120.7,94.2,5.3,110.7,146.6,14.1,64.3,97.2,75.4,125.8,72.4,75
1926,209.7,100.1,50.1,62.7,55.6,45.6,93.9,67.2,12.4,61.1,129,9.2
1927,102.1,74.6,96.8,44.7,55.4,71.6,104.2,139.8,90.8,84.5,118.3,178.4
1928,124.5,90.7,163.7,131.6,63.2,164.4,37.9,175.5,70.2,200.9,147,154.1
1929,98,182.4,27.4,26.1,118.3,73.1,100.9,94.6,41.9,100.6,184.1,215.4
1930,190.4,44.4,212.8,72.2,74.6,46.1,72.5,147.9,119,168.7,134.9,140.5
1931,70.7,99.5,194.9,96.4,167,140.7,121.1,94.3,49.8,61.7,277.1,91.6
1932,200,27.5,111.4,124.8,132.6,47.9,85.9,68.3,87.9,136.9,58.9,191.7
1933,103,59.2,89.2,50.7,126,56.9,76.8,35.7,34.9,62.3,57.9,49.2
1934,96.7,8.4,112,78.9,64.5,45.9,45.3,104.5,170.6,82.4,40.5,231.4
1935,22.2,79.7,46.8,96.6,17.4,140.5,19.7,49.7,202.1,69.2,112,106.8
1936,180.7,131.9,83.1,52.5,32.4,50.8,145.4,27.7,87.6,37.1,80.1,121.8
1937,196.1,143.8,123.1,99.5,54.2,45.1,127.6,69.1,91.8,93.9,104.5,65.6
1938,129.1,64.2,29.4,0.5,112.9,79,129.1,86.2,97.8,129.4,155.9,93.9
1939,134.1,97,70.2,51.4,32.5,40.4,142.4,56.6,53.2,103.7,197.6,91.3
1940,100.5,146.1,79.8,106.1,61.5,26.1,88.4,3.8,33.6,226.7,175.6,111.8
1941,132.8,106.1,96.8,41,70.5,57.1,93.5,67,37.3,92.9,153,74.8
1942,115.8,27.3,92.7,62.2,137.3,12,59.8,110.6,60.6,38.5,19.9,135.4
1943,196.9,42.9,46,65.1,101.5,59.8,60.8,70.5,92.5,164.8,65.8,72.3
1944,127.3,18.6,11.7,96.4,23.5,45.9,134.3,47.7,109.9,184,193.1,115.2
1945,94.2,134.2,47,36.9,57.4,70.9,121.7,64.6,78,112.1,60.9,162.3
1946,135.9,65,74.1,25.3,101.6,110.6,60.9,133.3,144.3,110.5,152.9,134.3
1947,184.3,116.2,278.1,103.6,129.3,135.3,78.1,25,65,67.5,104.5,81.8
1948,210.3,84.1,91.2,62.2,57,81.7,66,89.4,55.3,180.7,115.5,245.9
1949,46.7,62.4,44.4,97.5,74.6,39.2,74.5,84.9,82.2,127.3,90.1,60.6
1950,71.8,165.8,85,59.6,16.6,37.7,87.9,144.6,146.7,57.3,110.1,103.7
1951,155.2,109.8,66.8,60,52.8,71.2,31.7,134.7,187,69.3,162.3,157
1952,79.2,5.8,98.8,48.1,76.6,59.7,33.8,103.2,28,153.3,62.4,82.4
1953,36,41.4,27,76.4,58.6,25.9,99.9,81.3,135.7,105.5,102.6,98
1954,101.7,108.9,89.9,36.5,91.7,55.3,57.6,61.5,113,167.3,106.4,137
1955,116.6,75.5,48.2,84.3,94.5,126.7,4.6,66.1,52.7,39,98.4,120.6
1956,112.2,11.9,154.2,21.4,44.1,63.3,138.5,95.5,174.1,47.1,53.7,174.6
1957,110,98.4,170.9,13.8,59.4,32.9,68.9,69.4,192.1,86.1,35.7,133.4
1958,136.9,126.4,152.9,15.4,157.2,107.9,157.2,125.2,205.3,46.4,87.6,142.5
1959,107.8,26.1,110.6,67,88,70.4,29.9,30.4,18.8,151.3,80.6,231.5
1960,107.2,95.9,118.9,52.9,80.6,80,132.3,121.4,171.6,172.8,199.6,94.1
