Easting ,Northings,Latitude,Longitude,elevation (metres),Station,County,,,,,,
96943.4,84115.38,51.999994,-9.5012707,54,Killarney,Kerry,,,,,,
Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
1934,201.3,8.6,129.4,122.3,85.4,39.7,69.6,196.6,276.9,116.7,70.7,293.9
1935,31.9,136,46.3,97.2,16.1,146.9,29.7,104.9,140.9,113.9,193.2,113.9
1936,237.5,88.9,80.3,49.5,59,64.7,198.4,26.7,97.5,98.6,139.5,254.5
1937,324.9,171.4,107.5,107.9,70.7,33.4,182.2,58.1,154.4,85.4,158.5,101.2
1938,228.9,103.2,138.6,3.7,142.3,66.1,118.4,151.8,87.7,224.8,195.5,146.4
1939,207,121,119.1,46.9,26.1,64.1,119.9,50.9,36.2,132.2,254.1,113.9
1940,67,156.4,84,99.7,52.3,43.7,102.7,7.2,72.8,242.1,164.5,143.4
1941,82.2,175.3,91.7,46.5,86.8,19.2,56,121.6,52.3,86.8,316.6,106.6
1942,208.7,32.8,140.9,151.8,142.1,12.1,64.7,126.6,106.6,57.2,36.2,238.4
1943,222.5,99.2,27.6,77.1,150.3,71.5,62.1,110.9,127.1,213.9,120.8,99.5
1944,147.2,43.5,20.9,61.2,21.8,48,76.2,70.2,178.9,171,222.9,193.2
1945,114.1,163.3,88.5,64.4,107.2,106.1,114.1,77.3,119.9,207,60.9,204.7
1946,181.5,117,104.9,48.9,87.4,124,127.7,215.1,166.7,69.8,216,241.8
1947,255,102.9,183.2,205,96.3,126.2,107.5,13.2,101.2,83.4,163,174.2
1948,295.6,99.2,77.1,110.4,56.6,92.6,54.3,86.6,119.3,193.5,132.8,343.9
1949,102.1,131.1,46,104,108.1,29.1,49.7,127.1,104.9,276.3,171.9,160.4
1950,149.2,247.8,57.2,90.3,37.1,60.3,122.8,217.9,203,94.1,185.8,168.2
1951,167.1,179.4,74.7,82.2,77.9,65,71.5,165,143.8,122.8,196.6,240.7
1952,213,33.6,100.1,111.8,78.8,64.1,14.9,91.5,81,194.4,84.8,175.7
1953,43.1,94.9,51.2,126.6,101,46.5,149.2,129.7,177.9,136,104.4,134.3
1954,125.3,170.5,147.8,51.2,99.5,76.2,108.1,73.9,133.1,229.7,161.3,133.7
1955,128.3,135.2,48.6,100.1,109.8,78.2,15.8,60.1,115.6,76.2,141.7,155.3
1956,144.1,17.2,169.9,33.4,63.3,74.1,147.5,121.3,108.7,104.4,134.3,228
1957,242.4,135.2,171,42,96.3,65,114.1,54.9,200.1,118.4,44.3,121.9
1958,227.2,180.3,94.6,44.8,115,111.3,109.8,190.3,180.5,80.3,74.1,131.4
1959,114.4,34.5,166.7,136,67.2,110.7,67,48.6,38.3,191.8,236.4,291.8
1960,177.7,153.8,71.3,108.7,88.3,127.7,149.8,95.8,150.3,117,288.4,216
1961,258.4,112.2,19,149.2,66.1,28.4,132.6,82.2,188,201.8,139.5,125.6
1962,199.2,63.8,108.7,100.6,95.2,36.2,68.5,103.2,148.1,86.3,126.2,145.2
1963,20.9,60.1,226.8,89.1,100.1,52.3,115,146.6,65,140,244.1,81
1964,63.5,124.5,166.5,73.6,105.3,67.8,104,137.4,85.4,145.8,95.4,189.2
1965,182,4.1,96.9,104.4,71.3,68.1,88.4,101.9,124.1,57.4,164.9,195.5
1966,149,257,44,158.1,111.7,86.5,67.5,84.6,83.5,172.9,88.2,153.4
1967,167.3,230,125,30.8,103.6,24.1,74.9,124,204.8,245.9,120.1,117
1968,141.9,73.1,112.6,108,62.1,75.6,86,89.9,170.2,143.8,199.9,207.5
1969,263.5,55.4,48.7,62.7,68.5,80.5,77.9,85.5,55.5,90.2,169.1,181.9
1970,240.3,181.5,83.7,101.9,27.2,69.5,102.6,59.1,145.7,58.9,231.3,70.2
1971,210.7,60.3,62.8,22.1,58.2,79.6,67.4,0,44.9,155.1,142.7,71.9
1972,210.2,170.6,111.5,94.9,142.7,89.5,87.7,83.9,62.4,97.5,187,232.6
1973,148.9,140.1,65.1,40.2,97.3,71.3,61.6,120.1,119.5,63.6,170.1,150.4
1974,332.6,183.3,78.7,60.4,158.6,39.8,101.5,176.2,234.1,79.9,112.9,97.3
1975,217.9,85.1,76,110.8,20.9,18.7,84.1,36.1,168.7,220.8,156,56.6
1976,99.7,85,197.2,39.2,127.3,116,76.6,17.5,177.7,195.3,176.8,196.6
1977,140,166.4,191.6,77.9,31.4,59.2,64.5,66.6,80.1,312.9,235.9,199.8
1978,206.1,120.9,190.4,58.2,40.5,84.6,67.4,110.7,34.8,64.6,209.6,300.8
1979,133.9,79.4,137.4,107.9,183.8,68.5,19.9,138.2,52.1,162.4,177.3,297
1980,103.9,180.2,118.4,20.9,27.3,137.1,127,108,186.9,192.9,180.3,160.7
1981,66.1,125.8,229.2,16,220,97.6,39.6,17,180.1,144,239.7,244.8
1982,184.7,224.3,136.1,40,91.6,134.4,15.7,91.7,151.2,253.3,251.6,176.3
1983,198.3,75.4,104.5,90.7,120,73.6,19.2,70.4,170.6,145.7,55.7,195.6
1984,281.8,131.2,55,26.5,29.7,33.4,54.3,62.8,101,181.8,215.4,160
1985,85,92.2,150.1,86.1,151.8,80,49.3,225.4,50.6,109.2,132.5,198.6
1986,158.5,5.7,175.2,50.6,193.3,64.6,64.6,199,13.3,131.9,226.7,346.4
1987,56.5,116.4,147.1,66.3,16.3,91.3,60.8,66.5,127.2,147.8,92.6,199.7
1988,314.5,103.7,118.3,47.6,98,67.5,138.6,136.9,52.2,271.6,64.9,92.7
1989,209.2,174.2,266.4,70.5,30.5,111.7,14.8,94.9,100.5,171.5,102.1,198.6
1990,233.5,336.7,52.1,70.7,36.4,110.3,48.5,47,44.6,202.1,58.8,191.6
1991,160.4,128.5,153,187.1,2.5,92.7,56.2,27.2,85.1,187.7,225.7,48.3
