Easting ,Northings,Latitude,Longitude,elevation (metres),Station,County,,,,,,
261478.55,116752.28,52.2994333,-7.0995223,42,Waterford,Waterford,,,,,,
Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
1945,65.3,90.4,26.4,30.2,85.1,133.4,112.5,69.1,74.2,85.6,42.2,131.3
1946,128,43.4,74.5,29.8,73,81.4,49.6,146.5,138.8,95.2,141.2,122.7
1947,147.7,86.7,283.1,74.2,105.1,146.5,77.7,53.5,45.5,82.1,96.7,77.5
1948,222.4,60.4,67.2,35.4,68.5,58.6,47.8,79.7,51.9,94.5,117.6,200.4
1949,35,54,47.9,62.4,53.7,26.8,52.4,156.3,50.8,137.7,70.5,54.6
1950,46.7,151.9,68.9,55.5,17.8,53.2,94.2,139.4,134.8,70.9,93.8,78.2
1951,131.2,93.6,67.8,33.1,57.9,39.5,48.8,164.1,160.8,38.2,157.1,154.6
1952,93.6,6.9,77.1,97.8,67,54.9,32.7,94.1,23.7,153.6,78.3,69.4
1953,28.8,33.1,11.1,76.4,51.1,31.9,117.8,69.9,115.2,82.1,85.4,70.8
1954,44,101.1,91,19.6,110.9,47.1,51.8,62.5,97.5,151,128.6,85
1955,124.6,123.3,57.7,54.1,88.2,170.5,6.9,31,43,29.1,104.1,164.6
1956,106.4,22,87.5,10.1,46.6,56.1,94.7,125.7,128.1,47.3,55.8,150.7
1957,82.6,81.6,156.7,22,78.2,35.9,83.9,69.6,222.7,84.3,33.8,92.8
1958,123.8,127.3,123.9,24,111.3,111.3,97.3,175.5,150.9,65.5,76.5,150.7
1959,88,25,99.7,72.3,63,63.3,34.8,21.5,13.9,109.3,109.6,192.1
1960,100.4,97.3,102.3,69.8,64.1,42.4,103.9,135.4,125,192.3,172,93.3
1961,147.7,71.1,2.9,151.8,39.4,41.2,48.9,37.7,153,102.2,55.1,76.4
1962,111.1,10.9,141.9,45.1,90,31.2,76.4,96.7,134.1,62.4,79,60.7
1963,19.6,98.6,158,100.4,42.2,52.3,77.4,79.8,46.1,128.9,183.8,68
1964,23.4,83.9,217.1,68.1,79.7,96.4,92.5,87.9,31.6,47.1,49.3,103.3
1965,97.1,3.9,112.9,67.6,66,109.1,81.9,62.4,101.9,63.3,213.5,142.7
1966,149.7,206.4,22.4,191.7,77.6,84,42.9,110.1,106.4,199.5,63,54.2
1967,75.2,113.5,32.1,28.3,188.3,15,91.2,87.9,151.2,156.3,76.6,35
1968,97.5,36.9,58,93.7,43.3,42.4,35.2,59.2,139.1,128.5,124.2,172.7
1969,206.7,38.3,77.5,62.3,80,51.2,47.4,39.8,28.6,22.4,83.8,97
1970,179.3,76.6,25.1,56,16.7,25.4,75.6,71,102.9,22.8,154.5,45
1971,115.4,41.1,37.2,47.8,49.5,78.4,70.4,106.7,25.9,77.5,56.7,65.3
1972,170.3,129.1,76.2,50.6,114.3,52.8,54.5,38.2,10,82.2,140.7,139.8
1973,105.4,53.9,23.5,31.3,109,27,51,78.3,127,72.3,98.2,120.7
1974,256.9,129.2,49.8,38.5,127.8,25,48,53,170.8,25,71.8,65.7
1975,134.6,66.1,39.6,35.1,28.4,19.6,43.6,42.7,107.5,125,79,31.8
1976,73.1,51.7,96.8,22.5,62.1,29.5,62.9,1.3,98.5,234.9,85.4,81.2
1977,110.8,216,117.3,55.7,31.9,37.5,33.5,109.3,56.5,208.9,79.1,164.8
1978,71.1,167.3,64.3,65.7,21.2,48.5,75.2,95.1,15.1,36.6,89.8,305.2
1979,72.7,113.7,88.2,46.9,72.1,45.4,7,99.8,43.2,167.7,75.3,163.4
1980,124,138.2,71.3,21.8,32.5,56.2,90.6,121.1,137.2,120.8,73.9,86.6
