Year,Month,Daily,Max (°F),Min (°F),Max (°C),Min (°C)
1880,1,1,56.5,52.3,13.6,11.3
1880,1,2,45,38.9,7.2,3.8
1880,1,3,48,35.1,8.9,1.7
1880,1,4,50,35.6,10,2
1880,1,5,50.7,46,10.4,7.8
1880,1,6,49.8,42.8,9.9,6
1880,1,7,45.4,39.6,7.4,4.2
1880,1,8,41.3,40,5.2,4.4
1880,1,9,43.7,36.4,6.5,2.4
1880,1,10,40.9,34.5,4.9,1.4
1880,1,11,40.3,34.9,4.6,1.6
1880,1,12,37,35.7,2.8,2.1
1880,1,13,36,33.2,2.2,0.7
1880,1,14,39.9,25.5,4.4,-3.6
1880,1,15,43.3,28.3,6.3,-2.1
1880,1,16,44,26.9,6.7,-2.8
1880,1,17,38.1,30.4,3.4,-0.9
1880,1,18,38,26.3,3.3,-3.2
1880,1,19,34.4,27.9,1.3,-2.3
1880,1,20,35.7,23,2.1,-5
1880,1,21,35.9,21,2.2,-6.1
1880,1,22,31.5,19,-0.3,-7.2
1880,1,23,34.6,21.3,1.4,-5.9
1880,1,24,38.6,23.4,3.7,-4.8
1880,1,25,41.1,33.8,5.1,1
1880,1,26,41.9,31.4,5.5,-0.3
1880,1,27,45.4,30.9,7.4,-0.6
1880,1,28,48.2,33.9,9,1.1
1880,1,29,50.2,41.2,10.1,5.1
1880,1,30,50.1,44.3,10.1,6.8
1880,1,31,52.3,38.1,11.3,3.4
1880,2,1,51.6,40.2,10.9,4.6
1880,2,2,51.4,44.7,10.8,7.1
1880,2,3,53.2,40.9,11.8,4.9
1880,2,4,57.1,44.5,13.9,6.9
1880,2,5,47.9,42.8,8.8,6
1880,2,6,51.6,33.7,10.9,0.9
1880,2,7,47.2,36.9,8.4,2.7
1880,2,8,44.2,31.7,6.8,-0.2
1880,2,9,46.8,31.2,8.2,-0.4
1880,2,10,43.9,31.2,6.6,-0.4
1880,2,11,46.9,29,8.3,-1.7
1880,2,12,42.4,29,5.8,-1.7
1880,2,13,46.8,31.2,8.2,-0.4
1880,2,14,48.6,31,9.2,-0.6
1880,2,15,45.9,30.4,7.7,-0.9
1880,2,16,44.9,38,7.2,3.3
1880,2,17,50.4,34.8,10.2,1.6
1880,2,18,51.1,34.2,10.6,1.2
1880,2,19,54.4,42.5,12.4,5.8
1880,2,20,51.9,42.2,11.1,5.7
1880,2,21,48.4,34.7,9.1,1.5
1880,2,22,48,34.2,8.9,1.2
1880,2,23,48.2,35.1,9,1.7
1880,2,24,49.7,35,9.8,1.7
1880,2,25,47.9,35,8.8,1.7
1880,2,26,47.2,38.2,8.4,3.4
1880,2,27,48.9,37.9,9.4,3.3
1880,2,28,52.4,39.4,11.3,4.1
1880,2,29,52.9,45.3,11.6,7.4
1880,3,1,47.4,36.5,8.6,2.5
1880,3,2,50.4,33,10.2,0.6
1880,3,3,52.1,42.2,11.2,5.7
1880,3,4,52.2,40.3,11.2,4.6
1880,3,5,56.4,43.1,13.6,6.2
1880,3,6,52.6,48,11.4,8.9
1880,3,7,53,41.9,11.7,5.5
1880,3,8,53.9,38.1,12.2,3.4
1880,3,9,48.9,30.1,9.4,-1.1
1880,3,10,49.2,33.9,9.6,1.1
1880,3,11,49.3,39.2,9.6,4
1880,3,12,49.2,42.9,9.6,6.1
1880,3,13,56,35.5,13.3,1.9
1880,3,14,53.2,38.4,11.8,3.6
1880,3,15,55.5,41.9,13.1,5.5
1880,3,16,48.8,41.3,9.3,5.2
1880,3,17,47.6,42.1,8.7,5.6
1880,3,18,55.6,42.5,13.1,5.8
1880,3,19,57.9,39.7,14.4,4.3
1880,3,20,59.6,34.9,15.3,1.6
1880,3,21,51.6,36.9,10.9,2.7
1880,3,22,53.9,28.4,12.2,-2
1880,3,23,49.2,31.3,9.6,-0.4
1880,3,24,52.9,30.1,11.6,-1.1
1880,3,25,50,35.9,10,2.2
1880,3,26,46,44.2,7.8,6.8
1880,3,27,59.2,36.9,15.1,2.7
1880,3,28,60.1,32.1,15.6,0.1
1880,3,29,58.9,35.1,14.9,1.7
1880,3,30,58.4,33.9,14.7,1.1
1880,3,31,53.9,38.4,12.2,3.6
1880,4,1,51.7,35.3,10.9,1.8
1880,4,2,57.7,40.4,14.3,4.7
1880,4,3,55.3,46.4,12.9,8
1880,4,4,51.9,36.7,11.1,2.6
1880,4,5,50.4,38.6,10.2,3.7
1880,4,6,53.9,36.8,12.2,2.7
1880,4,7,52.8,40.2,11.6,4.6
1880,4,8,51.6,38.3,10.9,3.5
1880,4,9,53.6,31.1,12,-0.5
1880,4,10,52.4,33.4,11.3,0.8
1880,4,11,48.8,33.9,9.3,1.1
1880,4,12,49.9,32.3,9.9,0.2
1880,4,13,53.4,35.3,11.9,1.8
1880,4,14,49.6,36.3,9.8,2.4
1880,4,15,51.1,34.9,10.6,1.6
1880,4,16,52.5,38.9,11.4,3.8
1880,4,17,53.8,41.1,12.1,5.1
1880,4,18,54.9,43.1,12.7,6.2
1880,4,19,59.2,46,15.1,7.8
1880,4,20,55.9,41.1,13.3,5.1
1880,4,21,54.1,44,12.3,6.7
1880,4,22,55.9,36.9,13.3,2.7
1880,4,23,55.9,41,13.3,5
1880,4,24,54.6,47.6,12.6,8.7
1880,4,25,54.9,35.4,12.7,1.9
1880,4,26,51.9,34.7,11.1,1.5
1880,4,27,54.4,29.4,12.4,-1.4
1880,4,28,57.8,32.3,14.3,0.2
1880,4,29,52.1,42.4,11.2,5.8
1880,4,30,58.1,29.9,14.5,-1.2
1880,5,1,62,36.6,16.7,2.6
1880,5,2,54.7,42.7,12.6,5.9
1880,5,3,52.7,35.1,11.5,1.7
1880,5,4,56.1,39.9,13.4,4.4
1880,5,5,55.6,35.6,13.1,2
1880,5,6,52.4,44,11.3,6.7
1880,5,7,55.7,32.4,13.2,0.2
1880,5,8,59.1,42.6,15.1,5.9
1880,5,9,62.9,32.6,17.2,0.3
1880,5,10,54.9,41.2,12.7,5.1
1880,5,11,53.2,42.8,11.8,6
1880,5,12,58.9,44.1,14.9,6.7
1880,5,13,59.8,38.8,15.4,3.8
1880,5,14,59.6,45.3,15.3,7.4
1880,5,15,61.2,46.7,16.2,8.2
1880,5,16,62.9,44.4,17.2,6.9
1880,5,17,66.4,38.4,19.1,3.6
1880,5,18,69.3,39.2,20.7,4
1880,5,19,70.6,47.9,21.4,8.8
1880,5,20,71.5,41.1,21.9,5.1
1880,5,21,65.1,40.4,18.4,4.7
1880,5,22,57.7,49.9,14.3,9.9
1880,5,23,53.4,49.7,11.9,9.8
1880,5,24,56.2,48.4,13.4,9.1
1880,5,25,59.6,42.9,15.3,6.1
1880,5,26,58.3,47.2,14.6,8.4
1880,5,27,57.7,43.6,14.3,6.4
1880,5,28,56.5,40.2,13.6,4.6
1880,5,29,61.8,37.2,16.6,2.9
1880,5,30,59.3,47.9,15.2,8.8
1880,5,31,59,49.3,15,9.6
1880,6,1,60.9,45.9,16.1,7.7
1880,6,2,67.2,48.4,19.6,9.1
1880,6,3,67.6,49.4,19.8,9.7
1880,6,4,57.2,44.4,14,6.9
1880,6,5,55.2,38.1,12.9,3.4
1880,6,6,62.3,49.9,16.8,9.9
1880,6,7,56.6,45.7,13.7,7.6
1880,6,8,56.7,43,13.7,6.1
1880,6,9,59.2,39.7,15.1,4.3
1880,6,10,60.9,37.9,16.1,3.3
1880,6,11,65.7,37.5,18.7,3.1
1880,6,12,61.3,49.6,16.3,9.8
1880,6,13,63.9,49.2,17.7,9.6
1880,6,14,62.4,39.8,16.9,4.3
1880,6,15,66.7,40.9,19.3,4.9
1880,6,16,66.6,45.7,19.2,7.6
1880,6,17,68.4,52.4,20.2,11.3
1880,6,18,74.7,53.9,23.7,12.2
1880,6,19,67.6,50.4,19.8,10.2
1880,6,20,64.9,53.7,18.3,12.1
1880,6,21,66,53.4,18.9,11.9
1880,6,22,68.6,47.5,20.3,8.6
1880,6,23,66.9,53,19.4,11.7
1880,6,24,68.1,52.9,20.1,11.6
1880,6,25,65.2,46.8,18.4,8.2
1880,6,26,64.4,51.9,18,11.1
1880,6,27,65.2,49.6,18.4,9.8
1880,6,28,62.7,55.3,17.1,12.9
1880,6,29,65.4,58,18.6,14.4
1880,6,30,62.2,56.5,16.8,13.6
1880,7,1,64.3,49.6,17.9,9.8
1880,7,2,64.7,53.8,18.2,12.1
1880,7,3,64.8,51.9,18.2,11.1
1880,7,4,67.7,48.5,19.8,9.2
1880,7,5,64.3,48.4,17.9,9.1
1880,7,6,63,54.8,17.2,12.7
1880,7,7,62.4,47.9,16.9,8.8
1880,7,8,59,50.7,15,10.4
1880,7,9,62.5,49.9,16.9,9.9
1880,7,10,63.5,52.8,17.5,11.6
1880,7,11,62.9,52.6,17.2,11.4
1880,7,12,61.9,53.9,16.6,12.2
1880,7,13,66.5,52.2,19.2,11.2
1880,7,14,64,52.7,17.8,11.5
1880,7,15,58.9,53.5,14.9,11.9
1880,7,16,70.7,48.8,21.5,9.3
1880,7,17,74.3,49.6,23.5,9.8
1880,7,18,65.9,56.9,18.8,13.8
1880,7,19,65.1,55,18.4,12.8
1880,7,20,66.2,50,19,10
1880,7,21,66.9,43.1,19.4,6.2
1880,7,22,69.3,44.4,20.7,6.9
1880,7,23,64.6,50.7,18.1,10.4
1880,7,24,69.5,48.9,20.8,9.4
1880,7,25,71.9,50.6,22.2,10.3
1880,7,26,61.4,54.8,16.3,12.7
1880,7,27,67.5,54.2,19.7,12.3
1880,7,28,67,55.5,19.4,13.1
1880,7,29,64.2,49.4,17.9,9.7
1880,7,30,61.9,40.7,16.6,4.8
1880,7,31,60.9,44.5,16.1,6.9
1880,8,1,61.7,45.4,16.5,7.4
1880,8,2,66.5,41.6,19.2,5.3
1880,8,3,65.5,54.4,18.6,12.4
1880,8,4,68.8,57.1,20.4,13.9
1880,8,5,66.8,53.4,19.3,11.9
1880,8,6,64.3,54.6,17.9,12.6
1880,8,7,60.9,52.4,16.1,11.3
1880,8,8,65.6,49.7,18.7,9.8
1880,8,9,70.9,44.6,21.6,7
1880,8,10,74.1,56.7,23.4,13.7
1880,8,11,77.3,62.4,25.2,16.9
1880,8,12,76.6,54.3,24.8,12.4
1880,8,13,75.7,52,24.3,11.1
1880,8,14,78.2,53.4,25.7,11.9
1880,8,15,78.9,53.9,26.1,12.2
1880,8,16,70.6,54.1,21.4,12.3
1880,8,17,63.1,55,17.3,12.8
1880,8,18,69.4,54.2,20.8,12.3
1880,8,19,67.3,52.6,19.6,11.4
1880,8,20,69.1,55.2,20.6,12.9
1880,8,21,71.4,46.9,21.9,8.3
1880,8,22,67.5,50.9,19.7,10.5
1880,8,23,67.9,49.7,19.9,9.8
1880,8,24,67,50.4,19.4,10.2
1880,8,25,63.6,53.9,17.6,12.2
1880,8,26,71.2,57.8,21.8,14.3
1880,8,27,73.9,50.9,23.3,10.5
1880,8,28,76.8,53.9,24.9,12.2
1880,8,29,74.9,51.7,23.8,10.9
1880,8,30,73.4,44.9,23,7.2
1880,8,31,70.2,50.6,21.2,10.3
1880,9,1,69.4,57.7,20.8,14.3
1880,9,2,75.7,56.7,24.3,13.7
1880,9,3,73.4,61.4,23,16.3
1880,9,4,77.8,55.8,25.4,13.2
1880,9,5,67.1,58.5,19.5,14.7
1880,9,6,65.2,51.5,18.4,10.8
1880,9,7,65.2,48.8,18.4,9.3
1880,9,8,65.4,51,18.6,10.6
1880,9,9,65.6,42.4,18.7,5.8
1880,9,10,61.9,55.1,16.6,12.8
1880,9,11,64.2,46.9,17.9,8.3
1880,9,12,61.9,46,16.6,7.8
1880,9,13,60.7,42.9,15.9,6.1
1880,9,14,58.9,50.1,14.9,10.1
1880,9,15,60.8,49.9,16,9.9
1880,9,16,62.1,47.2,16.7,8.4
1880,9,17,64,43.9,17.8,6.6
1880,9,18,56.6,45.2,13.7,7.3
1880,9,19,57.1,42.6,13.9,5.9
1880,9,20,59.1,46.1,15.1,7.8
1880,9,21,60.7,50.3,15.9,10.2
1880,9,22,63.6,51.4,17.6,10.8
1880,9,23,63.6,57.4,17.6,14.1
1880,9,24,61.8,54,16.6,12.2
1880,9,25,65.4,54.9,18.6,12.7
1880,9,26,66.9,49.2,19.4,9.6
1880,9,27,64.9,52.9,18.3,11.6
1880,9,28,66.7,55.8,19.3,13.2
1880,9,29,58.1,51.9,14.5,11.1
1880,9,30,64.9,45.5,18.3,7.5
1880,10,1,61.7,48.9,16.5,9.4
1880,10,2,61.7,50.9,16.5,10.5
1880,10,3,52.1,31.4,11.2,-0.3
1880,10,4,53.8,30.5,12.1,-0.8
1880,10,5,44.9,31.8,7.2,-0.1
1880,10,6,51.7,37.8,10.9,3.2
1880,10,7,48.9,43.7,9.4,6.5
1880,10,8,53.7,46,12.1,7.8
1880,10,9,54.2,37.4,12.3,3
1880,10,10,54.2,31.9,12.3,-0.1
1880,10,11,57.8,31.8,14.3,-0.1
1880,10,12,55.9,31.3,13.3,-0.4
1880,10,13,56.5,35.3,13.6,1.8
1880,10,14,54.6,35.1,12.6,1.7
1880,10,15,54.1,39.8,12.3,4.3
1880,10,16,50.9,33.9,10.5,1.1
1880,10,17,56.9,33.8,13.8,1
1880,10,18,56.8,31.5,13.8,-0.3
1880,10,19,49.9,29.7,9.9,-1.3
1880,10,20,41.8,27.8,5.4,-2.3
1880,10,21,46.3,21.6,7.9,-5.8
1880,10,22,45.5,21.3,7.5,-5.9
1880,10,23,49.1,28.2,9.5,-2.1
1880,10,24,49.9,23.3,9.9,-4.8
1880,10,25,49.7,23.1,9.8,-4.9
1880,10,26,42.1,38.9,5.6,3.8
1880,10,27,39.9,38.2,4.4,3.4
1880,10,28,41.9,36.1,5.5,2.3
1880,10,29,44.9,27.8,7.2,-2.3
1880,10,30,47.9,23.9,8.8,-4.5
1880,10,31,52.1,25.7,11.2,-3.5
1880,11,1,45.9,35.3,7.7,1.8
1880,11,2,45.9,32.1,7.7,0.1
1880,11,3,46.9,27.2,8.3,-2.7
1880,11,4,48.1,23.2,8.9,-4.9
1880,11,5,52.4,27.1,11.3,-2.7
1880,11,6,51.8,40.4,11,4.7
1880,11,7,52.8,48,11.6,8.9
1880,11,8,46.2,33.3,7.9,0.7
1880,11,9,50.8,29.9,10.4,-1.2
1880,11,10,51.5,37.2,10.8,2.9
1880,11,11,55.9,47.2,13.3,8.4
1880,11,12,56.3,45.2,13.5,7.3
1880,11,13,57.4,49.2,14.1,9.6
1880,11,14,55.9,48.5,13.3,9.2
1880,11,15,45.7,27.2,7.6,-2.7
1880,11,16,42.4,28.7,5.8,-1.8
1880,11,17,39.2,31.6,4,-0.2
1880,11,18,37.9,28.9,3.3,-1.7
1880,11,19,37.9,22.2,3.3,-5.4
1880,11,20,41,21.9,5,-5.6
1880,11,21,40.3,26.7,4.6,-2.9
1880,11,22,42.6,34.2,5.9,1.2
1880,11,23,49.8,34.3,9.9,1.3
1880,11,24,53.2,34.1,11.8,1.2
1880,11,25,53.1,42.2,11.7,5.7
1880,11,26,50.7,41.2,10.4,5.1
1880,11,27,51.2,37.9,10.7,3.3
1880,11,28,54.2,39.1,12.3,3.9
1880,11,29,51.5,45.1,10.8,7.3
1880,11,30,51.2,42.2,10.7,5.7
1880,12,1,47.6,45.9,8.7,7.7
1880,12,2,49.2,29.9,9.6,-1.2
1880,12,3,52.7,30.7,11.5,-0.7
1880,12,4,51.4,44.9,10.8,7.2
1880,12,5,54.7,44.7,12.6,7.1
1880,12,6,53.2,50.2,11.8,10.1
1880,12,7,48.7,44.2,9.3,6.8
1880,12,8,51.9,40.9,11.1,4.9
1880,12,9,52.9,46.5,11.6,8.1
1880,12,10,51.3,45.8,10.7,7.7
1880,12,11,49.9,36.4,9.9,2.4
1880,12,12,50.5,42.9,10.3,6.1
1880,12,13,52.2,43.6,11.2,6.4
1880,12,14,51.6,40.6,10.9,4.8
1880,12,15,49.3,39.2,9.6,4
1880,12,16,39.8,35.8,4.3,2.1
1880,12,17,38.2,23.6,3.4,-4.7
1880,12,18,40.9,23.1,4.9,-4.9
1880,12,19,41.1,30.2,5.1,-1
1880,12,20,37.9,29.9,3.3,-1.2
1880,12,21,50.9,29.2,10.5,-1.6
1880,12,22,52.8,28.8,11.6,-1.8
1880,12,23,49.7,44.1,9.8,6.7
1880,12,24,42.4,37.5,5.8,3.1
1880,12,25,39.7,27.6,4.3,-2.4
1880,12,26,33.9,24.9,1.1,-3.9
1880,12,27,35.9,24.3,2.2,-4.3
1880,12,28,35.6,23.9,2,-4.5
1880,12,29,33.6,31.9,0.9,-0.1
1880,12,30,33.7,21.2,0.9,-6
1880,12,31,41.9,20.8,5.5,-6.2
1881,1,1,47.6,25.8,8.7,-3.4
1881,1,2,46.6,40.7,8.1,4.8
1881,1,3,47,41.9,8.3,5.5
1881,1,4,44.9,35.3,7.2,1.8
1881,1,5,43.2,36.2,6.2,2.3
1881,1,6,41.5,31.8,5.3,-0.1
1881,1,7,40.2,32.3,4.6,0.2
1881,1,8,40.8,20.3,4.9,-6.5
1881,1,9,29.3,14,-1.5,-10
1881,1,10,29.4,16.2,-1.4,-8.8
1881,1,11,33.9,25.4,1.1,-3.7
1881,1,12,32.1,22.3,0.1,-5.4
1881,1,13,32.6,16.9,0.3,-8.4
1881,1,14,32.2,15.2,0.1,-9.3
1881,1,15,24,15.5,-4.4,-9.2
1881,1,16,23,10.5,-5,-11.9
1881,1,17,32.6,13,0.3,-10.6
1881,1,18,31.8,22.2,-0.1,-5.4
1881,1,19,26.8,17.6,-2.9,-8
1881,1,20,23.7,9,-4.6,-12.8
1881,1,21,27.2,5.5,-2.7,-14.7
1881,1,22,30.3,5.5,-0.9,-14.7
1881,1,23,34.2,5.8,1.2,-14.6
1881,1,24,29.7,20.6,-1.3,-6.3
1881,1,25,34.7,19.2,1.5,-7.1
1881,1,26,40.6,15.4,4.8,-9.2
1881,1,27,40.3,25.9,4.6,-3.4
1881,1,28,47.6,38,8.7,3.3
1881,1,29,46.4,39.3,8,4.1
1881,1,30,48.2,36.2,9,2.3
1881,1,31,47,32.6,8.3,0.3
1881,2,1,45.7,29.1,7.6,-1.6
1881,2,2,54,28.5,12.2,-1.9
1881,2,3,50.7,42.4,10.4,5.8
1881,2,4,49,41.8,9.4,5.4
1881,2,5,42,34.2,5.6,1.2
1881,2,6,47,25,8.3,-3.9
1881,2,7,54.5,27.1,12.5,-2.7
1881,2,8,48.9,37.7,9.4,3.2
1881,2,9,52,40.7,11.1,4.8
1881,2,10,45.9,39.2,7.7,4
1881,2,11,42.6,33,5.9,0.6
1881,2,12,45.2,26.9,7.3,-2.8
1881,2,13,48.6,28,9.2,-2.2
1881,2,14,49.1,44.5,9.5,6.9
1881,2,15,45,40.4,7.2,4.7
1881,2,16,45.6,40.6,7.6,4.8
1881,2,17,49.3,40.3,9.6,4.6
1881,2,18,47.9,43,8.8,6.1
1881,2,19,48.7,38.9,9.3,3.8
1881,2,20,41.2,38.6,5.1,3.7
1881,2,21,37,34.6,2.8,1.4
1881,2,22,40,32.5,4.4,0.3
1881,2,23,39,33.3,3.9,0.7
1881,2,24,44.3,24.3,6.8,-4.3
1881,2,25,44.4,24,6.9,-4.4
1881,2,26,39.4,31.2,4.1,-0.4
1881,2,27,38,32.2,3.3,0.1
1881,2,28,37,22.5,2.8,-5.3
1881,3,1,45,24.4,7.2,-4.2
1881,3,2,41.4,23.6,5.2,-4.7
1881,3,3,41.8,32,5.4,0
1881,3,4,47.2,36.8,8.4,2.7
1881,3,5,57.8,40.8,14.3,4.9
1881,3,6,56,43,13.3,6.1
1881,3,7,50.8,41,10.4,5
1881,3,8,50.2,38.2,10.1,3.4
1881,3,9,53,38.8,11.7,3.8
1881,3,10,53.2,49.8,11.8,9.9
1881,3,11,52.8,47.5,11.6,8.6
1881,3,12,55.6,43.6,13.1,6.4
1881,3,13,58.2,43.5,14.6,6.4
1881,3,14,51.5,41,10.8,5
1881,3,15,55.8,29,13.2,-1.7
1881,3,16,52.6,31,11.4,-0.6
1881,3,17,56,42,13.3,5.6
1881,3,18,50.2,45.5,10.1,7.5
1881,3,19,52.8,45.6,11.6,7.6
1881,3,20,48.4,43.8,9.1,6.6
1881,3,21,42,31.8,5.6,-0.1
1881,3,22,48.4,29,9.1,-1.7
1881,3,23,51.8,35,11,1.7
1881,3,24,46.4,38.6,8,3.7
1881,3,25,42.6,31.8,5.9,-0.1
1881,3,26,42.8,30,6,-1.1
1881,3,27,46.6,31.6,8.1,-0.2
1881,3,28,49.6,23,9.8,-5
1881,3,29,46.6,25,8.1,-3.9
1881,3,30,45.8,22.8,7.7,-5.1
1881,3,31,49.2,27.6,9.6,-2.4
1881,4,1,50.6,29,10.3,-1.7
1881,4,2,48.4,34.4,9.1,1.3
1881,4,3,43.2,30.2,6.2,-1
1881,4,4,51,30,10.6,-1.1
1881,4,5,45.6,30.2,7.6,-1
1881,4,6,49,28.6,9.4,-1.9
1881,4,7,55.2,31.2,12.9,-0.4
1881,4,8,53.8,29.6,12.1,-1.3
1881,4,9,56.6,27,13.7,-2.8
1881,4,10,52,42,11.1,5.6
1881,4,11,55.6,46,13.1,7.8
1881,4,12,55.8,46.6,13.2,8.1
1881,4,13,60.6,48.8,15.9,9.3
1881,4,14,54.8,44.5,12.7,6.9
1881,4,15,59,42.8,15,6
1881,4,16,55.2,37.6,12.9,3.1
1881,4,17,58.2,35.8,14.6,2.1
1881,4,18,57.4,40.4,14.1,4.7
1881,4,19,44.4,34.6,6.9,1.4
1881,4,20,46.3,28.4,7.9,-2
1881,4,21,51.3,34,10.7,1.1
1881,4,22,57,39.8,13.9,4.3
1881,4,23,55.6,33,13.1,0.6
1881,4,24,56,43.8,13.3,6.6
1881,4,25,54.3,45.5,12.4,7.5
1881,4,26,55.9,41.3,13.3,5.2
1881,4,27,55.2,42.8,12.9,6
1881,4,28,60.8,44.3,16,6.8
1881,4,29,58.5,47.3,14.7,8.5
1881,4,30,55,48,12.8,8.9
1881,5,1,56,43.4,13.3,6.3
1881,5,2,55.4,44,13,6.7
1881,5,3,57.8,44,14.3,6.7
1881,5,4,57,45,13.9,7.2
1881,5,5,56,43.5,13.3,6.4
1881,5,6,58.4,48.4,14.7,9.1
1881,5,7,63.8,42.4,17.7,5.8
1881,5,8,66.6,39.2,19.2,4
1881,5,9,65.4,42,18.6,5.6
1881,5,10,63,38,17.2,3.3
1881,5,11,65.2,35,18.4,1.7
1881,5,12,64.5,36.8,18.1,2.7
1881,5,13,57.2,39,14,3.9
1881,5,14,56.2,47.6,13.4,8.7
1881,5,15,55.2,46.8,12.9,8.2
1881,5,16,57.2,44.8,14,7.1
1881,5,17,56.4,45.4,13.6,7.4
1881,5,18,58.6,46.4,14.8,8
1881,5,19,57.8,43,14.3,6.1
1881,5,20,58,44,14.4,6.7
1881,5,21,64,40.8,17.8,4.9
1881,5,22,66,46.2,18.9,7.9
1881,5,23,72.6,39,22.6,3.9
1881,5,24,70.8,49,21.6,9.4
1881,5,25,62.8,46.6,17.1,8.1
1881,5,26,73,44,22.8,6.7
1881,5,27,61.8,53.6,16.6,12
1881,5,28,61.2,44.9,16.2,7.2
1881,5,29,67.9,46.4,19.9,8
1881,5,30,73.8,44.8,23.2,7.1
1881,5,31,77.2,42.6,25.1,5.9
1881,6,1,75.3,47.3,24.1,8.5
1881,6,2,69.5,47,20.8,8.3
1881,6,3,66,44.9,18.9,7.2
1881,6,4,64.5,54.8,18.1,12.7
1881,6,5,57.8,47,14.3,8.3
1881,6,6,55.2,44,12.9,6.7
1881,6,7,54,36.4,12.2,2.4
1881,6,8,56.8,32.5,13.8,0.3
1881,6,9,57.6,32,14.2,0
1881,6,10,59.2,40.5,15.1,4.7
1881,6,11,61.8,46,16.6,7.8
1881,6,12,59.8,48,15.4,8.9
1881,6,13,62.3,50,16.8,10
1881,6,14,66.8,52,19.3,11.1
1881,6,15,64,54,17.8,12.2
1881,6,16,57.2,50,14,10
1881,6,17,65,49,18.3,9.4
1881,6,18,64,55,17.8,12.8
1881,6,19,62.8,50.8,17.1,10.4
1881,6,20,60.8,45,16,7.2
1881,6,21,60,53,15.6,11.7
1881,6,22,61.2,46.6,16.2,8.1
1881,6,23,60,47.9,15.6,8.8
1881,6,24,63.8,44,17.7,6.7
1881,6,25,62.8,53.2,17.1,11.8
1881,6,26,62.5,49.4,16.9,9.7
1881,6,27,61.8,51.8,16.6,11
1881,6,28,62,49.6,16.7,9.8
1881,6,29,62.9,51,17.2,10.6
1881,6,30,62.8,52.8,17.1,11.6
1881,7,1,62.8,52.9,17.1,11.6
1881,7,2,62.2,44,16.8,6.7
1881,7,3,69,52.8,20.6,11.6
1881,7,4,68,60,20,15.6
1881,7,5,75,62,23.9,16.7
1881,7,6,58,51,14.4,10.6
1881,7,7,59,49.5,15,9.7
1881,7,8,62.5,50,16.9,10
1881,7,9,60.8,52,16,11.1
1881,7,10,67.8,52.6,19.9,11.4
1881,7,11,66,55,18.9,12.8
1881,7,12,65,50,18.3,10
1881,7,13,70,56,21.1,13.3
1881,7,14,74,54,23.3,12.2
1881,7,15,68.8,55,20.4,12.8
1881,7,16,67.5,49.8,19.7,9.9
1881,7,17,75.5,55,24.2,12.8
1881,7,18,67,59,19.4,15
1881,7,19,65.2,52.2,18.4,11.2
1881,7,20,63.6,52,17.6,11.1
1881,7,21,61.4,41,16.3,5
1881,7,22,65.2,52.5,18.4,11.4
1881,7,23,68,48.6,20,9.2
1881,7,24,60.8,52.9,16,11.6
1881,7,25,62.6,46,17,7.8
1881,7,26,62.5,45,16.9,7.2
1881,7,27,65.2,41.2,18.4,5.1
1881,7,28,68.8,46.3,20.4,7.9
1881,7,29,62.9,53.2,17.2,11.8
1881,7,30,62.6,53.8,17,12.1
1881,7,31,65.9,52.5,18.8,11.4
1881,8,1,65.8,40.9,18.8,4.9
1881,8,2,67.4,47.6,19.7,8.7
1881,8,3,64.6,54.9,18.1,12.7
1881,8,4,72,55.9,22.2,13.3
1881,8,5,65.5,57.5,18.6,14.2
1881,8,6,65.6,53.8,18.7,12.1
1881,8,7,65.2,55,18.4,12.8
1881,8,8,67,55.4,19.4,13
1881,8,9,60.8,48,16,8.9
1881,8,10,63,51,17.2,10.6
1881,8,11,60.6,49.6,15.9,9.8
1881,8,12,60.7,52.8,15.9,11.6
1881,8,13,61.5,43,16.4,6.1
1881,8,14,62.5,45.6,16.9,7.6
1881,8,15,63,51,17.2,10.6
1881,8,16,61.2,53,16.2,11.7
1881,8,17,61.6,51.8,16.4,11
1881,8,18,63.4,48,17.4,8.9
1881,8,19,59,50.5,15,10.3
1881,8,20,63.2,45.6,17.3,7.6
1881,8,21,62.5,42,16.9,5.6
1881,8,22,62.4,50,16.9,10
1881,8,23,53.6,48.8,12,9.3
1881,8,24,62.5,43,16.9,6.1
1881,8,25,62.4,49.5,16.9,9.7
1881,8,26,60.8,50,16,10
1881,8,27,59.6,44.8,15.3,7.1
1881,8,28,62,45,16.7,7.2
1881,8,29,65.8,49.5,18.8,9.7
1881,8,30,60.8,56.2,16,13.4
1881,8,31,61,41.5,16.1,5.3
1881,9,1,63.6,43.8,17.6,6.6
1881,9,2,60.2,40,15.7,4.4
1881,9,3,63.2,37,17.3,2.8
1881,9,4,62.6,43.4,17,6.3
1881,9,5,59,49,15,9.4
1881,9,6,59.2,49.4,15.1,9.7
1881,9,7,62,49.4,16.7,9.7
1881,9,8,59.8,42.2,15.4,5.7
1881,9,9,63,51,17.2,10.6
1881,9,10,61.4,48.8,16.3,9.3
1881,9,11,57.2,49.2,14,9.6
1881,9,12,58.2,45,14.6,7.2
1881,9,13,58.2,48,14.6,8.9
1881,9,14,62.8,41,17.1,5
1881,9,15,56.6,43.8,13.7,6.6
1881,9,16,64,38,17.8,3.3
1881,9,17,53.8,41.8,12.1,5.4
1881,9,18,60.8,50,16,10
1881,9,19,60.6,41,15.9,5
