iter	RMSE
340	0.04623718277
341	0.04610373084
342	0.04597182637
343	0.04584467677
344	0.04571458334
345	0.04558933337
346	0.04546585429
347	0.04534338948
348	0.04522232226
349	0.04510225082
350	0.04498337869
351	0.04486282631
352	0.0447464536
353	0.04462666192
354	0.04450776272
355	0.04439008112
356	0.04427360676
357	0.04415936811
358	0.04404627917
359	0.04393433045
360	0.04382193677
361	0.04371070547
362	0.04360011697
363	0.04349225978
364	0.04338549927
365	0.04327833668
366	0.0430610508
367	0.04295744569
368	0.04257399617
369	0.04247063853
370	0.04236982387
371	0.04202412036
372	0.04192547964
373	0.0418263279
374	0.04145690976
375	0.04125394233
376	0.04093945075
377	0.04084566826
378	0.04051198435
379	0.04026167589
380	0.04006743584
381	0.03974315383
382	0.03965254705
383	0.03941067689
384	0.03909518559
385	0.03885898353
386	0.0387721792
387	0.03858935137
388	0.03850425804
389	0.03832505869
390	0.03802184448
391	0.03793941737
392	0.03766703356
393	0.03731427722
394	0.03723518852
395	0.03715693119
396	0.03707832887
397	0.03685596139
398	0.03669331674
399	0.03640479908
400	0.0362450807
401	0.03608781236
402	0.0357534178
403	0.03542576263
404	0.03513596684
405	0.03481775554
406	0.03454546366
407	0.03427078769
408	0.03405775771
409	0.03375219812
410	0.03354477915
411	0.03339570491
412	0.03314103908
413	0.03298426546
414	0.03273386539
415	0.03248631707
416	0.03224158631
417	0.03199963938
418	0.03176044304
419	0.03150877338
420	0.03126024859
421	0.03101617183
422	0.03077561676
423	0.03052653816
424	0.03023301543
425	0.0299441329
426	0.02971445203
427	0.02943246804
428	0.02920839835
429	0.02893314621
430	0.0287146566
431	0.0284994556
432	0.02828420188
433	0.02807388845
434	0.027866747
435	0.0276627317
436	0.02745540724
437	0.02720910651
438	0.02696727043
439	0.02676254639
440	0.02656339212
441	0.02637358921
442	0.02617777557
443	0.02598334046
444	0.02579248658
445	0.02560163653
446	0.02541432995
447	0.02522699758
448	0.02504317156
449	0.0248610672
450	0.02468066833
451	0.02450015879
452	0.02432132704
453	0.02414415737
454	0.02396658325
455	0.02379239082
456	0.02361981658
457	0.02344605853
458	0.02327638724
459	0.02310555564
460	0.02293681648
461	0.02277125579
462	0.02260487534
463	0.02244209217
464	0.02227850596
465	0.0221184515
466	0.02195760924
467	0.02179827631
468	0.02164208788
469	0.02148542341
470	0.02133184646
471	0.02117780258
472	0.02102520035
473	0.02087532117
474	0.02072526772
475	0.02057661634
476	0.02043033802
477	0.02028416574
478	0.02014032301
479	0.01999658562
480	0.0198551362
481	0.01971379035
482	0.01957376056
483	0.01943569587
484	0.01930020299
485	0.01916360137
486	0.01902880118
487	0.01889059541
488	0.01875377951
489	0490	0.0136141413
491	0.01351958348
492	0.01342594521
493	0.01332179448
494	0.01321834425
495	0.01316341316
496	0.0131092236
497	0.01301843924
498	0.01292853934
499	0.01283951575
500	0.01272806528
501	0.0126427537
502	0.01255590481
503	0.01243996814
504	0.01238879282
505	0.01230136039
506	0.0122513979
507	0.01216728816
508	0.01208400227
509	0.01197997142
510	0.01189170968
511	0.0118133567
512	0.01176561528
513	0.0116852018
514	0.01157846135
515	0.01153900181
516	0.01145469702
517	0.0114088664
518	0.01132598987
519	0.01128102613
520	0.01120307763
521	0.01110193113
522	0.0110647584
523	0.01098908778
524	0.01091416105
525	0.01087772134
526	0.01080368091
527	0.01070299571
528	0.01062580577
529	0.01054969669
530	0.0105146218
531	0.01043846955
532	0.01035780185
533	0.01032351586
534	0.01022796778
535	0.01014948287
536	0.01011614385
537	0.01004331677
538	0.009951073822
539	0.009875225507
540	0.009842994189
541	0.009758907092
542	0.009691618045
543	0.00960945529
544	0.009544058627
545	0.009479305657
546	0.009401049293
547	0.009337425918
548	0.009270702123
549	0.009197674576
550	0.009135564843
551	0.009073242937
552	0.009047696999
553	0.008986630541
554	0.008922795085
555	0.008897750795
556	0.008872954705
557	0.008813219853
558	0.008754041544
559	0.008692346961
560	0.008668164623
561	0.008644222332
562	0.00858633277
563	0.00852898311
564	0.008505523223
565	0.008444587351
566	0.008385498691
567	0.008362509111
568	0.008306821626
569	0.008284178818
570	0.008224908763
571	0.008166206221
572	0.008099222385
573	0.00804541374
574	0.007994190912
575	0.007972453523
576	0.007907477682
577	0.007855012411
578	0.007796431331
579	0.007733343621
580	0.007682161734
581	0.007633372218
582	0.007614396935
583	0.007553199664
584	0.007503293283
585	0.007441656167
586	0.007423309542
587	0.007362672941
588	0.007344665175
589	0.007298392641
590	0.007240014341
591	0.007189930216
592	0.007172461069
593	0.007107232811
594	0.007055687788
595	0.006996292777
596	0.006977095841
597	0.006930962583
598	0.006876362026
599	0.006826824056
600	0.006777957216
601	0.006732532448
602	0.00668468223
603	0.006640059329
604	0.006587990355
605	0.006544532133
606	0.006503164378
607	0.006462182462
608	0.006421582962
609	0.00638136249
610	0.006339144995
611	0.006291739258
612	0.006250228937
613	0.006203839044
614	0.006186678311
615	0.006148032273
616	0.006107581786
617	0.006062688916
618	0.006018401522
619	0.005980997215
620	0.005937615835
621	0.005894817221
622	0.005856106637
623	0.005813253176
624	0.005775185588
625	0.005733247254
626	0.005695810015
627	0.005655130531
628	0.005627420483
629	0.005590710028
630	0.00555620319
631	0.005522020996
632	0.00548606667
633	0.00545242323
634	0.005419096789
635	0.005377008863
636	0.005350940234
637	0.005310614755
638	0.005270698073
639	0.005245406084
640	0.005211272002
641	0.005179572898
642	0.005140756021
643	0.005116347866
644	0.005081871053
645	0.005047713867
646	0.005014950638
647	0.004984598829
648	0.004946242687
649	0.004909415212
650	0.004894235346
651	0.004858112071
652	0.004843184307
653	0.004806078338
654	0.004771341235
655	0.004734886706
656	0.004700915642
657	0.004665100031
658	0.004631878873
659	0.004596689931
660	0.004564202912
661	0.00452962866
662	0.004495831094
663	0.00447982952
664	0.004446038348
665	0.004414971782
666	0.004381769612
667	0.004349475756
668	0.004315599239
669	0.00430037619
670	0.004266959538
671	0.00423577314
672	0.004202920976
673	0.004188212299
674	0.004155805669
675	0.004123721572
676	0.004109456513
677	0.004081188681
678	0.004053188729
679	0.004023715059
680	0.003992701703
681	0.003978965503
682	0.003948380842
683	0.003921312072
684	0.003896945205
685	0.003867043003
686	0.00385390435
687	0.003824897306
688	0.003797335713
689	0.003768243644
690	0.003739446097
691	0.00372683678
692	0.003698427389
693	0.003673084262
694	0.003646827916
695	0.003618169102
696	0.003589959625
697	0.003562192667
698	0.00353486151
699	0.003507959527
700	0.003481480184
701	0.003455417038
702	0.003429763736
703	0.003407896336
704	0.003382876263
705	0.003361532441
706	0.003340478388
707	0.003316296344
708	0.003295745674
709	0.003275473907
710	0.003252099754
711	0.003232312009
712	0.003209513518
713	0.003190197545
714	0.003171143503
715	0.003149104479
716	0.003130504164
717	0.00310900747
718	0.003090849472
719	0.003072937526
720	0.003052155082
721	0.00303466863
722	0.003016190682
723	0.002999045578
724	0.002981090836
725	0.002960042732
726	0.002943409794
727	0.002924003561
728	0.002906904139
729	0.002886387519
730	0.002866239324
731	0.002850715415
732	0.002835407684
733	0.002820313413
734	0.002801086641
735	0.002783892053
736	0.002767060663
737	0.002750583513
738	0.002734451864
739	0.002718657185
740	0.002703191156
741	0.00268804566
742	0.002680042654
743	0.002672127981
744	0.002657368547
745	0.002649576827
746	0.002641870732
747	0.002634249187
748	0.002626711138
749	0.002612397551
750	0.002604975531
751	0.002583625417
752	0.002562665812
753	0.00254883715
754	0.002528708766
755	0.002521593679
756	0.002514557035
757	0.00250759786
758	0.002494234247
759	0.002474281758
760	0.002455071883
761	0.002448342086
762	0.002435438439
763	0.002428813442
764	0.002422261602
765	0.002403653609
766	0.002391157284
767	0.002384766629
768	0.002378446643
769	0.00237219646
770	0.002354815033
771	0.002342733736
772	0.002324495936
773	0.002318451425
774	0.002300667178
775	0.002291031583
776	0.002279333257
777	0.002273501729
778	0.002264139317
779	0.002246837886
780	0.002235515902
781	0.002229889919
782	0.002220826416
783	0.002203961072
784	0.002193004739
785	0.002187577277
786	0.002178803491
787	0.00216814924
788	0.002151762223
789	0.002146526418
790	0.00213004208
791	0.002113787301
792	0.002098708749
793	0.002090325412
794	0.002080150815
795	0.002064332901
796	0.0020504668
797	0.00203580552
798	0.002020432953
799	0.002007512825
800	0.001992428473
801	0.001979840823
802	0.001965211726
803	0.001950585138
804	0.001938386264
805	0.001928885149
806	0.001916251984
807	0.001904354807
808	0.001896714553
809	0.001883432262
810	0.001874308734
811	0.001860521375
812	0.001848747679
813	0.001835220782
814	0.001821877512
815	0.00181143671
816	0.001801148512
817	0.001794648665
818	0.001781457485
819	0.001770097645
820	0.00176091336
821	0.001747985368
822	0.001736725893
823	0.001725754664
824	0.001713284767
825	0.001704330229
826	0.001697455146
827	0.001682194032
828	0.001667134147
829	0.001658567274
830	0.001643765822
831	0.001630655471
832	0.001617709618
833	0.001604926018
834	0.001592234128
835	0.001579756726
836	0.001574033237
837	0.001561655068
838	0.001556023913
839	0.001550444767
840	0.00153829836
841	0.001526391394
842	0.001517859767
843	0.001508950967
844	0.001500598192
845	0.001488903093
846	0.001483612712
847	0.001478371223
848	0.001466894239
849	0.001458366472
850	0.00145039229
851	0.001445311455
852	0.001434129046
853	0.001425875573
854	0.001418165918
855	0.001413240668
856	0.001403044439
857	0.00139552704
858	0.001384781859
859	0.001376915745
860	0.001371277523
861	0.001366564849
862	0.001361018994
863	0.001351241013
864	0.001344063839
865	0.001336520308
866	0.001331110725
867	0.001324107497
868	0.001314984393
869	0.001305965105
870	0.001300698668
871	0.00129245444
872	0.001287282812
873	0.00127730793
874	0.001268169236
875	0.001259026553
876	0.001249415514
877	0.001239845838
878	0.001231365408
879	0.001221390179
880	0.001212912966
881	0.001208049656
882	0.001200265205
883	0.001195475902
884	0.001190736539
885	0.00118220264
886	0.00117407106
887	0.001169437161
888	0.001164851573
889	0.00115655382
890	0.00115006436
891	0.001142322889
892	0.001134426092
893	0.001127287707
894	0.001119934316
895	0.001114313916
896	0.001107346141
897	0.001100853497
898	0.001093713618
899	0.001086916614
900	0.001079906765
901	0.001073616624
902	0.001066986038
903	0.001060148391
904	0.001054899454
905	0.001048427655
906	0.001042368356
907	0.001035728962
908	0.001029415661
909	0.001022897231
910	0.001017894099
911	0.00100981837
912	0.00100492117
913	0.0009969876303
914	0.0009921940864
915	0.000987467849
916	0.000980056717
917	0.0009723619039
918	0.0009677601235
919	0.0009616770275
920	0.0009556410566
921	0.0009511429756
922	0.0009440447321
923	0.0009381601701
924	0.0009337651509
925	0.0009268222695
926	0.0009195519156
927	0.0009138598277
928	0.0009095947628
929	0.0009049141311
930	0.0009007343528
931	0.0008977542589
932	0.0008948188251
933	0.000887365522
934	0.000884504381
935	0.0008816861301
936	0.0008789101249
937	0.0008726643197
938	0.000869939083
939	0.0008633744927
940	0.0008568883292
941	0.0008504796425
942	0.0008438822956
943	0.0008386863576
944	0.0008324457587
945	0.0008273423419
946	0.0008212165633
947	0.0008135598864
948	0.0008073094217
949	0.0007998314148
950	0.0007930655304
951	0.0007889148855
952	0.000783682887
953	0.000779642376
954	0.0007745563802
955	0.000769423667
956	0.0007653384825
957	0.0007612918828
958	0.0007572655711
959	0.0007532771945
960	0.0007493226215
961	0.0007454015992
962	0.0007414804237
963	0.000737615903
964	0.0007337842394
965	0.000729610755
966	0.0007258362385
967	0.0007217254207
968	0.0007180071934
969	0.00071395814
970	0.0007085298497
971	0.0007048967713
972	0.0007009383768
973	0.0006951981938
974	0.0006917336887
975	0.0006882982657
976	0.0006847989351
977	0.0006806766422
978	0.0006755125757
979	0.000672177941
980	0.0006687806395
981	0.000663716166
982	0.0006604572891
983	0.0006571327787
984	0.0006524440806
985	0.000649084566
986	0.0006444606566
987	0.0006391972938
988	0.0006360776011
989	0.0006323899189
990	0.0006278920359
991	0.0006234329208
992	0.0006179875384
993	0.0006126520554
994	0.0006070580197
995	0.000601559519
996	0.0005961549368
997	0.0005906679028
998	0.0005878114375
999	0.0005826058943
