Easting ,Northings,Latitude,Longitude,elevation (metres),Station,County,,,,,,
137792,159203.87,52.6807753,-8.9205048,6,Shannon Airport,Limerick,,,,,,
Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
1936,118.1,52.6,48,66.5,27.9,87.9,184.4,32.5,77,79.2,131.6,128.8
1937,171.7,131.1,50.5,71.1,47,21.6,134.6,51.3,96,37.8,49,63.5
1938,182.4,40.9,56.9,5.6,95.8,92.7,116.1,146.3,81.5,160.5,144.8,101.3
1939,115.8,73.2,59.2,31.5,15.7,57.9,83.1,49,32,74.9,228.6,71.1
1940,39.6,101.3,71.4,94,20.3,36.6,73.9,12.7,71.9,116.6,99.1,91.4
1941,67.3,81.9,68.5,35.5,80.3,30.5,48.5,100.4,27.1,47.7,160,62.2
1942,106.3,28,77.9,43.5,92.3,3.1,89.4,106.7,89,76.7,26.1,100
1943,155.6,65.4,25.9,33.8,82.9,83.7,51.1,110.8,51.6,99.5,80.1,67.6
1944,120.6,39.3,10.4,62.7,44.2,54.9,113.8,61.7,123.5,129.4,154.4,110.6
1945,72.1,96.3,31,36.4,99.9,74.4,116.1,58.8,61.6,100.6,37.7,118.9
1946,104,88.5,25.5,35.7,60.6,65.5,73.9,125.3,105.9,57.3,97.8,147.2
1947,80.7,60.3,129.9,75.2,83.8,109.1,68.9,22.8,98.5,66,134.6,96.6
1948,201.1,56.2,51.3,91.4,52.6,76.9,49.7,60.3,84.5,62.4,69.8,210
1949,56.9,76.7,57,53.1,40.1,15.1,60.1,66.3,40.2,178.3,119.6,141.1
1950,57.8,138.2,28.3,58.5,36.9,58.6,104.9,130.1,137.7,80.4,94.1,75.7
1951,111.8,92.4,74.4,46.8,37.2,55.1,48.4,103.2,128,32.9,101.5,182.4
1952,130.9,26.6,46,59,61.4,71.2,23.8,63.9,35.9,102.7,44.8,100.7
1953,41,34.1,19.9,53.1,19,34.8,99.7,112.5,138,57.9,91.9,75.8
1954,68.9,120.1,70.9,38.1,57.7,47.5,90.4,63.1,111.4,123.9,95.9,112.2
1955,54.4,48,31.9,73.8,100.6,87.6,12.2,58.4,85.3,46.1,85.4,91.9
1956,105.2,22.3,95.4,13.2,39,61.2,110.3,132.3,104.2,65.9,57.8,136.6
1957,111.3,62.5,105.1,30.5,41.1,36.1,79.8,60.6,131.7,115.4,32.7,75.6
1958,114.9,92.8,52.1,30.1,97.6,63.2,89.3,107.2,94.8,69.4,55.1,73.6
1959,74.9,21.2,66.3,70.4,57.1,75.8,60.8,29.9,44.7,139.4,87.7,239.8
1960,83.7,47.2,44.1,70.6,109.4,80.2,121.2,84,105.3,81.3,174.4,177
1961,134,91,18,97,32,42,81,77,96,83,68,83
1962,148,37,69,57,49,46,54,132,111,50,77,91
1963,11,35,82,61,53,47,57,92,62,116,144,30
1964,49,20,75,62,82,106,70,99,69,96,75,149
1965,127,5,66,98,92,99,71,86,50,28,87,160
1966,72,99,46,113,90,133,41,95,59,78,53,97
1967,71,108,60,29,86,34,45,72,92,176,64,45
1968,111,24,74,39,43,50,33,76,142,93,90,163
1969,142,44,45,61,62,75,31,31,50,53,116,116
1970,47,136,46,93,35,46,99,53,94,75,171,46
