Easting ,Northings,Latitude,Longitude,elevation (metres),Station,County,,,,,,
287831.33,345772.01,54.3530737,-6.6499043,62,Armagh,Armagh,,,,,,
Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
1942,121.5,29.7,74,57.4,79.3,4.4,110.4,108.3,106.8,55.3,12.6,99.5
1943,100.3,44.2,28.7,34.3,84.8,73.9,66.2,100.9,51.8,70.4,57.3,56.2
1944,55.7,26.3,20.8,50.4,41.6,99,66.3,102,105.4,111,120.1,103.6
1945,52.3,67.9,33.3,39.5,89.1,106.2,88.6,42.2,63.2,84.9,12,63.2
1946,110.3,54.8,27.5,21.6,22.6,78.3,79.6,120,149.2,30.5,113.8,97.3
1947,56.2,26.6,114.7,91.4,89.6,95,82.4,14.2,65.7,49.2,101.6,80.8
1948,170.8,46.2,66,63.5,58.2,109.4,62,89,67.1,57.3,67.1,114.8
1949,61.2,63.9,53.5,55.5,48.2,24.9,69.3,76.9,62.7,124.1,61.5,116.4
1950,44.5,70.7,27.5,103.2,21.6,71.9,120.7,134.6,138.7,91.6,67,67.8
1951,67.2,76.7,70.7,43.8,38.1,53.6,84.9,111.4,50.8,21.2,139.2,105.5
1952,116.5,25.6,36.3,40,28.2,57.8,41.2,100,31.6,94.4,66.4,87.9
1953,24.5,36.4,6.8,55.5,37.7,60,104.9,83.5,84.1,38.8,72.9,89.8
1954,37.3,101.1,79.3,14,105.8,58.2,116.5,57.9,109.9,133.3,112.1,96
1955,85.4,90.1,27.4,69.8,70.2,109.1,51.2,27.9,91.8,37.3,53.1,105
1956,53.1,27.4,69.9,27.3,32.7,63.5,96.8,159.7,80.5,47.3,57.2,141.4
1957,114.3,51.4,62.3,29.8,61.8,35.6,93.8,141.4,98.3,88.6,25.2,109.2
1958,86.4,99.3,35.1,30.6,67.2,137.5,138.2,99,74.2,99.5,42.4,131.2
1959,55.9,25.9,59.5,73.8,33.6,50.5,84.2,26.1,40.4,99.8,81.9,116
1960,79.4,78.1,51.6,64.1,85,72.6,98.5,97.9,83.8,129.3,84.6,77.5
1961,91.3,78,27.8,131.8,76.9,40.3,47.8,64.3,93.6,101.3,58.1,63.5
1962,77.1,35.9,54.7,51.7,72.2,33.5,52.2,83.3,166,41.7,49.6,88.8
1963,39.1,63,90.9,71.4,71,120.8,38.1,103,58.4,100.2,139.1,19.4
